,imdbID,title,year,prescore,postscore
44,tt1014759,alice in wonderland,2010,6.200000000000001,0.0
45,tt2948356,zootopia,2016,10.0,0.0
46,tt0903624,the hobbit: an unexpected journey,2012,17.199999999999996,0.0
47,tt0468569,the dark knight,2008,16.7,5.0
48,tt0252866,american pie 2,2001,0.0,0.0
49,tt0241527,harry potter and the sorcerer's stone,2001,11.5,0.0
50,tt1690953,despicable me 2,2013,0.1,0.0
51,tt0110357,the lion king,1994,10.6,0.0
52,tt3040964,the jungle book,1967,0.0,0.0
53,tt3040964,the jungle book,1994,10.2,0.0
54,tt3040964,the jungle book,2016,16.0,0.0
55,tt0449088,pirates of the caribbean: at world's end,2007,6.1,0.0
56,tt2283362,jumanji: welcome to the jungle,2017,0.0,0.0
57,tt0926084,harry potter and the deathly hallows  part 1,2010,1.2999999999999998,0.0
58,tt0926084,harry potter and the deathly hallows: part 1,2010,1.2999999999999998,0.0
59,tt1201607,harry potter and the deathly hallows: part 2,2011,1.2999999999999998,0.0
60,tt1201607,harry potter and the deathly hallows  part 2,2011,1.2999999999999998,0.0
61,tt1170358,the hobbit: the desolation of smaug,2013,11.199999999999998,0.0
62,tt2310332,the hobbit: the battle of the five armies,2014,17.199999999999996,0.0
63,tt0417741,harry potter and the half-blood prince,2009,16.5,0.0
64,tt0167261,the lord of the rings: the two towers,2002,0.7,0.2
65,tt0298148,shrek 2,2004,5.5,0.0
66,tt1727824,bohemian rhapsody,2018,5.21111111111111,5.125
67,tt0330373,harry potter and the goblet of fire,2005,11.3,0.0
68,tt0306047,scary movie 3,2003,0.0,0.0
69,tt2379713,spectre,2015,15.599999999999998,0.0
70,tt2250912,spider-man: homecoming,2017,6.000000000000001,0.0
71,tt0295297,harry potter and the chamber of secrets,2002,12.099999999999998,0.0
72,tt1667889,ice age: continental drift,2012,0.2,0.0
73,tt2975590,batman v superman: dawn of justice,2016,17.311111111111114,0.0
74,tt0120737,the lord of the rings: the fellowship of the ring,2001,0.7,0.7000000000000001
75,tt0266543,finding nemo,2003,0.6000000000000001,0.1
76,tt1951264,the hunger games: catching fire,2013,11.3,0.0
77,tt3896198,guardians of the galaxy vol. 2,2017,1.0,0.0
78,tt2096673,inside out,2015,0.30000000000000004,0.1
79,tt1270797,venom,1981,0.0,0.0
80,tt1270797,venom,2018,1.0,0.0
81,tt3501632,thor: ragnarok,2017,17.2,0.0
82,tt0121766,star wars: episode iii - revenge of the sith,2005,0.6000000000000001,0.0
83,tt1055369,transformers: revenge of the fallen,2009,0.0,0.0
84,tt1324999,the twilight saga: breaking dawn - part 1,2011,5.1,0.0
85,tt0234215,the matrix reloaded,2003,0.2,0.0
86,tt1375666,inception,2010,17.1,0.2
87,tt0451279,wonder woman,2017,0.1111111111111111,0.0
88,tt0116629,independence day,1983,0.4,0.0
89,tt0116629,independence day,1996,1.0,0.0
90,tt3183660,fantastic beasts and where to find them,2016,11.100000000000001,0.0
91,tt0413267,shrek the third,2007,5.5,0.0
92,tt0304141,harry potter and the prisoner of azkaban,2004,21.9,0.0
93,tt1790809,pirates of the caribbean: dead men tell no tales,2017,11.600000000000001,0.0
94,tt0083866,e.t. the extra-terrestrial,1982,0.2,0.5
95,tt4912910,mission: impossible - fallout,2018,6.000000000000001,0.0
96,tt1905041,furious 6,2013,0.0,0.0
97,tt0367882,indiana jones and the kingdom of the crystal skull,2008,27.799999999999994,0.0
98,tt5463162,deadpool 2,2018,0.325,0.0
99,tt1431045,deadpool,2016,0.0,0.0
100,tt0076759,star wars,1977,5.6000000000000005,0.65
101,tt2015381,guardians of the galaxy,2014,7.2,0.0
102,tt0499549,avatar,2009,10.6,0.30000000000000004
103,tt1587310,maleficent,2014,5.4,0.0
104,tt0948470,the amazing spider-man,2012,10.299999999999999,0.0
105,tt0382625,the da vinci code,2006,26.399999999999995,0.0
106,tt1951265,the hunger games: mockingjay - part 1,2014,12.200000000000001,0.0
107,tt0892791,shrek forever after,2010,5.7,0.0
108,tt1877832,x-men: days of future past,2014,15.999999999999998,0.0
109,tt1277953,madagascar 3: europe's most wanted,2012,5.8,0.0
110,tt0363771,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,10.399999999999999,0.0
111,tt1453405,monsters university,2013,5.6000000000000005,0.0
112,tt0086960,beverly hills cop,1984,0.0,0.1
113,tt1454468,gravity,2013,11.1,5.311111111111111
114,tt1843866,captain america: the winter soldier,2014,5.800000000000001,0.0
115,tt2103281,dawn of the planet of the apes,2014,0.2,0.0
116,tt0418279,transformers,2007,5.6000000000000005,0.0
117,tt1259571,the twilight saga: new moon,2009,0.0,0.0
118,tt0316654,spider-man 2,2004,10.399999999999999,0.0
119,tt1872181,the amazing spider-man 2,2014,13.600000000000001,0.0
120,tt1325004,the twilight saga: eclipse,2010,0.0,0.0
121,tt0087951,protocol,1984,6.0,0.0
122,tt1229238,mission: impossible - ghost protocol,2011,1.0,0.0
123,tt0986233,hunger,1966,0.0,0.0
124,tt0085701,the hunger,1983,0.0,0.0
125,tt0986233,hunger,2008,0.5,0.0
126,tt1392170,the hunger games,2012,1.0999999999999999,0.0
127,tt3521164,moana,2016,0.0,0.0
128,tt2381249,mission: impossible - rogue nation,2015,6.200000000000001,0.0
129,tt0816692,interstellar,2014,22.700000000000003,0.0
130,tt1211837,doctor strange,2016,5.4,0.0
131,tt0109830,forrest gump,1994,8.3,20.2
132,tt0167404,the sixth sense,1999,0.2,0.9
133,tt0120207,steel,1997,5.4,0.0
134,tt0770828,man of steel,2013,12.100000000000001,0.0
135,tt1302011,kung fu panda 2,2011,16.2,0.0
136,tt0438097,ice age: the meltdown,2006,0.2,0.0
137,tt0974015,justice league,2017,16.41111111111111,0.0
138,tt2245084,big hero 6,2014,0.2,0.0
139,tt4123430,fantastic beasts: the crimes of grindelwald,2018,6.300000000000001,0.0
140,tt1951266,the hunger games: mockingjay - part 2,2015,12.4,0.0
141,tt0121765,star wars: episode ii - attack of the clones,2002,0.6000000000000001,0.0
142,tt0121765,star wars: episode ii  attack of the clones,2002,0.6000000000000001,0.0
143,tt1981115,thor: the dark world,2013,10.8,0.0
144,tt3470600,sing,2016,10.399999999999999,0.0
145,tt0317705,the incredibles,2004,5.6000000000000005,0.1
146,tt0441773,kung fu panda,2008,16.2,0.0
147,tt3659388,the martian,2015,6.7,0.42500000000000004
148,tt1596343,fast five,2011,0.0,0.0
149,tt1228705,iron man 2,2010,6.000000000000001,0.0
150,tt0448157,hancock,2008,11.0,0.0
151,tt5095030,ant-man and the wasp,2018,10.8,0.0
152,tt0382932,ratatouille,2007,1.9,0.1
153,tt3315342,logan,2017,0.42500000000000004,0.1
154,tt0119567,the lost world: jurassic park,1997,11.2,0.0
155,tt0795421,mamma mia!,2008,12.8,0.0
156,tt3371366,transformers: the last knight,2017,6.0,0.0
157,tt0479952,madagascar: escape 2 africa,2008,0.30000000000000004,0.0
158,tt0381061,casino royale,1967,0.0,0.0
159,tt0381061,casino royale,2006,5.9,0.0
160,tt0398286,tangled,2010,0.0,0.0
161,tt0407304,war of the worlds,2005,22.199999999999996,0.0
162,tt0481499,the croods,2013,10.600000000000001,0.0
163,tt1411697,the hangover part ii,2011,0.2,0.0
164,tt0830515,quantum of solace,2008,16.5,0.0
165,tt3569230,legend,1985,0.0,0.0
166,tt0480249,i am legend,2007,5.2,0.0
167,tt0371746,iron man,2008,6.166666666666667,0.0
168,tt0267804,the one,2001,0.0,0.0
169,tt1677720,ready player one,2018,21.94722222222222,0.0
170,tt0198781,"monsters, inc.",2001,5.2,0.0
171,tt0086190,star wars: episode vi - return of the jedi,1983,0.4,0.0
172,tt0086190,return of the jedi,1983,0.4,0.0
173,tt2322441,fifty shades of grey,2015,5.311111111111111,0.0
174,tt3731562,kong: skull island,2017,5.5,0.0
175,tt1216475,cars 2,2011,10.8,0.0
176,tt0120591,armageddon,1998,5.2,0.0
177,tt1637725,ted,2012,0.2,0.0
178,tt0108171,sniper,1993,0.0,0.0
179,tt2179136,american sniper,2014,21.599999999999994,0.42500000000000004
180,tt0120755,mission: impossible ii,2000,5.6000000000000005,0.0
181,tt1515091,sherlock holmes: a game of shadows,2011,0.8,0.0
182,tt3385516,x-men: apocalypse,2016,5.6000000000000005,0.0
183,tt0319262,the day after tomorrow,2004,0.2,0.0
184,tt1323594,despicable me,2010,5.4,0.0
185,tt0065234,z,1969,0.0,0.6000000000000001
186,tt0816711,world war z,2013,0.7111111111111112,0.0
187,tt0080684,star wars: episode v - the empire strikes back,1980,0.2,0.0
188,tt0080684,the empire strikes back,1980,0.2,0.0
189,tt0910970,wall-e,2008,0.7000000000000001,0.1
190,tt0910970,wall·e,2008,0.7000000000000001,0.0
191,tt1663202,the revenant,2015,1.0,10.325
192,tt5848272,ralph breaks the internet,2018,0.4,0.0
193,tt3874544,the boss baby,2017,0.2,0.0
194,tt5013056,dunkirk,2017,6.2,0.3111111111111111
195,tt0462538,the simpsons movie,2007,15.700000000000001,0.0
196,tt0988045,sherlock holmes,2009,0.6000000000000001,0.0
197,tt2267968,kung fu panda 3,2016,21.4,0.0
198,tt0478970,ant-man,2015,10.0,0.0
199,tt0103064,terminator 2: judgment day,1991,0.0,0.0
200,tt0290002,meet the fockers,2004,21.8,0.0
201,tt2709692,dr. seuss' the grinch,2018,0.8,0.0
202,tt0119099,fallen,1998,5.5,0.0
203,tt0099653,ghost,1990,0.2,10.2
204,tt0067541,wake in fright,1971,0.0,0.0
205,tt0332452,troy,2004,1.9,0.0
206,tt0120363,toy story 2,1999,10.2,0.0
207,tt0892769,how to train your dragon,2010,0.0,0.0
208,tt0117998,twister,1996,0.0,0.0
209,tt1623205,oz the great and powerful,2013,5.800000000000001,0.0
210,tt1291150,teenage mutant ninja turtles,1990,0.0,0.0
211,tt1291150,teenage mutant ninja turtles,2014,0.0,0.0
212,tt3450958,war for the planet of the apes,2017,0.4,0.0
213,tt0089013,demons,1985,0.0,0.0
214,tt0808151,angels & demons,2009,26.199999999999996,0.0
215,tt0315327,bruce almighty,2003,0.8,0.0
216,tt0126029,shrek,2001,0.4,0.1
217,tt1318514,rise of the planet of the apes,2011,0.4,0.0
218,tt0274166,johnny english,2003,0.3666666666666667,0.0
219,tt0356910,mr. & mrs. smith,2005,10.4,0.0
220,tt0099785,home alone,1990,0.2,0.0
221,tt0367594,charlie and the chocolate factory,2005,5.6000000000000005,0.0
222,tt2510894,hotel transylvania 2,2015,0.0,0.0
223,tt2126355,san andreas,2015,0.2,0.0
224,tt0097576,indiana jones and the last crusade,1989,6.4,0.0
225,tt1772341,wreck-it ralph,2012,0.2,0.0
226,tt0073195,jaws,1975,0.4,0.2
227,tt0111070,the santa clause,1994,0.0,0.0
228,tt4701182,bumblebee,2018,0.2,0.0
229,tt1490017,the lego movie,2014,6.0,0.0
230,tt1119646,the hangover,2009,0.0,0.0
231,tt1408101,star trek into darkness,2013,0.0,0.0
232,tt0133093,the matrix,1999,0.2,0.0
233,tt0100405,pretty woman,1990,0.0,0.2
234,tt0317219,cars,2006,6.800000000000001,0.0
235,tt0172495,gladiator,1992,0.6000000000000001,10.5
236,tt0172495,gladiator,2000,0.9,10.5
237,tt0376994,x-men: the last stand,2006,10.4,0.0
238,tt0465234,national treasure: book of secrets,2007,12.2,0.0
239,tt0416449,300,2006,0.0,0.0
240,tt0240772,ocean's eleven,2001,6.1000000000000005,0.0
241,tt0800369,thor,2011,6.300000000000001,0.0
242,tt0120855,tarzan,1999,1.4000000000000001,0.0
243,tt3783958,la la land,2016,0.6000000000000001,10.41111111111111
244,tt0440963,the bourne ultimatum,2007,7.366666666666667,0.0
245,tt0120912,men in black ii,2002,5.4,0.0
246,tt1707386,les misérables,2012,11.399999999999997,5.311111111111111
247,tt1340138,terminator genisys,2015,0.0,0.0
248,tt0070047,the exorcist,1973,5.6000000000000005,6.05
249,tt0803096,warcraft,2016,0.1111111111111111,0.0
250,tt0349903,ocean's twelve,2004,21.499999999999996,0.0
251,tt1485796,the greatest showman,2017,5.9,0.0
252,tt1517451,a star is born,1976,2.7,1.225
253,tt1517451,a star is born,2018,5.799999999999999,1.225
254,tt2709768,the secret life of pets,2016,0.2,0.0
255,tt0062883,the detective,1968,0.0,0.0
256,tt0246460,die another day,2002,5.5,0.0
257,tt0162222,cast away,2000,20.5,0.2
258,tt2231461,rampage,1963,0.0,0.0
259,tt2231461,rampage,2018,0.2,0.0
260,tt0242653,the matrix revolutions,2003,0.2,0.0
261,tt0060315,django,1966,0.0,0.0
262,tt1853728,django unchained,2012,16.499999999999996,10.11111111111111
263,tt0499448,the chronicles of narnia: prince caspian,2008,5.4,0.0
264,tt0980970,the chronicles of narnia: the voyage of the dawn treader,2010,10.4,0.0
265,tt1000774,sex and the city,2008,5.2,0.0
266,tt2802144,kingsman: the secret service,2014,16.2,0.0
267,tt1504320,the king's speech,2010,5.6000000000000005,20.45
268,tt1663662,pacific rim,2013,0.30000000000000004,0.0
269,tt4649466,kingsman: the golden circle,2017,21.96666666666667,0.0
270,tt0103855,the bodyguard,1992,10.5,0.0
271,tt0120616,the mummy,1999,5.4,0.0
272,tt0120616,the mummy,2017,11.0,0.0
273,tt0290334,x2: x-men united,2003,10.600000000000001,0.0
274,tt0286106,signs,2002,10.899999999999999,0.0
275,tt0162065,angel,1984,0.0,0.0
276,tt1446714,prometheus,2012,5.800000000000001,0.0
277,tt1104001,tron: legacy,2010,0.7666666666666667,0.0
278,tt0317919,mission: impossible iii,2006,0.8,0.0
279,tt1735898,snow white and the huntsman,2012,5.5,0.0
280,tt0077631,grease,1978,0.4,0.0
281,tt6911608,mamma mia! here we go again,2018,29.200000000000003,0.0
282,tt3778644,solo: a star wars story,2018,6.600000000000001,0.0
283,tt0993846,the wolf of wall street,2013,12.100000000000001,0.811111111111111
284,tt0348150,superman returns,2006,15.0,0.0
285,tt1628841,independence day: resurgence,2016,0.0,0.0
286,tt0102798,robin hood: prince of thieves,1991,0.6000000000000001,0.0
287,tt0082971,raiders of the lost ark,1981,0.2,0.4
288,tt0088763,back to the future,1985,0.0,0.1
289,tt0796366,star trek,2009,0.4,0.0
290,tt3606752,cars 3,2017,5.1,0.0
291,tt0337978,live free or die hard,2007,0.0,0.0
292,tt0366548,happy feet,2006,11.2,0.0
293,tt0892782,monsters vs. aliens,2009,5.0,0.0
294,tt4465564,fifty shades darker,2017,10.31111111111111,0.0
295,tt1392190,mad max: fury road,2015,5.6000000000000005,0.325
296,tt0111503,true lies,1994,0.0,0.0
297,tt1010048,slumdog millionaire,2008,0.1,15.0
298,tt1583421,g.i. joe: retaliation,2013,0.0,0.0
299,tt1397280,taken 2,2012,0.2,0.0
300,tt0372784,batman begins,2005,12.099999999999998,0.0
301,tt0983193,the adventures of tintin,2011,22.6,0.0
302,tt0207201,what women want,2000,20.1,0.0
303,tt0458525,x-men origins: wolverine,2009,0.0,0.0
304,tt0385752,the golden compass,2007,5.6000000000000005,0.0
305,tt4477536,fifty shades freed,2018,5.311111111111111,0.0
306,tt0103923,captain america,1990,0.0,0.0
307,tt0458339,captain america: the first avenger,2011,5.6000000000000005,0.0
308,tt0438488,terminator salvation,2009,0.2,0.0
309,tt1631867,edge of tomorrow,2014,5.6000000000000005,0.0
310,tt0129387,there's something about mary,1998,0.0,0.0
311,tt0163025,jurassic park iii,2001,0.30000000000000004,0.0
312,tt2267998,gone girl,2014,5.6,0.2
313,tt0106977,the fugitive,1993,5.4,5.2
314,tt0307453,shark tale,2004,17.3,0.0
315,tt0112864,die hard with a vengeance,1995,5.4,0.0
316,tt5814060,the nun,2018,0.2,0.0
317,tt0125439,notting hill,1999,0.7,0.0
318,tt2692250,night at the museum: secret of the tomb,2014,11.2,0.0
319,tt1959490,noah,2014,16.4,0.0
320,tt0120623,a bug's life,1998,5.0,0.0
321,tt0143145,the world is not enough,1999,0.2,0.0
322,tt0133152,planet of the apes,1968,20.5,0.0
323,tt0133152,planet of the apes,2001,5.800000000000001,0.0
324,tt0952640,alvin and the chipmunks,2007,0.0,0.0
325,tt0104431,home alone 2: lost in new york,1992,10.2,0.0
326,tt0181689,minority report,2002,17.299999999999997,0.0
327,tt0837562,hotel transylvania,2012,0.0,0.0
328,tt0918940,the legend of tarzan,2016,15.6,0.0
329,tt0169547,american beauty,1999,5.2,20.2
330,tt0112384,apollo 13,1995,5.2,0.7000000000000001
331,tt0095953,rain man,1988,5.8999999999999995,20.0
332,tt1343092,the great gatsby,1974,5.6000000000000005,0.0
333,tt1343092,the great gatsby,2013,6.200000000000001,0.0
334,tt3402236,murder on the orient express,1974,0.0,5.3
335,tt3402236,murder on the orient express,2017,14.625,5.3
336,tt0103772,basic instinct,1992,10.2,0.0
337,tt0128278,instinct,1999,10.399999999999999,0.0
338,tt0212985,hannibal,2001,11.7,0.0
339,tt3110958,now you see me 2,2016,17.6,0.0
340,tt1985949,angry birds,2016,10.6,0.0
341,tt0264464,catch me if you can,2002,31.999999999999996,0.2
342,tt5117670,peter rabbit,2018,0.0,0.0
343,tt5028340,mary poppins returns,2018,25.0,0.0
344,tt0130623,dinosaur,2000,0.4,0.0
345,tt0120647,deep impact,1998,28.266666666666662,0.0
346,tt1482459,the lorax,2012,0.2,0.0
347,tt0368891,national treasure,2004,11.0,0.0
348,tt1790864,the maze runner,2014,0.2,0.0
349,tt0092115,troll,1986,0.0,0.0
350,tt1679335,trolls,2016,0.2,0.0
351,tt0343818,"i, robot",2004,5.4,0.0
352,tt0266915,rush hour 2,2001,0.0,0.0
353,tt0114148,pocahontas,1995,5.0,0.0
354,tt1293847,xxx: return of xander cage,2017,0.4,0.0
355,tt0170016,how the grinch stole christmas,2000,0.2,0.0
356,tt2660888,star trek beyond,2016,0.0,0.0
357,tt0109813,the flintstones,1994,10.6,0.0
358,tt0414951,the quiet,2005,0.0,0.0
359,tt6644200,a quiet place,2018,0.0,0.0
360,tt0461770,enchanted,2007,6.0,0.0
361,tt1253863,300: rise of an empire,2014,0.0,0.0
362,tt0112462,batman forever,1995,5.2,0.0
363,tt0473075,prince of persia: the sands of time,2010,5.800000000000001,0.0
364,tt0327084,over the hedge,2006,0.4,0.0
365,tt0069031,"now you see him, now you don't",1972,0.2,0.0
366,tt1397514,journey 2: the mysterious island,2012,10.8,0.0
367,tt0117500,the rock,1996,5.0,0.0
368,tt0421715,the curious case of benjamin button,2008,11.5,0.9500000000000001
369,tt0120347,tomorrow never dies,1997,0.2909090909090909,0.0
370,tt0087469,indiana jones and the temple of doom,1984,0.8,0.0
371,tt1979388,the good dinosaur,2015,10.6,0.0
372,tt0096874,back to the future part ii,1989,0.1,0.0
373,tt2294449,22 jump street,2014,0.2,0.0
374,tt0212338,meet the parents,2000,10.8,0.0
375,tt0096438,who framed roger rabbit,1988,0.5,0.0
376,tt0177971,the perfect storm,2000,10.6,0.0
377,tt0947798,black swan,2010,0.8,5.3
378,tt0090555,crocodile dundee,1986,0.0,0.1
379,tt0114369,se7en,1995,5.6000000000000005,0.0
380,tt2446042,taken 3,2014,5.2,0.0
381,tt0071413,devil times five,1974,0.0,0.0
382,tt0458352,the devil wears prada,2006,17.200000000000003,0.2
383,tt1067106,a christmas carol,2009,5.3,0.0
384,tt0116583,the hunchback of notre dame,1996,5.366666666666667,0.0
385,tt2279373,the spongebob movie: sponge out of water,2015,0.0,0.0
386,tt6966692,green book,2018,5.511111111111111,15.2
387,tt1001526,megamind,2010,0.4,0.0
388,tt0104714,lethal weapon 3,1992,5.2,0.0
389,tt0108052,schindler's list,1993,6.3,15.399999999999999
390,tt0115433,101 dalmatians,1996,1.2,0.0
391,tt0938283,the last airbender,2010,0.7000000000000001,0.0
392,tt3065204,the conjuring 2,2016,0.2,0.0
393,tt1457767,the conjuring,2013,0.2,0.0
394,tt0093010,fatal attraction,1987,10.6,0.9
395,tt1764651,the expendables 2,2012,0.2,0.0
396,tt0371606,chicken little,2005,0.4,0.0
397,tt0119822,as good as it gets,1997,27.299999999999997,10.5
398,tt0268978,a beautiful mind,2001,1.0,19.2
399,tt0496806,ocean's thirteen,2007,22.8,0.0
400,tt4046784,maze runner: the scorch trials,2015,0.2,0.0
401,tt2592614,resident evil: the final chapter,2016,0.0,0.0
402,tt0145660,austin powers: the spy who shagged me,1999,0.0,0.0
403,tt0338348,the polar express,2004,15.699999999999998,0.0
404,tt0970866,little fockers,2010,24.7,0.0
405,tt0397892,bolt,2008,0.4,0.0
406,tt0117438,ransom,1996,0.30000000000000004,0.0
407,tt0163187,runaway bride,1999,0.8,0.0
408,tt0878804,the blind side,2009,5.4,5.1
409,tt1446192,rise of the guardians,2012,0.6000000000000001,0.0
410,tt0454921,the pursuit of happyness,2006,0.2,0.2
411,tt0299658,chicago,2002,5.0,9.7
412,tt2582846,the fault in our stars,2014,0.6000000000000001,0.0
413,tt0075860,close encounters of the third kind,1977,0.30000000000000004,0.4
414,tt1595656,to the wonder,2012,5.5,0.0
415,tt5140878,annabelle: creation,2017,0.0,0.0
416,tt0325980,pirates of the caribbean: the curse of the black pearl,2003,5.5,0.2
417,tt1646987,wrath of the titans,2012,0.6000000000000001,0.0
418,tt0120762,mulan,1998,0.16666666666666666,0.0
419,tt1440129,battleship,2012,0.2,0.0
420,tt1355644,passengers,2008,0.4,0.0
421,tt0119528,liar liar,1997,0.4,0.0
422,tt0055254,one hundred and one dalmatians,1961,0.0,0.0
423,tt1046173,g.i. joe: the rise of cobra,2009,0.0,0.0
424,tt0102057,hook,1991,23.4,0.0
425,tt2567026,alice through the looking glass,2016,6.3,0.0
426,tt0338526,van helsing,2004,0.0,0.0
427,tt1220634,resident evil: afterlife,2010,0.0,0.0
428,tt0089927,rocky iv,1985,6.200000000000001,0.0
429,tt0089880,rambo: first blood part ii,1985,0.4,0.0
430,tt0092644,beverly hills cop ii,1987,0.0,0.0
431,tt0076729,smokey and the bandit,1977,0.2,0.0
432,tt0116231,the bandit,1996,8.2,0.0
433,tt0243585,stuart little 2,2002,15.999999999999996,0.0
434,tt0433035,real steel,2011,0.0,0.0
435,tt0119738,my best friend's wedding,1997,5.4,0.0
436,tt2908446,insurgent,2015,21.6,0.0
437,tt0451079,horton hears a who!,2008,0.0,0.0
438,tt0295178,austin powers in goldmember,2002,10.6,0.0
439,tt0097778,look who's talking,1989,5.4,0.0
440,tt3411444,ferdinand,2017,0.0,0.0
441,tt1935859,miss peregrine's home for peculiar children,2016,6.6000000000000005,0.0
442,tt0087332,ghostbusters,1984,0.0,0.0
443,tt0087332,ghostbusters,2016,0.30000000000000004,0.0
444,tt1261945,sex and the city 2,2010,0.0,0.0
445,tt1130884,shutter island,2010,12.899999999999999,0.0
446,tt0240462,dr. dolittle 2,2001,0.0,0.0
447,tt1049413,up,2009,0.0,0.2
448,tt1673434,the twilight saga: breaking dawn - part 2,2012,5.1,0.0
449,tt0407887,the departed,2006,23.900000000000002,15.2
450,tt0161081,what lies beneath,2000,6.1000000000000005,0.0
451,tt0120689,the green mile,1999,10.899999999999997,0.5
452,tt1840309,divergent,2014,11.2,0.0
453,tt0094898,coming to america,1988,0.2,0.0
454,tt0138097,shakespeare in love,1998,5.0,20.4
455,tt1478338,bridesmaids,2011,0.0,0.35
456,tt0389790,bee movie,2007,5.4,0.0
457,tt4500922,maze runner: the death cure,2018,0.2,0.0
458,tt0112642,casper,1995,0.2,0.0
459,tt2848292,pitch perfect 2,2015,0.4,0.0
460,tt0059742,the sound of music,1965,10.399999999999999,10.45
461,tt0068646,the godfather,1972,6.0,14.533333333333333
462,tt0122151,lethal weapon 4,1998,15.2,0.0
463,tt0396269,wedding crashers,2005,5.2,0.0
464,tt0401729,john carter,2012,1.0,0.0
465,tt0243155,bridget jones's diary,2001,0.1,0.2
466,tt0175142,scary movie,2000,0.0,0.0
467,tt0295701,xxx,2002,0.2,0.0
468,tt2341762,the legacy,1978,0.2,0.0
469,tt1194173,the bourne legacy,2012,6.5,0.0
470,tt0267913,scooby-doo,2002,0.0,0.0
471,tt0146316,lara croft: tomb raider,2001,10.600000000000001,0.0
472,tt0325703,lara croft tomb raider: the cradle of life,2003,10.8,0.0
473,tt1365519,tomb raider,2018,10.31111111111111,0.0
474,tt0443272,lincoln,2012,41.30000000000001,5.811111111111111
475,tt1320253,the expendables,2010,0.6000000000000001,0.0
476,tt0116695,jerry maguire,1996,15.499999999999998,5.5
477,tt0172156,bad boys ii,2003,0.30000000000000004,0.0
478,tt0275847,lilo & stitch,2002,0.0,0.0
479,tt0102926,the silence of the lambs,1991,5.2,24.0
480,tt0780521,the princess and the frog,2009,0.4,0.0
481,tt2004420,neighbors,1981,5.4,0.0
482,tt0443649,"10,000 bc",2008,0.0,0.0
483,tt0106918,the firm,1993,21.799999999999997,0.2
484,tt1723121,we're the millers,2013,0.0,0.0
485,tt1205489,gran torino,2008,21.199999999999996,0.0
486,tt0053804,exodus,1960,6.300000000000001,0.2
487,tt1528100,exodus: gods and kings,2014,17.099999999999998,0.0
488,tt1109624,paddington,2014,10.8,0.0
489,tt0103776,batman returns,1992,5.4,0.0
490,tt0337741,something's gotta give,2003,27.5,0.2
491,tt0107211,indecent proposal,1993,5.6000000000000005,0.0
492,tt0765429,american gangster,2007,31.9,0.2
493,tt0114898,waterworld,1995,5.6000000000000005,0.0
494,tt0160127,charlie's angels,2000,0.0,0.0
