,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,genre,running_time,inflation_factor,budget_adjusted,budget_per_actor,budget_per_time,runtime_per_actor,percent_revenue,total_ratings,book,sup,hor,com,spy,his,war,psy,rom,mon,fan,mus,pol,bio,sci,act,dra,dis,adv,mys,thr,dys,cri,epi,oth,ani,based_on_book,other,prescore,postscore,precount_wins,precount_noms
55,tt2139881,long shot,2019,56821,6.9,40.0,53.4,7.0,2,125.0,0.3921568627450981,15.686274509803926,2.240896358543418,0.1254901960784314,17.857142857142858,33.49999999999999,392.0649,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.2,0.0,1,1
56,tt6722030,the intruder,2019,8093,5.5,8.0,36.6,4.0,5,102.0,0.3921568627450981,3.1372549019607847,0.7843137254901962,0.030757400999615537,25.5,357.5,44.5115,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0,0,0.0,0,0.0,0.0,0,0
57,tt1946502,uglydolls,2019,3774,4.8,53.0,32.5,12.0,4,87.0,0.3921568627450981,20.784313725490197,1.7320261437908497,0.23890015776425513,7.25,-38.679245283018865,18.1152,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1.0,0,0.0,0.0,0,0
58,tt2481498,"extremely wicked, shockingly evil and vile",2019,59293,6.6,,9.88,6.0,4,108.0,0.3921568627450981,,,,18.0,,391.3338,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,1,0,1,0,0,0,1.0,0,0.5666666666666667,0.0,0,3
59,tt5884052,pokémon detective pikachu,2019,105639,6.7,150.0,431.7,8.0,5,104.0,0.3921568627450981,58.82352941176471,7.352941176470589,0.5656108597285068,13.0,187.8,707.7813000000001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,1.0,1,0,0,0,0,0,0,1.0,0,0.2,0.0,0,1
60,tt1298644,the hustle,2019,28169,5.4,21.0,95.0,4.0,2,94.0,0.3921568627450981,8.23529411764706,2.058823529411765,0.08760951188986234,23.5,352.3809523809524,152.11260000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5.2,0.0,1,1
61,tt3361792,tolkien,2019,18922,6.8,20.0,9.0,4.0,2,112.0,0.3921568627450981,7.843137254901961,1.9607843137254903,0.0700280112044818,28.0,-55.0,128.6696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0
62,tt5125894,poms,2019,2256,5.7,10.0,16.5,9.0,2,90.0,0.3921568627450981,3.9215686274509807,0.4357298474945534,0.04357298474945534,10.0,65.0,12.859200000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0,6.000000000000001,0.0,1,5
63,tt5932728,the professor and the madman,2019,19825,7.3,25.0,5.4,10.0,3,124.0,0.3921568627450981,9.803921568627453,0.9803921568627454,0.07906388361796333,12.4,-78.4,144.7225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,1,0,0,0,0,0,0,1.0,0,20.9,0.0,4,5
64,tt6146586,john wick: chapter 3 – parabellum,2019,197479,7.6,75.0,326.7,8.0,3,131.0,0.3921568627450981,29.411764705882355,3.6764705882352944,0.224517287831163,16.375,335.6,1500.8403999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,1.0,0,10.6,0.0,2,3
