,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,genre,running_time,inflation_factor,budget_adjusted
1621,tt0443543,the illusionist,2006,341678,7.6,16.5,87.8,3,4,110,0.49603174603174605,8.18452380952381
1622,tt0089755,out of africa,1985,65930,7.2,28.0,227.5,3,4,161,0.9293680297397771,26.022304832713758
1624,tt0182789,bicentennial man,1999,104296,6.9,100.0,87.4,5,3,132,0.6002400960384154,60.02400960384154
1625,tt0427152,dinner for schmucks,2010,92949,5.9,69.0,86.9,6,1,114,0.4585977913930367,31.64324760611953
1626,tt0070791,theater of blood,1973,8284,7.2,50.0,91.0,8,4,89,2.2522522522522523,112.61261261261262
1627,tt0047437,sabrina,1995,54893,7.7,50.0,87.1,5,3,127,0.6561679790026247,32.808398950131235
1628,tt0090568,8 million ways to die,1986,4186,5.8,18.0,1.31,4,4,115,0.9124087591240877,16.423357664233578
1629,tt1189340,the lincoln lawyer,2011,200544,7.3,40.0,87.1,11,3,118,0.44456497094767916,17.782598837907166
1630,tt2557490,a million ways to die in the west,2014,163330,6.1,40.0,87.2,7,1,116,0.422411462557448,16.896458502297918
1631,tt0302886,old school,2003,206736,7.1,24.0,87.0,3,1,91,0.5434782608695652,13.043478260869565
1632,tt0102510,the naked gun 2½: the smell of fear,1991,98399,6.9,23.0,86.9,5,2,85,0.7342143906020558,16.886930983847286
1633,tt0799949,epic movie,2007,99065,2.4,20.0,86.9,10,4,93,0.482392667631452,9.64785335262904
1634,tt0088170,star trek iii: the search for spock,1984,70278,6.7,16.0,87.0,8,3,105,0.9624639076034648,15.399422521655437
1636,tt0046183,peter pan,2003,116637,7.3,4.0,87.4,5,3,76,0.5434782608695652,2.1739130434782608
1637,tt3332064,pan,2015,57043,5.7,150.0,128.4,5,3,111,0.42191066463587,63.2865996953805
1638,tt0955308,robin hood,1973,243590,6.6,100.0,85.7,5,3,116,2.2522522522522523,225.22522522522524
1640,tt0314353,tears of the sun,2003,108573,6.6,100.5,86.5,4,5,121,0.5434782608695652,54.619565217391305
1643,tt0431197,the kingdom,2007,113622,7.0,72.5,86.5,8,3,109,0.482392667631452,34.97346840328027
1644,tt2005151,war dogs,2016,161293,7.1,50.0,86.2,4,4,114,0.4166545142433346,20.83272571216673
1645,tt0250687,rat race,2001,104520,6.4,48.0,85.5,13,2,112,0.564652738565782,27.103331451157537
1646,tt0467197,max payne,2008,118709,5.4,35.0,85.8,8,4,100,0.4644617120987632,16.25615992345671
1647,tt1980209,pain & gain,2013,191388,6.4,24.0,86.2,5,3,129,0.42926376970857283,10.302330473005748
1648,tt0099487,edward scissorhands,1990,423503,7.9,20.0,86.0,7,3,105,0.7651109410864576,15.302218821729152
1649,tt0405325,sky high,2005,73745,6.2,20.0,86.4,5,3,100,0.5120327700972862,10.240655401945723
1650,tt3622592,paper towns,2015,89925,6.3,12.0,85.5,5,4,109,0.42191066463587,5.062927975630441
1651,tt0088011,romancing the stone,1984,77496,6.9,10.0,115.1,5,4,106,0.9624639076034648,9.624639076034647
1652,tt0053690,can-can,1960,1777,6.4,5.0,4.2,4,2,131,3.378378378378378,16.89189189189189
1653,tt0384806,the amityville horror,1979,101001,6.0,19.0,108.0,3,1,89,1.3774104683195594,26.170798898071627
1655,tt0072431,young frankenstein,1974,135875,8.0,2.78,86.2,7,2,105,2.028397565922921,5.63894523326572
1657,tt0345950,the spongebob squarepants movie,2004,73378,7.0,30.0,140.2,9,4,87,0.5293806246691372,15.881418740074114
1658,tt0173840,final fantasy: the spirits within,2001,78497,6.4,137.0,85.1,7,5,106,0.564652738565782,77.35742518351213
1659,tt0443706,zodiac,2007,406994,7.7,65.0,84.8,9,4,157,0.482392667631452,31.35552339604438
1660,tt0255798,the animal,2001,54673,4.8,47.0,84.7,5,2,83,0.564652738565782,26.538678712591754
1662,tt1073498,meet the spartans,2008,98498,2.8,30.0,84.6,9,2,83,0.4644617120987632,13.933851362962896
1663,tt3397884,sicario,2015,340339,7.6,30.0,84.9,4,4,121,0.42191066463587,12.6573199390761
1665,tt0088933,cocoon,1985,53649,6.7,17.5,85.3,11,4,117,0.9293680297397771,16.2639405204461
1666,tt0416320,match point,2005,194715,7.6,15.0,85.3,6,4,124,0.5120327700972862,7.680491551459293
1667,tt0083131,stripes,1981,60783,6.9,10.0,85.3,5,1,106,1.1001100110011002,11.001100110011002
1668,tt0388482,transporter 2,2005,183180,6.3,4.6,85.1,10,2,87,0.5120327700972862,2.3553507424475164
1669,tt0112792,dangerous minds,1995,45514,6.5,23.0,179.52,2,2,99,0.6561679790026247,15.091863517060368
1670,tt1571234,mortal engines,2018,86941,6.1,150.0,83.7,8,3,128,0.3982366082984544,59.73549124476816
1671,tt1872194,the judge,2014,166776,7.4,50.0,84.4,8,2,142,0.422411462557448,21.1205731278724
1672,tt1586265,what to expect when you're expecting,2012,67028,5.7,40.0,84.4,10,4,110,0.4355514516929884,17.422058067719536
1673,tt0151738,never been kissed,1999,78849,6.0,25.0,84.5,8,3,107,0.6002400960384154,15.006002400960385
1674,tt0102685,point break,1991,144539,7.3,24.0,83.5,4,3,122,0.7342143906020558,17.62114537444934
1675,tt0130018,i still know what you did last summer,1998,65037,4.7,24.0,84.0,7,3,101,0.6134969325153374,14.723926380368098
1677,tt0075097,the premonition,1976,493,4.6,20.0,84.1,6,3,96,1.7574692442882252,35.149384885764505
1678,tt0105414,single white female,1992,29489,6.4,16.0,84.0,4,3,107,0.7127583749109052,11.404133998574483
1679,tt0097351,field of dreams,1989,102132,7.5,15.0,84.4,5,2,107,0.8064516129032259,12.096774193548388
1680,tt0208092,snatch,2000,736028,8.3,10.0,83.6,7,3,102,0.5807200929152149,5.807200929152149
1681,tt0090633,an american tail,1986,45787,6.9,9.0,84.5,13,5,80,0.9124087591240877,8.211678832116789
1683,tt0985699,valkyrie,2008,217264,7.1,90.0,200.3,7,2,124,0.4644617120987632,41.801554088888686
1684,tt0095016,die hard,1988,737566,8.2,28.0,141.5,4,2,132,0.8453085376162299,23.668639053254438
1685,tt0221027,blow,2001,226795,7.6,53.0,83.3,8,3,124,0.564652738565782,29.926595143986447
1686,tt1615065,savages,2012,116774,6.5,45.0,83.0,6,3,130,0.4355514516929884,19.59981532618448
1687,tt0480687,hall pass,2011,115052,5.8,36.0,83.2,7,3,109,0.44456497094767916,16.00433895411645
1688,tt0388125,in her shoes,2005,57344,6.4,35.0,83.07,3,3,130,0.5120327700972862,17.921146953405017
1689,tt0464154,piranha 3d,2010,82821,5.4,24.0,83.1,8,2,88,0.4585977913930367,11.006346993432881
1690,tt0158983,"south park: bigger, longer & uncut",1999,185416,7.7,21.0,83.1,4,5,81,0.6002400960384154,12.605042016806724
1691,tt0112818,dead man walking,1995,84294,7.5,11.0,83.0,6,2,122,0.6561679790026247,7.217847769028872
1692,tt0112817,dead man,1995,85453,7.6,11.0,83.0,6,3,122,0.6561679790026247,7.217847769028872
1693,tt0289043,28 days later...,2002,352515,7.6,8.0,82.7,5,3,113,0.555864369093941,4.446914952751528
1695,tt0021814,dracula,1992,42233,7.5,40.0,215.9,4,2,128,0.7127583749109052,28.510334996436207
1696,tt0187738,blade ii,2002,190443,6.7,54.0,155.0,6,4,117,0.555864369093941,30.016675931072815
1697,tt0383216,the pink panther,2006,77511,5.6,80.0,158.9,8,4,93,0.49603174603174605,39.682539682539684
1698,tt0327554,catwoman,2004,105025,3.3,100.0,82.1,6,4,104,0.5293806246691372,52.93806246691371
1699,tt0253556,reign of fire,2002,121311,6.2,60.0,82.2,4,4,102,0.555864369093941,33.35186214563646
1700,tt1142977,frankenweenie,2012,91815,6.9,39.0,81.5,7,4,87,0.4355514516929884,16.98650661602655
1701,tt0095631,midnight run,1988,66130,7.5,35.0,81.6,6,3,126,0.8453085376162299,29.585798816568047
1703,tt2679042,hitman: agent 47,2015,82004,5.7,35.0,82.3,6,3,96,0.42191066463587,14.76687326225545
1704,tt0203019,men of honor,2000,102292,7.2,32.0,82.34,8,2,129,0.5807200929152149,18.583042973286876
1705,tt0127536,elizabeth,1998,86921,7.4,30.0,82.1,6,2,123,0.6134969325153374,18.404907975460123
1706,tt0387131,the constant gardener,2005,126763,7.4,25.0,82.4,5,4,129,0.5120327700972862,12.800819252432156
1707,tt0101787,dying young,1991,14089,6.0,18.0,82.26,5,2,111,0.7342143906020558,13.215859030837006
1708,tt0114885,waiting to exhale,1995,8898,5.9,16.0,82.0,4,3,124,0.6561679790026247,10.498687664041995
1709,tt0077663,heaven can wait,1978,17196,6.9,15.0,98.8,8,3,101,1.5337423312883436,23.006134969325153
1710,tt0482606,the strangers,2008,112442,6.2,9.0,82.4,2,3,85,0.4644617120987632,4.180155408888869
1711,tt0064757,on her majesty's secret service,1969,73856,6.7,7.0,82.0,6,4,142,2.7247956403269753,19.07356948228883
1712,tt0066026,mash,1970,64272,7.5,3.02,81.6,7,3,116,2.577319587628866,7.783505154639176
1714,tt1226273,edge of darkness,2010,85902,6.6,80.0,81.1,4,5,117,0.4585977913930367,36.68782331144293
1715,tt0165982,sinbad: legend of the seven seas,2003,45664,6.7,60.0,80.8,4,2,86,0.5434782608695652,32.608695652173914
1716,tt0467200,the other boleyn girl,2008,98590,6.7,35.0,80.7,9,5,115,0.4644617120987632,16.25615992345671
1717,tt3717252,underworld: blood wars,2016,64742,5.8,35.0,81.1,11,4,91,0.4166545142433346,14.582907998516712
1718,tt0119313,hope floats,1998,23021,6.0,30.0,81.47,3,2,115,0.6134969325153374,18.404907975460123
1719,tt0265662,the rookie,1990,30396,6.9,22.0,80.7,4,1,128,0.7651109410864576,16.832440703902066
1721,tt1340800,tinker tailor soldier spy,2011,177870,7.1,21.0,80.6,8,5,127,0.44456497094767916,9.335864389901262
1723,tt0425112,hot fuzz,2007,436727,7.8,16.0,80.7,3,3,121,0.482392667631452,7.718282682103232
1724,tt0093565,moonstruck,1987,44824,7.1,15.0,80.6,5,3,102,0.8802816901408451,13.204225352112676
1727,tt0780504,drive,2011,535267,7.8,15.0,81.4,7,3,100,0.44456497094767916,6.668474564215187
1728,tt1591479,act of valor,2012,64397,6.5,12.0,81.3,4,3,111,0.4355514516929884,5.226617420315861
1730,tt0879870,eat pray love,2010,80407,5.8,60.0,204.6,6,3,133,0.4585977913930367,27.515867483582202
1731,tt0067093,fiddler on the roof,1971,35807,8.0,9.0,83.3,5,3,179,2.4691358024691357,22.22222222222222
1732,tt0313542,runaway jury,2003,86570,7.1,60.0,80.2,4,3,127,0.5434782608695652,32.608695652173914
1733,tt2281587,muppets most wanted,2014,29683,6.4,51.0,80.4,3,4,107,0.422411462557448,21.542984590429846
1734,tt0181536,finding forrester,2000,79863,7.3,43.0,80.05,5,1,136,0.5807200929152149,24.97096399535424
1735,tt0242445,exit wounds,2001,30778,5.6,33.0,79.9,2,3,102,0.564652738565782,18.633540372670808
1736,tt1259528,den of thieves,2018,76135,7.0,30.0,80.5,4,4,140,0.3982366082984544,11.947098248953633
1737,tt0091129,the golden child,1986,48208,6.0,25.0,79.8,3,4,94,0.9124087591240877,22.810218978102192
1738,tt0105698,universal soldier,1992,78744,6.0,23.0,80.0,5,2,102,0.7127583749109052,16.39344262295082
1739,tt0101764,double impact,1991,35792,5.6,15.0,80.5,4,2,107,0.7342143906020558,11.013215859030838
1740,tt0086567,wargames,1983,85146,7.1,12.0,79.6,4,3,114,1.0040160642570282,12.048192771084338
1741,tt0087277,footloose,1984,64728,6.6,8.2,80.0,4,3,110,0.9624639076034648,7.8922040423484106
1743,tt0071455,earthquake,1974,12867,5.9,7.0,79.7,10,4,121,2.028397565922921,14.198782961460447
1744,tt1567432,teen wolf,1985,118092,7.6,1.2,80.0,6,5,92,0.9293680297397771,1.1152416356877324
1747,tt0119303,home alone 3,1997,97555,4.4,32.0,79.1,2,2,102,0.6230529595015576,19.937694704049843
1748,tt1148204,orphan,2009,180599,6.9,20.0,78.8,5,4,123,0.4661200632058805,9.32240126411761
1749,tt0098554,uncle buck,1989,78242,7.0,15.0,79.2,2,1,99,0.8064516129032259,12.096774193548388
1750,tt0083511,48 hrs.,1982,64573,6.9,12.0,78.9,3,4,96,1.0362694300518136,12.435233160621763
1751,tt0095705,the naked gun: from the files of police squad!,1988,139794,7.6,12.0,78.8,1,2,85,0.8453085376162299,10.14370245139476
1754,tt1355630,if i stay,2014,110110,6.7,11.0,78.9,6,3,106,0.422411462557448,4.646526088131928
1755,tt4925292,lady bird,2017,191152,7.4,10.0,79.0,8,2,94,0.40796344647519583,4.079634464751958
1756,tt7784604,hereditary,2018,183729,7.3,10.0,79.3,5,3,127,0.3982366082984544,3.9823660829845444
1757,tt3707106,by the sea,2015,16766,5.3,10.0,3.3,2,2,122,0.42191066463587,4.2191066463587
1758,tt4034228,manchester by the sea,2016,220198,7.8,9.0,79.0,4,1,137,0.4166545142433346,3.7498906281900113
1759,tt0057076,from russia with love,1963,108749,7.4,2.0,79.0,6,4,115,3.2679738562091503,6.5359477124183005
1760,tt0116209,the english patient,1996,168715,7.4,31.0,232.0,8,3,162,0.6373486297004461,19.75780752071383
1761,tt0094889,cocktail,1988,75227,5.9,20.0,171.5,3,3,103,0.8453085376162299,16.9061707523246
1762,tt0277434,we were soldiers,2002,123660,7.1,75.0,114.7,7,3,138,0.555864369093941,41.689827682045575
1763,tt0790736,r.i.p.d.,2013,112286,5.6,154.0,78.3,6,4,96,0.42926376970857283,66.10662053512021
1764,tt0245562,windtalkers,2002,63189,6.1,115.0,77.6,6,3,134,0.555864369093941,63.92440244580322
1765,tt0284490,showtime,2002,58414,5.5,85.0,77.7,4,3,95,0.555864369093941,47.24847137298499
1766,tt0340163,hostage,2005,103422,6.6,75.0,77.9,6,4,113,0.5120327700972862,38.40245775729647
1767,tt1034331,righteous kill,2008,81302,6.0,60.0,78.4,10,3,100,0.4644617120987632,27.867702725925792
1768,tt0822847,priest,2011,110176,5.7,60.0,78.3,5,3,87,0.44456497094767916,26.67389825686075
1769,tt4302938,kubo and the two strings,2016,109365,7.8,60.0,77.5,8,4,102,0.4166545142433346,24.999270854600077
1770,tt0120780,out of sight,1998,80921,7.0,48.0,77.7,7,3,123,0.6134969325153374,29.447852760736197
1771,tt0481369,the number 23,2007,186900,6.4,30.0,77.6,4,3,98,0.482392667631452,14.47178002894356
1774,tt0436697,the queen,2006,99129,7.3,9.8,77.9,7,3,103,0.49603174603174605,4.861111111111112
1775,tt0077696,hooper,1978,5493,6.3,6.0,78.0,5,2,99,1.5337423312883436,9.202453987730062
1776,tt0088247,the terminator,1984,754202,8.0,6.4,78.3,4,2,107,0.9624639076034648,6.159769008662175
1777,tt0328107,man on fire,2004,313360,7.7,70.0,130.3,8,4,146,0.5293806246691372,37.0566437268396
1778,tt0141926,u-571,2000,73375,6.6,62.0,127.0,9,2,116,0.5807200929152149,36.00464576074332
1779,tt0382992,stealth,2005,50000,5.1,135.0,76.9,6,3,121,0.5120327700972862,69.12442396313364
1780,tt0113845,money train,1995,37037,5.7,68.0,77.2,5,3,110,0.6561679790026247,44.61942257217848
1781,tt0335245,the ladykillers,2004,95184,6.2,35.0,76.7,10,3,104,0.5293806246691372,18.5283218634198
1782,tt2823054,mike and dave need wedding dates,2016,77410,6.0,35.0,77.1,5,2,98,0.4166545142433346,14.582907998516712
1783,tt0113041,father of the bride part ii,1995,32145,6.0,30.0,76.6,6,2,106,0.6561679790026247,19.68503937007874
1784,tt0114496,something to talk about,1995,12096,5.7,30.0,77.3,5,3,105,0.6561679790026247,19.68503937007874
1785,tt0327137,secondhand lions,2003,49129,7.5,30.0,77.0,5,2,111,0.5434782608695652,16.304347826086957
1786,tt0393162,coach carter,2005,115621,7.3,30.0,76.7,5,2,136,0.5120327700972862,15.360983102918587
1787,tt1601913,the grey,2011,230870,6.8,25.0,77.3,7,3,117,0.44456497094767916,11.11412427369198
1788,tt0090056,spies like us,1985,41567,6.4,22.0,77.3,8,2,102,0.9293680297397771,20.446096654275095
1789,tt0091605,the name of the rose,1986,96188,7.7,17.5,77.15,8,4,126,0.9124087591240877,15.967153284671534
1790,tt0093756,police academy 4: citizens on patrol,1987,37744,5.0,17.0,76.8,13,2,88,0.8802816901408451,14.964788732394368
1791,tt0303714,barbershop,2002,28262,6.3,12.0,77.0,9,2,102,0.555864369093941,6.670372429127292
1792,tt0063385,oliver!,1968,32066,7.4,10.0,77.4,6,2,153,2.873563218390805,28.73563218390805
1793,tt0492044,the haunting in connecticut,2009,57292,5.9,10.0,77.0,5,3,102,0.4661200632058805,4.661200632058805
1794,tt0079588,the muppet movie,1979,30329,7.6,8.0,76.7,7,3,97,1.3774104683195594,11.019283746556475
1795,tt0286499,bend it like beckham,2002,99970,6.6,6.0,76.6,8,3,112,0.555864369093941,3.335186214563646
1796,tt0138749,the road to el dorado,2000,77346,6.9,95.0,76.4,5,4,89,0.5807200929152149,55.16840882694541
1797,tt0435705,next,2007,142423,6.2,70.0,76.1,6,3,96,0.482392667631452,33.76748673420164
1798,tt0285531,dreamcatcher,2003,85580,5.5,68.0,75.7,6,3,134,0.5434782608695652,36.95652173913043
1799,tt1488555,the change-up,2011,157816,6.3,52.0,75.5,2,2,112,0.44456497094767916,23.117378489279318
1800,tt0035423,kate & leopold,2001,75070,6.4,48.0,76.0,7,3,123,0.564652738565782,27.103331451157537
1801,tt0117918,tin cup,1996,43688,6.3,45.0,75.85,4,3,135,0.6373486297004461,28.680688336520078
1802,tt0452608,death race,2008,190609,6.4,45.0,75.7,4,3,111,0.4644617120987632,20.900777044444343
1803,tt4218572,widows,2018,72776,6.9,42.0,76.0,11,3,130,0.3982366082984544,16.725937548535086
1804,tt0472399,the mechanic,1972,143812,6.6,40.0,76.3,8,2,93,2.3923444976076556,95.69377990430623
1805,tt0104437,"honey, i blew up the kid",1992,38703,4.8,40.0,76.0,5,3,89,0.7127583749109052,28.510334996436207
1807,tt0389722,30 days of night,2007,157993,6.6,30.0,75.5,5,3,113,0.482392667631452,14.47178002894356
1808,tt0469494,there will be blood,2007,475282,8.1,25.0,76.2,5,2,158,0.482392667631452,12.0598166907863
1809,tt0307987,bad santa,2003,128303,7.0,23.0,76.5,7,3,91,0.5434782608695652,12.5
1810,tt0107688,the nightmare before christmas,1993,275558,8.0,18.0,76.2,8,3,76,0.6920415224913494,12.45674740484429
1811,tt1139668,the unborn,2009,47850,4.8,16.0,76.5,8,3,87,0.4661200632058805,7.457921011294088
1812,tt0475276,united 93,2006,94238,7.5,15.0,76.3,8,3,110,0.49603174603174605,7.440476190476191
1813,tt1196141,diary of a wimpy kid,2010,39643,6.2,15.0,75.7,4,4,92,0.4585977913930367,6.8789668708955505
1814,tt1124035,the ides of march,2011,209348,7.1,12.5,76.0,7,3,101,0.44456497094767916,5.55706213684599
1815,tt0104691,the last of the mohicans,1992,139658,7.7,40.0,75.5,3,5,112,0.7127583749109052,28.510334996436207
1816,tt0156934,random hearts,1999,18993,5.2,64.0,74.6,7,3,133,0.6002400960384154,38.41536614645859
1817,tt2554274,crimson peak,2015,121934,6.5,55.0,74.7,5,4,119,0.42191066463587,23.20508655497285
1818,tt0116409,the ghost and the darkness,1996,53650,6.8,45.0,75.02,2,4,110,0.6373486297004461,28.680688336520078
1820,tt6663582,the spy who dumped me,2018,57503,6.0,40.0,75.3,5,5,117,0.3982366082984544,15.929464331938178
1821,tt0120681,from hell,2001,141445,6.8,35.0,75.0,6,4,122,0.564652738565782,19.76284584980237
1822,tt0245844,the count of monte cristo,2002,122604,7.8,35.0,75.4,6,4,131,0.555864369093941,19.455252918287936
1823,tt0959337,revolutionary road,2008,181855,7.3,35.0,75.2,6,2,119,0.4644617120987632,16.25615992345671
1824,tt0027844,the road(i) ,2009,50,6.2,25.0,27.6,5,2,111,0.4661200632058805,11.653001580147013
1826,tt0119396,jackie brown,1997,295188,7.5,12.0,74.7,6,3,154,0.6230529595015576,7.476635514018691
1828,tt0078721,10,1979,14213,6.1,7.0,74.8,4,2,122,1.3774104683195594,9.641873278236915
1829,tt1322269,august: osage county,2013,80548,7.2,37.0,74.2,12,2,120,0.42926376970857283,15.882759479217194
1831,tt0298814,the core,2003,87573,5.5,85.0,74.0,8,4,135,0.5434782608695652,46.19565217391304
1832,tt0414055,elizabeth: the golden age,2007,63273,6.8,55.0,74.2,8,2,114,0.482392667631452,26.53159671972986
1833,tt0174856,the hurricane,1999,87572,7.6,50.0,74.0,9,2,146,0.6002400960384154,30.01200480192077
1834,tt0086041,oliver & company,1988,38,7.6,31.0,74.2,9,3,74,0.8453085376162299,26.204564666103128
1835,tt0107076,hard target,1993,41754,6.2,19.5,74.2,4,3,97,0.6920415224913494,13.494809688581313
1836,tt0094721,beetlejuice,1988,241355,7.5,15.0,74.2,6,3,92,0.8453085376162299,12.679628064243449
1837,tt0452637,lady in the water,2006,91985,5.5,70.0,72.8,8,5,109,0.49603174603174605,34.72222222222222
1838,tt1648179,here comes the boom,2012,82734,6.4,42.0,73.1,7,2,105,0.4355514516929884,18.293160971105515
1839,tt0058385,my fair lady,1964,81474,7.8,17.0,72.7,5,3,170,3.2258064516129035,54.83870967741936
1840,tt0242423,"dude, where's my car?",2000,130257,5.5,13.0,73.2,5,3,84,0.5807200929152149,7.549361207897793
1841,tt0373926,the interpreter,2005,94062,6.4,80.0,162.9,3,4,128,0.5120327700972862,40.96262160778289
1842,tt3682448,bridge of spies,2015,268733,7.6,40.0,165.5,4,4,141,0.42191066463587,16.8764265854348
1843,tt0443274,vantage point,2008,140546,6.6,40.0,151.2,7,5,90,0.4644617120987632,18.578468483950527
1844,tt0120889,what dreams may come,1998,97496,7.0,90.0,71.5,4,3,113,0.6134969325153374,55.21472392638037
1845,tt1201167,funny people,2009,110503,6.3,75.0,71.6,6,2,146,0.4661200632058805,34.95900474044104
1846,tt0364970,babylon a.d.,2008,90947,5.6,70.0,72.1,1,4,101,0.4644617120987632,32.51231984691342
1847,tt2199571,run all night,2015,95987,6.6,61.6,71.7,6,3,114,0.42191066463587,25.989696941569594
1848,tt0120768,the negotiator,1998,123959,7.3,50.0,71.8,6,4,140,0.6134969325153374,30.67484662576687
1849,tt1583420,larry crowne,2011,60051,6.1,30.0,72.0,8,3,99,0.44456497094767916,13.336949128430375
1850,tt0190590,"o brother, where art thou?",2000,269389,7.7,26.0,72.0,7,5,107,0.5807200929152149,15.098722415795587
1851,tt0338013,eternal sunshine of the spotless mind,2004,844364,8.3,20.0,72.3,6,4,108,0.5293806246691372,10.587612493382743
1852,tt2126357,second act,2018,17537,5.8,16.0,72.3,5,3,104,0.3982366082984544,6.371785732775271
1853,tt0146336,urban legend,1998,56596,5.6,14.0,72.5,8,4,100,0.6134969325153374,8.588957055214724
1854,tt0100419,problem child,1990,26594,5.4,10.0,72.2,4,1,81,0.7651109410864576,7.651109410864576
1855,tt0091877,ruthless people,1986,24381,6.9,9.0,71.6,5,2,93,0.9124087591240877,8.211678832116789
1856,tt0111282,stargate,1994,167989,7.1,55.0,196.6,4,3,121,0.6747638326585695,37.11201079622133
1857,tt0241303,chocolat,2000,170611,7.2,25.0,152.7,8,3,121,0.5807200929152149,14.518002322880372
1858,tt0227445,the score,2001,114948,6.8,68.0,113.0,4,3,124,0.564652738565782,38.396386222473176
1859,tt0329774,xxx: state of the union,2005,64585,4.4,87.0,71.1,5,3,101,0.5120327700972862,44.5468509984639
1860,tt1418377,"i, frankenstein",2014,76033,5.1,65.0,71.2,7,4,92,0.422411462557448,27.45674506623412
1862,tt0122718,small soldiers,1998,87412,6.2,40.0,71.1,8,4,108,0.6134969325153374,24.539877300613497
1864,tt0426592,superhero movie,2008,60908,4.5,35.0,71.2,11,3,86,0.4644617120987632,16.25615992345671
1865,tt1413492,12 strong,2018,54554,6.6,35.0,71.1,4,3,129,0.3982366082984544,13.938281290445905
1866,tt0097958,national lampoon's christmas vacation,1989,137586,7.6,25.0,71.3,3,1,97,0.8064516129032259,20.161290322580648
1867,tt0366174,anacondas: the hunt for the blood orchid,2004,27062,4.6,25.0,71.0,8,3,97,0.5293806246691372,13.234515616728428
1868,tt5866066,the counselor,2013,36,7.2,25.0,71.0,5,3,117,0.42926376970857283,10.731594242714321
1869,tt0265666,the royal tenenbaums,2001,250966,7.6,21.0,71.4,8,2,109,0.564652738565782,11.857707509881422
1871,tt0311289,holes,2003,71632,7.0,20.0,71.4,9,3,117,0.5434782608695652,10.869565217391305
1872,tt0080377,any which way you can,1980,16267,6.1,15.0,70.7,6,2,116,1.2135922330097086,18.20388349514563
1873,tt0107048,groundhog day,1993,551397,8.0,14.6,70.9,3,3,101,0.6920415224913494,10.103806228373701
1876,tt0074119,all the president's men,1976,94501,8.0,1.5,70.6,6,4,138,1.7574692442882252,2.6362038664323375
1878,tt0266697,kill bill: vol. 1,2003,932133,8.1,30.0,180.9,11,4,111,0.5434782608695652,16.304347826086957
1879,tt0206634,children of men,2006,438317,7.9,76.0,70.0,5,4,109,0.49603174603174605,37.698412698412696
1881,tt1578275,the dilemma,2011,49150,5.3,70.0,69.7,6,2,118,0.44456497094767916,31.119547966337542
1882,tt0381849,3:10 to yuma,2007,274864,7.7,55.0,70.0,9,4,122,0.482392667631452,26.53159671972986
1883,tt0476964,the brave one,2007,56451,6.7,40.0,69.8,3,5,122,0.482392667631452,19.29570670525808
1884,tt0490084,because i said so,2007,36143,5.7,39.0,69.5,7,2,102,0.482392667631452,18.81331403762663
1885,tt0107050,grumpy old men,1993,40517,7.0,35.1,70.2,6,3,104,0.6920415224913494,24.290657439446367
1888,tt0852713,the house bunny,2008,75562,5.5,25.0,70.4,3,2,97,0.4644617120987632,11.61154280246908
1889,tt0083642,the best little whorehouse in texas,1982,9249,5.9,20.5,69.7,5,2,114,1.0362694300518136,21.24352331606218
1890,tt0364751,without a paddle,2004,42494,5.9,19.0,70.0,10,3,99,0.5293806246691372,10.058231868713605
1891,tt0056172,lawrence of arabia,1962,249672,8.3,15.0,70.0,9,5,222,3.3112582781456954,49.66887417218543
1892,tt0081375,private benjamin,1980,22001,6.2,15.0,69.85,9,1,109,1.2135922330097086,18.20388349514563
1893,tt0088161,splash,1984,64781,6.2,11.0,69.8,4,3,111,0.9624639076034648,10.587102983638113
1894,tt0087957,purple rain,1984,17995,6.6,7.2,70.2,5,2,111,0.9624639076034648,6.9297401347449465
1895,tt0091042,ferris bueller's day off,1986,296308,7.8,5.8,70.1,3,1,103,0.9124087591240877,5.291970802919709
1896,tt0061418,bonnie and clyde,1967,95949,7.8,2.5,70.0,5,3,111,2.9940119760479047,7.4850299401197615
1897,tt0457400,land of the lost,2009,61466,5.3,100.0,68.8,4,3,102,0.4661200632058805,46.61200632058805
1898,tt0120595,babe: pig in the city,1998,30115,5.7,90.0,69.1,3,3,96,0.6134969325153374,55.21472392638037
1899,tt0424774,the adventures of sharkboy and lavagirl 3-d,2005,28559,3.5,50.0,69.4,6,3,89,0.5120327700972862,25.60163850486431
1900,tt4172430,13 hours,2016,107396,7.3,50.0,69.4,3,3,144,0.4166545142433346,20.83272571216673
1901,tt1135084,takers,2010,54447,6.2,32.0,69.1,8,3,107,0.4585977913930367,14.675129324577174
1902,tt1234548,the men who stare at goats,2009,122955,6.2,24.0,69.0,4,2,94,0.4661200632058805,11.186881516941131
1903,tt0455967,john tucker must die,2006,76409,5.7,18.0,68.8,7,2,89,0.49603174603174605,8.928571428571429
1905,tt0090329,witness,1985,80408,7.4,12.0,68.7,6,4,112,0.9293680297397771,11.152416356877325
1906,tt0318649,sahara,2005,88146,6.0,160.0,119.2,7,3,124,0.5120327700972862,81.92524321556579
1908,tt0318155,looney tunes: back in action,2003,30691,5.7,80.0,68.5,6,4,93,0.5434782608695652,43.47826086956522
1909,tt0120791,practical magic,1998,67699,6.3,75.0,68.3,5,4,104,0.6134969325153374,46.012269938650306
