,imdbID,title,year,budget_per_actor,budget_per_time,runtime_per_actor,percent_revenue,total_ratings
141,tt4687108,in the tall grass,2019,,,15.0,,167.057
142,tt7434324,low tide,2019,,,15.0,,4.6665
143,tt9097270,wrinkles the clown,2019,,,75.0,,1.2784
144,tt0097758,little monsters,2019,,,18.8,,64.0927
145,tt1025100,gemini man,2019,13.529411764705884,0.46254399195575674,29.25,25.507246376811587,182.0751
146,tt0101272,the addams family,2019,1.1764705882352944,0.10818120351588914,10.875,693.3333333333334,840.3303000000001
147,tt7984766,the king,2019,,,23.333333333333332,,351.2395
148,tt9354944,jexi,2019,0.4901960784313726,0.02334267040149393,21.0,50.0,25.298
149,tt9243946,el camino: a breaking bad movie,2019,2.3529411764705888,0.019286403085824497,122.0,-99.33333333333333,962.8575
150,tt4777008,maleficent: mistress of evil,2019,8.06100217864924,0.6148222000664675,13.11111111111111,163.7297297297297,195.944
151,tt1560220,zombieland: double tap,2019,2.0915032679738568,0.19013666072489607,11.0,151.24999999999997,240.732
152,tt2584384,jojo rabbit,2019,0.6862745098039217,0.05083514887436457,13.5,80.71428571428571,131.06609999999998
153,tt7984734,the lighthouse,2019,0.7843137254901962,0.014260249554367204,55.0,190.0,114.57320000000001
154,tt5913798,wounds,2019,,,31.333333333333332,,34.0956
155,tt7390646,black and blue,2019,0.7843137254901963,0.04357298474945535,18.0,89.16666666666667,11.0751
156,tt10039344,countdown,2019,0.31862745098039214,0.02832244008714597,11.25,501.53846153846155,19.5102
157,tt6196936,the kill team,2019,,,10.875,,6.4605
159,tt6450804,terminator: dark fate,2019,12.810457516339874,0.6004901960784316,21.333333333333332,32.9591836734694,328.289
160,tt0385887,motherless brooklyn,2019,1.4565826330532214,0.07080610021786493,20.571428571428573,-41.15384615384615,50.4952
161,tt1302006,the irishman,2019,20.784313725490197,0.2983394314663665,69.66666666666667,-95.0943396226415,85.2687
162,tt4648786,harriet,2019,1.666666666666667,0.053333333333333344,31.25,148.82352941176467,24.7975
163,tt4426464,arctic dogs,2019,2.1786492374727673,0.21083702298123555,10.333333333333334,-83.2,1.6145999999999998
164,tt7653254,marriage story,2019,1.0084033613445378,0.05190311418685121,19.428571428571427,-87.77777777777777,128.8855
165,tt5606664,doctor sleep,2019,5.392156862745099,0.14189886480908157,38.0,29.45454545454546,276.55639999999994
166,tt8623904,last christmas,2019,2.4509803921568634,0.0951837045497811,25.75,306.4,95.37
167,tt9134216,playing with fire,2019,1.954248366013072,0.122140522875817,16.0,77.92642140468229,9.098799999999999
168,tt0074899,midway,2019,2.8011204481792724,0.28417163967036096,9.857142857142858,22.099999999999994,111.8328
169,tt4729430,klaus,2019,1.9607843137254908,0.16171417020416418,12.125,,98.03640000000001
170,tt8151874,honey boy,2019,0.34313725490196084,0.014758591608686488,23.25,-17.142857142857146,9.674
171,tt1950186,ford v ferrari,2019,19.13725490196079,0.2518059855521157,76.0,91.59836065573771,162.5555
172,tt0160127,charlie's angels,2019,2.6960784313725497,0.18124897017630587,14.875,4.000000000000005,922.5975
173,tt5563334,the good liar,2019,0.9803921568627452,0.03597769382982551,27.25,180.0,27.7355
174,tt8236336,the report,2019,0.3921568627450981,0.02636348657109903,14.875,-96.5,36.5544
175,tt8652728,waves,2019,,,22.5,,8.5239
176,tt3224458,a beautiful day in the neighborhood,2019,2.4509803921568634,0.0899442345745638,27.25,104.80000000000001,58.6338
177,tt8688634,21 bridges,2019,2.156862745098039,0.130718954248366,16.5,16.36363636363636,34.0098
178,tt0109550,dark waters,2019,,,18.0,,9.913800000000002
179,tt8946378,knives out,2019,1.4260249554367206,0.12066365007541481,11.818181818181818,318.75,11.3628
180,tt3322420,queen & slim,2019,1.1204481792717087,0.05941770647653001,18.857142857142858,73.50000000000001,464.0134
181,tt8404614,the two popes,2019,,,62.5,,5.7827
182,tt4199898,playmobil: the movie,2019,2.614379084967321,0.15844721727074673,16.5,-65.75,3.8042
183,tt6141246,the aeronauts,2019,3.9215686274509816,0.15686274509803927,25.0,-91.99999999999999,13.53
184,tt8745960,daniel isn't real,2019,,,14.285714285714286,,5.262
185,tt7975244,jumanji: the next level,2019,4.31372549019608,0.42085126733620287,10.25,76.06060606060606,129.584
186,tt3513548,richard jewell,2019,3.529411764705883,0.13679890560875516,25.8,-84.44444444444444,19.450200000000002
187,tt0071222,black christmas,2019,0.32679738562091504,0.021312872975277068,15.333333333333334,70.0,212.0328
188,tt8106534,6 underground,2019,7.352941176470589,0.4595588235294118,16.0,,214.7184
189,tt0023825,bombshell,2019,1.5686274509803928,0.11619462599854762,13.5,-98.71875,14.746
190,tt5727208,uncut gems,2019,,,11.25,,52.220699999999994
191,tt1780967,seberg,2019,0.5228758169934641,0.030757400999615537,17.0,,3.7553
192,tt5827916,a hidden life,2019,1.1764705882352942,0.020283975659229212,58.0,-94.77777777777777,11.468399999999999
193,tt0173714,cats,2019,4.139433551198258,0.33868092691622115,12.222222222222221,,28.0665
194,tt5814534,spies in disguise,2019,,,51.0,,1.0725
195,tt0110367,little women,2019,1.3071895424836606,0.1161946259985476,11.25,,330.6681
196,tt8579674,1917,2019,4.901960784313727,0.3295435821387379,14.875,,3.4486
197,tt4916630,just mercy,2019,,,22.666666666666668,,3.2718000000000003
198,tt5577494,clemency,2019,,,16.142857142857142,,1.6874
199,tt7334342,dirty god,2019,,,90.0,,3.9065
200,tt8530978,beats,2019,,,10.0,,20.4416
201,tt7802246,the last tree,2019,,,100.0,,1.449
202,tt7533152,the boy who harnessed the wind,2019,,,113.0,,114.8436
203,tt6198946,the hole in the ground,2019,,,18.0,,56.6466
204,tt0475323,the lodge,2019,,,20.0,,4.6644
205,tt5342950,the wolf hour,2019,,,16.5,,4.0367999999999995
206,tt3297554,animals,2019,,,109.0,,5.2794
207,tt6515910,the kindness of strangers,2019,,,18.666666666666668,,1.1055
208,tt1438173,bait,2019,,,22.25,,79.2428
209,tt3486080,lancaster skies,2019,0.013071895424836603,0.0004001600640256103,32.666666666666664,,4.6704
211,tt7759300,pink wall,2019,,,42.5,,0.9617
212,tt6916348,the warrior queen of jhansi,2019,,,34.666666666666664,,0.7904
213,tt7078658,the day shall come,2019,,,14.666666666666666,,10.8576
214,tt1648186,fisherman's friends,2019,,,16.0,,17.7951
216,tt7303530,roads,2019,,,33.0,,1.3585
219,tt8359816,sorry we missed you,2019,,,25.0,,28.4232
220,tt9204204,little joe,2019,,,13.125,,5.428
221,tt5433114,diego maradona,2019,,,130.0,,29.390900000000002
222,tt8836988,avengement,2019,,,29.333333333333332,,39.5915
224,tt7561364,bittersweet symphony,2019,,,16.0,,0.364
225,tt0180846,monsoon,2019,,,14.166666666666666,,0.9756
226,tt7590074,mrs lowry & son,2019,0.0,0.0,45.5,,0.6552
228,tt7715070,horrible histories: the movie – rotten romans,2019,,,10.222222222222221,,4.4829
229,tt0026529,the informer,2019,,,22.6,,38.4075
230,tt5987402,three seconds,2019,,,22.6,,23.496
232,tt10915286,tell me who i am,2019,,,43.0,,41.7956
235,tt10699362,moffie,2019,,,99.0,,0.5247999999999999
236,tt6439020,the personal history of david copperfield,2019,,,11.9,,1.7051
237,tt0167872,david copperfield,2019,,,11.9,,29.5757
239,tt7587876,hope gap,2019,,,33.333333333333336,,0.5328
240,tt8951692,military wives,2019,,,37.333333333333336,,0.1404
241,tt10121372,roger waters: us + them,2019,,,15.0,,3.888
242,tt0015881,greed,2019,,,13.0,,68.08859999999999
243,tt4193072,how to build a girl,2019,,,20.4,,0.33120000000000005
245,tt7557108,saint maud,2019,,,41.5,,0.14909999999999998
247,tt0269267,ordinary love,2019,,,46.0,,0.12409999999999999
248,tt6017756,radioactive,2019,,,22.0,,0.693
249,tt6193408,a shaun the sheep movie: farmageddon,2019,,,43.5,,11.4878
250,tt0983983,shaun the sheep,2019,,,43.5,,88.5272
251,tt2872750,shaun the sheep movie,2019,,,43.5,,249.1563
252,tt6563576,the queen's corgi,2019,1.5686274509803924,0.0922722029988466,17.0,25.0,14.1846
253,tt8000908,robert the bruce,2019,,,41.333333333333336,,3.5852999999999997
