,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,genre,running_time,inflation_factor,budget_adjusted
0,tt0097626,johnny handsome,1989,8324,6.2,20.0,7.24,7,3,96,0.8064516129032259,16.129032258064516
1,tt0120903,x-men,2000,545484,7.4,75.0,296.3,10,4,104,0.5807200929152149,43.55400696864112
2,tt0077975,national lampoon's animal house,1978,106817,7.5,3.0,141.6,6,1,109,1.5337423312883436,4.601226993865031
3,tt1649419,the impossible,2012,182949,7.6,45.0,198.1,3,3,113,0.4355514516929884,19.59981532618448
4,tt1099212,twilight,1998,401686,5.2,385.0,3346.0,18,3,607,0.6134969325153374,236.1963190184049
5,tt0077869,the lord of the rings,1978,28044,6.2,281.0,2919.0,15,3,558,1.5337423312883436,430.9815950920245
6,tt0120338,titanic,1997,983627,7.8,200.0,2187.0,10,4,195,0.6230529595015576,124.6105919003115
7,tt2488496,star wars: episode vii - the force awakens,2015,802470,7.9,306.0,2068.0,13,4,135,0.42191066463587,129.10466337857622
8,tt4154756,avengers: infinity war,2018,725561,8.5,400.0,2048.0,19,5,149,0.3982366082984544,159.29464331938178
9,tt0119654,men in black,1997,488855,7.3,90.0,589.4,5,4,98,0.6230529595015576,56.07476635514018
10,tt0369610,jurassic world,2015,551466,7.0,150.0,1672.0,8,3,124,0.42191066463587,63.286599695380495
11,tt0848228,the avengers,1998,1208826,8.0,60.0,48.6,4,4,89,0.6134969325153374,36.809815950920246
12,tt2820852,furious 7,2015,342382,7.2,190.0,1516.0,10,3,137,0.42191066463587,80.1630262808153
13,tt2395427,avengers: age of ultron,2015,688839,7.3,495.2,1403.0,17,4,141,0.42191066463587,208.9301611276828
14,tt1825683,black panther,2018,551088,7.3,200.0,1347.0,11,4,134,0.3982366082984544,79.64732165969089
15,tt2527336,star wars: episode viii - the last jedi,2017,487996,7.1,317.0,1333.0,15,4,152,0.40796344647519583,129.32441253263707
16,tt4881806,jurassic world: fallen kingdom,2018,234437,6.2,187.0,1309.0,7,3,128,0.3982366082984544,74.47024575181098
17,tt2294629,frozen,2013,535203,7.5,150.0,1276.0,5,5,102,0.4292637697085728,64.38956545628592
18,tt0101414,beauty and the beast,1962,398274,8.0,255.0,1264.0,11,3,129,3.3112582781456954,844.3708609271523
19,tt3606756,incredibles 2,2018,220721,7.7,200.0,1243.0,5,4,118,0.3982366082984544,79.64732165969089
20,tt4630562,the fate of the furious,2017,188876,6.7,250.0,1236.0,11,3,136,0.40796344647519583,101.99086161879896
21,tt1300854,iron man 3,2013,713364,7.2,200.0,1215.0,9,4,131,0.4292637697085728,85.85275394171457
22,tt2293640,minions,2015,199532,6.4,74.0,1159.0,6,3,91,0.42191066463587,31.22138918305438
23,tt3498820,captain america: civil war,2016,610916,7.8,250.0,1153.0,16,5,147,0.4166545142433346,104.16362856083366
24,tt1477834,aquaman,2018,313995,7.0,200.0,1148.0,7,4,143,0.3982366082984544,79.64732165969089
25,tt1399103,transformers: dark of the moon,2011,371748,6.2,195.0,1124.0,10,3,154,0.4445649709476792,86.69016933479745
26,tt0167260,the lord of the rings: the return of the king,2003,1533400,8.9,94.0,1120.0,19,4,200,0.5434782608695652,51.08695652173913
27,tt1074638,skyfall,2012,601979,7.7,200.0,1109.0,8,4,143,0.4355514516929884,87.11029033859768
28,tt2109248,transformers: age of extinction,2014,287629,5.6,210.0,1104.0,2,3,165,0.422411462557448,88.70640713706408
29,tt1345836,the dark knight rises,2012,1424604,8.4,300.0,1084.0,8,4,165,0.4355514516929884,130.66543550789652
30,tt0435761,toy story 3,2010,707238,8.3,200.0,1067.0,13,3,103,0.4585977913930367,91.71955827860735
31,tt0383574,pirates of the caribbean: dead man's chest,2006,624533,7.3,225.0,1066.0,8,3,151,0.4960317460317461,111.60714285714286
32,tt3748528,rogue one: a star wars story,2016,497915,7.8,265.0,1056.0,8,4,133,0.4166545142433346,110.41344627448368
33,tt0103639,aladdin,1992,339486,8.0,183.0,1051.0,7,4,128,0.7127583749109052,130.43478260869566
34,tt1298650,pirates of the caribbean: on stranger tides,2011,457040,6.6,410.6,1046.0,5,3,137,0.4445649709476792,182.53837707111708
35,tt3469046,despicable me 3,2017,99642,6.3,80.0,1035.0,8,3,90,0.40796344647519583,32.637075718015666
36,tt2277860,finding dory,2016,221139,7.3,200.0,1029.0,8,3,97,0.4166545142433346,83.33090284866692
37,tt0120915,star wars: episode i - the phantom menace,1999,671698,6.5,115.0,1027.0,9,4,133,0.6002400960384154,69.02761104441778
38,tt0099012,alice,1990,12601,6.6,12.0,7.33,8,3,106,0.7651109410864576,9.181331293037491
39,tt0335563,wonderland,2003,20577,6.6,150.0,1025.0,10,5,108,0.5434782608695652,81.52173913043478
40,tt1014759,alice in wonderland,2010,364904,6.4,150.0,1025.0,10,2,108,0.4585977913930367,68.7896687089555
41,tt2948356,zootopia,2016,398097,8.0,150.0,1024.0,12,3,108,0.4166545142433346,62.49817713650019
42,tt0903624,the hobbit: an unexpected journey,2012,729705,7.8,315.0,1021.0,11,3,169,0.4355514516929884,137.19870728329136
43,tt0468569,the dark knight,2008,2141768,9.0,185.0,1005.0,7,4,152,0.4644617120987632,85.9254167382712
