,imdbID,budget,cast_size,gross,imdb_rating,n_votes,runtime,title,year
0,tt0097626,20.0,7,7.237794,6.2,8362,96.0,Johnny Handsome,1989
1,tt0092997,22.0,3,1130784.490307,6.7,5709,104.0,Extreme Prejudice,1987
2,tt0076759,1308.0,4,9323.0,8.6,1149700,121.0,Star Wars: Episode IV - A New Hope,1977
3,tt0120903,1670.0,4,6020.0,7.4,546738,104.0,X-Men,2000
4,tt1661099,35.0,6,48.2,5.5,6612,202.0,X,2011
5,tt0077975,113.0,5,299.743059,7.5,106701,109.0,National Lampoon's Animal House,1978
6,tt0091757,1274.0,6,4560.0,6.1,7395,726.0,Pirates,1986
7,tt0117060,828.0,1,3570.0,7.1,366392,769.0,Mission: Impossible,1996
8,tt1649419,828.0,1,3570.0,7.6,183280,769.0,The Impossible,2012
9,tt4972582,445.0,24,3401.0,7.3,382095,117.0,Split(IX) ,2016
10,tt0119594,385.0,18,3346.0,6.2,9615,607.0,Twilight,1998
11,tt0077869,281.0,15,2919.0,6.2,28058,558.0,The Lord of the Rings,1978
12,tt0120338,200.0,10,2187.0,7.8,982514,195.0,Titanic,1997
13,tt2488496,306.0,13,2068.0,7.9,801733,135.0,Star Wars: Episode VII - The Force Awakens,2015
14,tt7768640,306.0,13,2068.0,6.0,8,135.0,star wars: the force awakens,2015
15,tt4154756,400.0,19,2048.0,8.5,728504,149.0,Avengers: Infinity War,2018
16,tt0119654,555.0,4,1909.0,7.3,488685,407.0,Men in Black,1997
17,tt0369610,150.0,8,1672.0,7.0,550978,124.0,Jurassic World,2015
18,tt0118661,60.0,4,48.6,3.8,39438,89.0,The Avengers,1998
19,tt0848228,220.0,11,1519.0,8.0,1208513,143.0,The Avengers,2012
20,tt2820852,190.0,10,1516.0,7.2,342210,137.0,Furious 7,2015
21,tt2395427,495.0,17,1403.0,7.3,690591,141.0,Avengers: Age of Ultron,2015
22,tt1825683,200.0,11,1347.0,7.3,553315,134.0,Black Panther,2018
23,tt2527336,317.0,15,1333.0,7.1,485466,152.0,Star Wars: Episode VIII - The Last Jedi,2017
24,tt3486354,317.0,15,1333.0,8.3,87,152.0,star wars: the last jedi,2008
25,tt4881806,187.0,7,1309.0,6.2,234117,128.0,Jurassic World: Fallen Kingdom,2018
26,tt1323045,150.0,5,1276.0,6.1,63624,102.0,Frozen(I) ,2010
27,tt2294629,150.0,5,1276.0,7.5,532649,102.0,Frozen(I) ,2013
28,tt2294629,150.0,5,1276.0,7.5,527763,102.0,frozen,2013
29,tt0055781,255.0,11,1264.0,4.6,222,129.0,Beauty and the Beast,1962
30,tt0101414,255.0,11,1264.0,8.0,398765,129.0,Beauty and the Beast,1991
31,tt2771200,255.0,11,1264.0,7.2,249086,129.0,Beauty and the Beast,2017
32,tt3606756,200.0,5,1243.0,7.7,220096,118.0,Incredibles 2,2018
33,tt4630562,250.0,11,1236.0,6.7,188697,136.0,The Fate of the Furious,2017
34,tt0077524,288.0,4,1233.0,5.8,1781,89.0,The Evil,1978
35,tt0120804,33.0,6,103.0,6.7,235779,100.0,Resident Evil,2002
36,tt0338309,288.0,4,1233.0,7.8,34131,113.0,Evil,2003
37,tt1300854,140.0,5,585.2,7.2,712895,126.0,Iron Man Three,2013
38,tt1300854,200.0,9,1215.0,7.2,710178,131.0,iron man 3,2013
39,tt2293640,74.0,6,1159.0,6.4,199296,91.0,Minions,2015
40,tt3498820,250.0,16,1153.0,7.8,610568,147.0,Captain America: Civil War,2016
41,tt1477834,200.0,7,1148.0,7.0,313590,143.0,Aquaman,2018
42,tt0097332,160.0,10,1132.0,5.5,1864,129.0,Far from Home,1989
43,tt1399103,195.0,10,1124.0,6.2,371487,154.0,Transformers: Dark of the Moon,2011
44,tt0167260,94.0,19,1120.0,8.9,1536487,200.0,The Lord of the Rings: The Return of the King,2003
45,tt1074638,200.0,8,1109.0,7.7,601095,143.0,Skyfall,2012
46,tt2109248,210.0,2,1104.0,5.6,287995,165.0,Transformers: Age of Extinction,2014
47,tt1345836,300.0,8,1084.0,8.4,1424046,165.0,The Dark Knight Rises,2012
48,tt0435761,200.0,13,1067.0,8.3,708811,103.0,Toy Story 3,2010
49,tt0383574,225.0,8,1066.0,7.3,624190,151.0,Pirates of the Caribbean: Dead Man's Chest,2006
50,tt3748528,265.0,8,1056.0,7.8,496495,133.0,Rogue One: A Star Wars Story,2016
51,tt0103639,183.0,7,1051.0,8.0,339227,128.0,Aladdin,1992
52,tt1298650,410.6,5,1046.0,6.6,456618,137.0,Pirates of the Caribbean: On Stranger Tides,2011
53,tt3469046,80.0,8,1035.0,6.3,99362,90.0,Despicable Me 3,2017
54,tt2277860,200.0,8,1029.0,7.3,220912,97.0,Finding Dory,2016
55,tt0107290,63.0,11,1029.0,8.1,804129,126.0,Jurassic Park,1993
56,tt0120915,115.0,9,1027.0,6.5,671183,133.0,Star Wars: Episode I - The Phantom Menace,1999
57,tt0120915,115.0,9,1027.0,6.5,671698,133.0,star wars: episode i  the phantom menace,1999
58,tt0099012,150.0,10,1025.0,6.6,12585,108.0,Alice,1990
59,tt0335563,150.0,10,1025.0,6.6,20597,108.0,Wonderland,2003
60,tt1014759,150.0,10,1025.0,6.4,365431,108.0,Alice in Wonderland(I) ,2010
61,tt1014759,150.0,10,1025.0,6.4,364904,108.0,alice in wonderland,2010
62,tt2948356,150.0,12,1024.0,8.0,397208,108.0,Zootopia,2016
63,tt0903624,315.0,11,1021.0,7.8,729116,169.0,The Hobbit: An Unexpected Journey,2012
64,tt0468569,185.0,7,1005.0,9.0,2138907,152.0,The Dark Knight,2008
65,tt0252866,145.0,4,1000.0,6.4,229102,788.0,American Pie 2,2001
66,tt0241527,125.0,12,975.1,7.6,585944,152.0,Harry Potter and the Sorcerer's Stone,2001
67,tt1690953,76.0,6,970.8,7.3,351678,98.0,Despicable Me 2,2013
68,tt0056186,45.0,3,968.0,6.3,502,96.0,The Lion,1962
69,tt0110357,45.0,14,968.5,8.5,873878,88.0,The Lion King,1994
70,tt0061852,177.0,8,966.6,7.6,155093,106.0,The Jungle Book,1967
71,tt0110213,177.0,8,966.6,6.0,15517,106.0,The Jungle Book,1994
72,tt3040964,177.0,8,966.6,7.4,246380,106.0,The Jungle Book,2016
73,tt0449088,300.0,11,963.0,7.1,567036,168.0,Pirates of the Caribbean: At World's End,2007
74,tt2283362,150.0,6,962.1,6.9,261703,119.0,Jumanji: Welcome to the Jungle,2017
75,tt0926084,250.0,17,960.4,7.7,437405,146.0,harry potter and the deathly hallows  part 1,2010
76,tt0926084,250.0,17,960.4,7.7,438475,146.0,Harry Potter and the Deathly Hallows: Part 1,2010
77,tt1201607,250.0,17,960.4,8.1,709664,146.0,Harry Potter and the Deathly Hallows: Part 2,2011
78,tt1201607,250.0,17,960.4,8.1,708269,146.0,harry potter and the deathly hallows  part 2,2011
79,tt1170358,260.0,11,958.0,7.8,574788,161.0,The Hobbit: The Desolation of Smaug,2013
80,tt2310332,300.0,14,956.0,7.4,447962,144.0,The Hobbit: The Battle of the Five Armies,2014
81,tt0373889,150.0,19,940.0,7.5,467373,138.0,Harry Potter and the Order of the Phoenix,2007
82,tt0417741,250.0,13,934.0,7.6,431683,153.0,Harry Potter and the Half-Blood Prince,2009
83,tt0167261,94.0,18,926.0,8.7,1389811,179.0,The Lord of the Rings: The Two Towers,2002
84,tt0298148,150.0,8,919.8,7.2,393044,92.0,Shrek 2,2004
85,tt1727824,55.0,9,904.0,8.0,394753,134.0,Bohemian Rhapsody,2018
86,tt0330373,150.0,13,897.1,7.7,502787,157.0,Harry Potter and the Goblet of Fire,2005
87,tt0306047,19.0,11,278.0,5.5,130885,88.0,Scary Movie 3,2003
88,tt2379713,300.0,9,880.7,6.8,360032,148.0,Spectre(I) ,2015
89,tt2379713,300.0,9,880.7,6.8,360260,148.0,spectre,2015
90,tt2250912,175.0,8,880.2,7.4,462045,133.0,Spider-Man: Homecoming,2017
91,tt0295297,100.0,14,879.2,7.4,507431,161.0,Harry Potter and the Chamber of Secrets,2002
92,tt1667889,95.0,7,877.0,6.6,180112,88.0,Ice Age: Continental Drift,2012
93,tt2975590,300.0,9,874.0,6.5,590957,151.0,Batman v Superman: Dawn of Justice,2016
94,tt0120737,93.0,15,871.5,8.8,1551743,178.0,The Lord of the Rings: The Fellowship of the Ring,2001
95,tt0266543,94.0,4,867.8,8.1,891454,100.0,Finding Nemo,2003
96,tt1951264,140.0,10,865.0,7.5,585103,146.0,The Hunger Games: Catching Fire,2013
97,tt3896198,200.0,13,863.8,7.6,512875,137.0,Guardians of the Galaxy Vol. 2,2017
98,tt2096673,175.0,9,857.6,8.2,557721,94.0,Inside Out(I) ,2015
99,tt2096673,175.0,9,857.6,8.2,555126,94.0,inside out,2015
100,tt0084854,116.0,5,856.0,5.8,2263,112.0,Venom,1981
101,tt1270797,116.0,5,856.0,6.7,313965,112.0,Venom,2018
102,tt3501632,180.0,9,854.0,7.9,520635,130.0,Thor: Ragnarok,2017
103,tt0121766,113.0,10,849.0,7.5,657162,140.0,Star Wars: Episode III - Revenge of the Sith,2005
104,tt1055369,200.0,5,836.3,6.0,370376,150.0,Transformers: Revenge of the Fallen,2009
105,tt1324999,136.0,12,830.0,4.9,212363,115.0,The Twilight Saga: Breaking Dawn - Part 1,2011
106,tt0234215,127.0,6,739.4,7.2,488770,138.0,The Matrix Reloaded,2003
107,tt1375666,160.0,9,828.3,8.8,1896880,148.0,Inception,2010
108,tt0055572,150.0,7,822.0,7.5,13717,141.0,A Woman Is a Woman,1961
109,tt0451279,150.0,7,822.0,7.4,508386,141.0,Wonder Woman,2017
110,tt2543472,150.0,7,821.8,8.0,119515,141.0,Wonder(I) ,2017
111,tt0085724,75.0,10,817.0,6.4,426,145.0,Independence Day,1983
112,tt0116629,75.0,10,817.0,7.0,504603,145.0,Independence Day,1996
113,tt3183660,200.0,9,814.0,7.3,378605,133.0,Fantastic Beasts and Where to Find Them,2016
114,tt0413267,160.0,9,799.0,6.0,262976,92.0,Shrek the Third,2007
115,tt0304141,130.0,14,796.9,7.9,504115,142.0,Harry Potter and the Prisoner of Azkaban,2004
116,tt1790809,320.0,6,794.9,6.6,238487,129.0,Pirates of the Caribbean: Dead Men Tell No Tales,2017
117,tt0083866,10.0,3,793.0,7.8,345774,114.0,E.T. the Extra-Terrestrial,1982
118,tt4912910,178.0,9,791.1,7.8,253033,147.0,Mission: Impossible - Fallout,2018
119,tt1905041,260.0,11,789.0,7.1,353033,130.0,Furious 6,2013
120,tt0367882,185.0,7,786.6,6.1,401670,122.0,Indiana Jones and the Kingdom of the Crystal Skull,2008
121,tt5463162,110.0,8,785.0,7.7,426266,119.0,Deadpool 2,2018
122,tt1431045,58.0,6,782.6,8.0,847503,108.0,Deadpool,2016
123,tt0076759,1308.0,5,9323.0,8.6,1150440,121.0,star wars,1977
124,tt0406816,232.3,12,772.8,6.9,84243,122.0,The Guardian(I) ,2006
125,tt2015381,232.3,12,772.8,8.0,983135,122.0,Guardians of the Galaxy,2014
126,tt0499549,237.0,5,2790.0,7.8,1068329,161.0,Avatar,2009
127,tt1587310,263.0,7,758.0,7.0,320385,97.0,Maleficent,2014
128,tt0948470,230.0,6,758.0,6.9,535856,136.0,The Amazing Spider-Man,2012
129,tt0382625,125.0,7,758.2,6.6,379682,149.0,The Da Vinci Code,2006
130,tt1951265,140.0,10,755.0,6.6,388242,123.0,The Hunger Games: Mockingjay - Part 1,2014
131,tt0892791,165.0,7,752.6,6.3,172361,93.0,Shrek Forever After,2010
132,tt2788710,150.0,4,930.0,6.5,291377,103.0,The Interview(II) ,2014
133,tt4443658,150.0,4,930.0,6.5,23941,103.0,Better Watch Out(II) ,2016
134,tt1877832,220.0,10,747.9,8.0,633241,131.0,X-Men: Days of Future Past,2014
135,tt1386697,175.0,11,747.0,6.0,555168,123.0,Suicide Squad,2016
136,tt1277953,145.0,12,747.0,6.8,151596,93.0,Madagascar 3: Europe's Most Wanted,2012
137,tt0363771,180.0,8,745.0,6.9,346730,145.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
138,tt1453405,200.0,10,744.2,7.3,300587,104.0,Monsters University,2013
139,tt0086960,85.0,6,735.5,7.3,152194,312.0,Beverly Hills Cop,1984
140,tt1454468,130.0,2,723.0,7.7,726850,91.0,Gravity,2013
141,tt0120157,177.0,10,714.4,6.0,49759,136.0,Soldier(I) ,1998
142,tt1843866,177.0,10,714.0,7.7,689128,136.0,Captain America: The Winter Soldier,2014
143,tt2103281,235.0,6,710.6,7.6,396444,130.0,Dawn of the Planet of the Apes,2014
144,tt0418279,150.0,8,709.7,7.0,576755,143.0,Transformers,2007
145,tt1259571,50.0,14,710.0,4.7,253007,130.0,The Twilight Saga: New Moon,2009
146,tt0316654,293.0,9,709.0,7.3,513145,142.0,Spider-Man 2,2004
147,tt1872181,293.0,9,709.0,6.6,397242,142.0,The Amazing Spider-Man 2,2014
148,tt0061826,35.0,2,700.4,5.6,927,135.0,It!,1967
149,tt1325004,68.0,6,698.0,5.0,215910,123.0,The Twilight Saga: Eclipse,2010
150,tt0087951,12.0,3,26.186631,5.5,4288,96.0,Protocol,1984
151,tt1229238,145.0,4,694.7,7.4,436036,133.0,Mission: Impossible - Ghost Protocol,2011
152,tt0061042,78.0,8,694.0,7.9,2583,142.0,Hunger,1966
153,tt0085701,78.0,8,694.0,6.7,21433,142.0,The Hunger,1983
154,tt0986233,0.625,5,,7.6,62379,97.0,Hunger,2008
155,tt1392170,78.0,8,694.4,7.2,807209,142.0,The Hunger Games,2012
156,tt3521164,175.0,7,690.8,7.6,237259,103.0,Moana(I) ,2016
157,tt3521164,175.0,4,690.8,7.6,236081,107.0,moana,2016
158,tt2381249,150.0,7,682.7,7.4,320499,131.0,Mission: Impossible - Rogue Nation,2015
159,tt0816692,165.0,6,677.5,8.6,1351807,169.0,Interstellar,2014
160,tt1211837,165.0,9,677.7,7.5,543376,115.0,Doctor Strange,2016
161,tt0109830,55.0,5,678.2,8.8,1666391,142.0,Forrest Gump,1994
162,tt0167404,40.0,4,672.8,8.1,862940,107.0,The Sixth Sense,1999
163,tt0120207,258.0,10,668.0,2.8,10421,143.0,Steel,1997
164,tt0770828,258.0,10,668.0,7.1,659744,143.0,Man of Steel,2013
165,tt1302011,150.0,14,665.7,7.2,235769,91.0,Kung Fu Panda 2,2011
166,tt0438097,80.0,5,661.0,6.8,241144,91.0,Ice Age: The Meltdown,2006
167,tt0974015,300.0,11,657.9,6.4,346961,120.0,Justice League,2017
168,tt2245084,165.0,10,657.8,7.8,382861,102.0,Big Hero 6,2014
169,tt4123430,200.0,12,654.0,6.6,186697,134.0,Fantastic Beasts: The Crimes of Grindelwald,2018
170,tt1951266,160.0,10,653.0,6.5,261580,137.0,The Hunger Games: Mockingjay - Part 2,2015
171,tt0121765,115.0,10,649.0,6.6,590748,142.0,Star Wars: Episode II - Attack of the Clones,2002
172,tt4776998,115.0,10,649.0,5.9,165324,142.0,The Promise(II) ,2016
173,tt0121765,115.0,10,649.0,6.6,587677,142.0,star wars: episode ii  attack of the clones,2002
174,tt1981115,272.0,14,644.8,6.9,558581,112.0,Thor: The Dark World,2013
175,tt3470600,75.0,7,634.2,7.1,121205,110.0,Sing,2016
176,tt0317705,92.0,7,633.0,8.0,619540,115.0,The Incredibles,2004
177,tt0074678,92.0,7,633.0,6.3,130,115.0,the incredible sarah,1976
178,tt0441773,145.0,12,521.2,7.5,392235,95.0,Kung Fu Panda,2008
179,tt3659388,108.0,12,630.2,8.0,703361,141.0,The Martian,2015
180,tt1596343,125.0,8,626.1,7.3,336394,130.0,Fast Five,2011
181,tt1409024,555.0,6,1909.0,6.8,318869,407.0,Men in Black 3,2012
182,tt1228705,200.0,7,623.9,7.0,678411,125.0,Iron Man 2,2010
183,tt0448157,150.0,4,624.4,6.4,421657,92.0,Hancock,2008
184,tt5095030,195.0,14,622.7,7.1,268233,118.0,Ant-Man and the Wasp,2018
185,tt1646971,145.0,11,622.0,7.8,286659,102.0,How to Train Your Dragon 2,2014
186,tt0382932,150.0,9,620.7,8.0,596834,111.0,Ratatouille,2007
187,tt3315342,127.0,6,619.0,8.1,587946,137.0,Logan,2017
188,tt0119567,73.0,4,618.6,6.6,354491,129.0,The Lost World: Jurassic Park,1997
189,tt0795421,52.0,8,616.0,6.4,199683,108.0,Mamma Mia!,2008
190,tt3371366,260.0,4,605.4,5.2,124547,149.0,Transformers: The Last Knight,2017
191,tt0479952,150.0,11,603.9,6.6,190261,89.0,Madagascar: Escape 2 Africa,2008
192,tt0069957,0.0475,3,600.0,4.2,423,61.0,Deep Throat Part II,1974
193,tt0061452,150.0,6,599.0,5.2,25532,144.0,Casino Royale,1967
194,tt0381061,150.0,6,599.0,8.0,548551,144.0,Casino Royale,2006
195,tt0398286,260.0,3,591.8,7.7,377060,100.0,Tangled,2010
196,tt0407304,132.0,5,591.7,6.5,395432,116.0,War of the Worlds,2005
197,tt0481499,175.0,7,587.2,7.2,180617,98.0,The Croods,2013
198,tt1411697,80.0,7,586.8,6.4,441390,101.0,The Hangover Part II,2011
199,tt0830515,200.0,7,586.1,6.6,383622,106.0,Quantum of Solace,2008
200,tt0089469,150.0,3,585.3,6.5,56235,101.0,Legend,1985
201,tt0480249,150.0,3,585.3,7.2,647412,101.0,I Am Legend,2007
202,tt3569230,150.0,3,585.3,6.9,144008,101.0,Legend(I) ,2015
203,tt0371746,140.0,5,585.2,7.9,888704,126.0,Iron Man,2008
204,tt0267804,175.0,6,582.9,5.9,86285,140.0,The One,2001
205,tt1677720,175.0,6,582.9,7.5,321279,140.0,Ready Player One,2018
206,tt0198781,115.0,5,577.4,8.0,761807,92.0,"Monsters, Inc.",2001
207,tt0477347,387.0,7,1310.0,6.4,294103,104.0,Night at the Museum,2006
208,tt0086190,1308.0,9,9323.0,8.3,884704,132.0,Star Wars: Episode VI - Return of the Jedi,1983
209,tt0086190,42.7,9,572.7,8.3,880601,132.0,return of the jedi,1983
210,tt2322441,40.0,4,569.7,4.1,283902,128.0,fifty shades of grey,2015
211,tt3731562,185.0,13,566.7,6.6,248919,118.0,Kong: Skull Island,2017
212,tt0089798,91.0,21,565.0,4.5,4305,320.0,Perfect,1985
213,tt1216475,200.0,6,562.1,6.1,145168,106.0,Cars 2,2011
214,tt0120591,140.0,9,554.0,6.7,377913,151.0,Armageddon,1998
215,tt1637725,50.0,5,549.4,6.9,547239,106.0,Ted,2012
216,tt0108171,59.0,2,547.0,6.1,21776,132.0,Sniper,1993
217,tt2179136,59.0,2,547.4,7.3,411240,132.0,American Sniper,2014
218,tt0120755,125.0,8,546.4,6.1,297045,123.0,Mission: Impossible II,2000
219,tt1515091,125.0,6,545.0,7.5,401079,129.0,Sherlock Holmes: A Game of Shadows,2011
220,tt3385516,178.0,10,543.9,6.9,369631,144.0,X-Men: Apocalypse,2016
221,tt0319262,125.0,5,544.3,6.4,394817,123.0,The Day After Tomorrow,2004
222,tt1323594,69.0,7,543.1,7.6,474644,95.0,Despicable Me,2010
223,tt0065234,30.0,7,19.3,8.3,21936,141.0,Z,1969
224,tt0816711,269.0,3,540.0,7.0,565941,116.0,World War Z,2013
225,tt1217209,6.0,5,540.0,7.1,348283,123.0,Brave,2012
226,tt0080684,23.0,9,538.4,8.7,1081103,124.0,Star Wars: Episode V - The Empire Strikes Back,1980
227,tt0080684,23.0,9,538.4,8.7,1075947,124.0,the empire strikes back,1980
228,tt0910970,180.0,7,533.3,8.4,929536,97.0,wall-e,2008
229,tt0910970,180.0,7,533.3,8.4,933236,97.0,WALL·E,2008
230,tt1663202,135.0,4,533.0,8.0,644984,156.0,The Revenant,2015
231,tt5848272,175.0,9,529.3,7.1,106525,112.0,Ralph Breaks the Internet,2018
232,tt3874544,125.0,5,528.0,6.3,98161,97.0,The Boss Baby,2017
233,tt5013056,150.0,11,526.9,7.9,488985,106.0,Dunkirk,2017
234,tt0462538,75.0,9,527.1,7.3,297126,87.0,The Simpsons Movie,2007
235,tt0831387,160.0,7,525.0,6.4,360536,123.0,Godzilla,2014
236,tt0988045,90.0,5,524.0,7.6,557688,129.0,Sherlock Holmes,2009
237,tt2267968,145.0,12,521.2,7.1,121353,95.0,Kung Fu Panda 3,2016
238,tt0478970,169.0,11,519.0,7.3,524928,117.0,Ant-Man,2015
239,tt0103064,102.0,3,517.0,8.5,936924,137.0,Terminator 2: Judgment Day,1991
240,tt0290002,80.0,8,516.6,6.3,241761,115.0,Meet the Fockers,2004
241,tt2709692,75.0,5,511.6,6.3,34889,86.0,Dr. Seuss' The Grinch,2018
242,tt0119099,170.0,4,509.3,7.0,70349,339.0,Fallen,1998
243,tt0099653,22.0,4,506.0,7.0,183794,128.0,Ghost,1990
244,tt0067541,0.8,4,0.050394,7.7,8955,109.0,Wake in Fright,1971
245,tt0332452,185.0,8,497.4,7.2,462281,163.0,Troy,2004
246,tt0120363,200.0,13,1073.0,7.9,491890,100.0,Toy Story 2,1999
247,tt0073343,165.0,8,494.9,6.6,1115,98.0,The Dragon Flies,1975
248,tt0892769,165.0,8,494.9,8.1,626544,98.0,How to Train Your Dragon,2010
249,tt0117998,92.0,4,494.5,6.4,165256,113.0,Twister(I) ,1996
250,tt0117998,92.0,4,494.0,6.4,164596,113.0,twister,1996
251,tt1623205,215.0,8,493.3,6.3,194032,130.0,Oz the Great and Powerful,2013
252,tt0100758,13.5,2,202.0,6.8,80092,93.0,Teenage Mutant Ninja Turtles,1990
253,tt1291150,13.5,2,202.0,5.8,194457,93.0,Teenage Mutant Ninja Turtles,2014
254,tt3450958,150.0,3,490.7,7.4,209907,140.0,War for the Planet of the Apes,2017
255,tt0089013,150.0,7,485.9,6.7,18389,138.0,Demons,1985
256,tt0808151,150.0,7,486.0,6.7,258175,138.0,Angels & Demons,2009
257,tt0315327,81.0,10,484.6,6.7,352860,101.0,Bruce Almighty,2003
258,tt0126029,60.0,4,484.4,7.8,577267,90.0,Shrek,2001
259,tt1318514,93.0,7,481.8,7.6,479527,105.0,Rise of the Planet of the Apes,2011
260,tt0274166,110.0,2,478.5,6.2,140061,279.0,Johnny English,2003
261,tt0356910,0.743,3,1.4,6.5,426706,94.0,Mr. & Mrs. Smith,2005
262,tt0099785,18.0,5,476.7,7.6,417400,103.0,Home Alone,1990
263,tt0367594,150.0,9,475.0,6.6,398840,115.0,Charlie and the Chocolate Factory,2005
264,tt2510894,80.0,11,474.8,6.7,96802,89.0,Hotel Transylvania 2,2015
265,tt2126355,110.0,6,474.0,6.0,198180,114.0,San Andreas,2015
266,tt0097576,48.0,6,474.2,8.2,649879,128.0,Indiana Jones and the Last Crusade,1989
267,tt1772341,165.0,4,471.0,7.7,355914,101.0,Wreck-It Ralph,2012
268,tt0073195,9.0,5,470.7,8.0,519872,124.0,Jaws,1975
269,tt0078952,79.0,8,472.1,6.0,920,169.0,chapter two,1979
270,tt0111070,99.0,10,470.1,6.4,87264,0.0,The Santa Clause,1994
271,tt4701182,135.0,6,468.0,6.8,111567,114.0,Bumblebee,2018
272,tt1490017,65.0,9,468.1,7.8,310270,100.0,The Lego Movie,2014
273,tt1119646,35.0,6,467.5,7.7,683171,100.0,The Hangover,2009
274,tt1408101,190.0,11,467.4,7.7,450287,133.0,Star Trek Into Darkness,2013
275,tt0133093,63.0,5,465.3,8.7,1557744,136.0,The Matrix,1999
276,tt0100405,14.0,2,463.4,7.0,267703,119.0,Pretty Woman,1990
277,tt0075809,120.0,4,462.0,6.2,8203,116.0,The Car,1977
278,tt0317219,120.0,4,462.0,7.1,340469,116.0,Cars,2006
279,tt0104346,103.0,7,460.0,6.5,7666,155.0,Gladiator,1992
280,tt0172495,103.0,7,460.0,8.5,1249136,155.0,Gladiator,2000
281,tt0376994,210.0,12,459.4,6.7,462470,104.0,X-Men: The Last Stand,2006
282,tt0465234,130.0,8,457.0,6.5,208909,124.0,National Treasure: Book of Secrets,2007
283,tt0416449,65.0,4,456.1,7.7,703629,116.0,300,2006
284,tt0054135,350.0,8,1416.0,6.6,18694,356.0,Ocean's 11,1960
285,tt0240772,85.0,5,450.7,7.8,483967,117.0,Ocean's Eleven,2001
286,tt0800369,150.0,10,449.0,7.0,703729,114.0,Thor,2011
287,tt0120855,130.0,10,448.0,7.3,188653,88.0,Tarzan,1999
288,tt3783958,30.0,4,446.1,8.0,451847,128.0,la la land,2016
289,tt3783958,30.0,4,446.1,8.0,455008,128.0,La La Land(I) ,2016
290,tt0440963,110.0,8,442.8,8.0,585620,115.0,The Bourne Ultimatum,2007
291,tt0120912,555.0,7,1909.0,6.2,323588,407.0,Men in Black II,2002
292,tt0119683,61.0,7,14.1,7.5,36461,134.0,Les Misérables,1998
293,tt1707386,61.0,7,442.0,7.6,291767,158.0,Les Misérables,2012
294,tt1340138,158.0,9,440.6,6.4,244337,126.0,Terminator Genisys,2015
295,tt0107614,25.0,5,441.3,7.0,227341,120.0,Mrs. Doubtfire,1993
296,tt0070047,12.0,7,441.3,8.0,342756,121.0,The Exorcist,1973
297,tt0803096,160.0,9,439.0,6.8,230587,123.0,Warcraft,2016
298,tt0349903,110.0,14,435.0,6.5,338317,125.0,Ocean's Twelve,2004
299,tt1485796,84.0,5,435.0,7.6,209178,105.0,The Greatest Showman,2017
300,tt0075265,36.0,5,435.0,6.2,9039,135.0,A Star Is Born,1976
301,tt1517451,36.0,5,435.0,7.7,285954,135.0,A Star Is Born,2018
302,tt2709768,80.0,13,433.0,6.5,170652,86.0,The Secret Life of Pets,2016
303,tt0062883,150.0,8,431.7,6.6,2651,104.0,The Detective,1968
304,tt0246460,142.0,7,432.0,6.1,194939,133.0,Die Another Day,2002
305,tt0162222,90.0,3,429.6,7.8,484826,143.0,Cast Away,2000
306,tt0377309,90.0,3,429.6,4.9,8720,143.0,Survival Island(I) ,2005
307,tt0057447,140.0,7,428.0,5.6,461,107.0,Rampage,1963
308,tt2231461,140.0,7,428.0,6.1,124156,107.0,Rampage,2018
309,tt0242653,150.0,5,427.3,6.7,424335,129.0,The Matrix Revolutions,2003
310,tt0060315,100.0,10,425.0,7.3,22859,165.0,Django,1966
311,tt1853728,100.0,10,425.4,8.4,1251973,165.0,Django Unchained,2012
312,tt0061005,25.0,8,425.0,4.5,904,84.0,She Beast,1966
313,tt0072752,25.0,8,425.0,5.8,3958,84.0,The Beast,1975
314,tt0499448,225.0,10,419.7,6.5,183359,150.0,The Chronicles of Narnia: Prince Caspian,2008
315,tt4196776,120.0,6,415.5,6.6,195250,123.0,Jason Bourne(I) ,2016
316,tt0980970,140.0,7,415.0,6.3,132914,115.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010
317,tt1000774,65.0,7,415.2,5.6,111942,145.0,Sex and the City,2008
318,tt2802144,94.0,5,414.0,7.7,557974,129.0,Kingsman: The Secret Service,2014
319,tt1504320,15.0,8,414.2,8.0,605686,119.0,The King's Speech,2010
320,tt1663662,200.0,9,411.0,6.9,450157,132.0,Pacific Rim,2013
321,tt3118452,104.0,9,410.9,6.0,33281,141.0,Circle(II) ,2015
322,tt4287320,104.0,9,410.9,5.3,75637,141.0,The Circle(I) ,2017
323,tt4649466,104.0,9,411.0,6.8,243771,141.0,Kingsman: The Golden Circle,2017
324,tt0103855,25.0,5,411.0,6.3,110939,129.0,The Bodyguard,1992
325,tt0053085,195.0,6,410.0,6.8,7358,110.0,The Mummy,1959
326,tt0120616,195.0,6,410.0,7.0,372973,110.0,The Mummy,1999
327,tt2345759,195.0,6,410.0,5.4,160961,110.0,The Mummy,2017
328,tt0290334,125.0,11,407.7,7.4,490549,133.0,X2: X-Men United,2003
329,tt0286106,72.0,4,408.2,6.7,322954,106.0,Signs,2002
330,tt0086896,170.0,7,404.9,5.6,2282,122.0,Angel,1984
331,tt0145487,139.0,4,403.71,7.3,654002,121.0,Spider-Man,2002
