,imdbID,budget,cast_size,gross,imdb_rating,n_votes,runtime,title,year
3242,tt0053604,3.0,4,25.0,8.3,149321,125.0,The Apartment,1960
3243,tt0115561,3.0,4,25.0,7.5,13032,125.0,The Apartment,1996
3244,tt0054594,2.0,2,25.4,6.8,6701,97.0,The Absent Minded Professor,1961
3245,tt0068612,0.7,5,90.0,6.3,10361,80.0,Fritz the Cat,1972
3246,tt0070034,0.85,6,90.0,7.7,90770,102.0,Enter the Dragon,1973
3247,tt0077681,0.23,4,25.0,6.3,27637,90.0,The Hills Have Eyes,1977
3248,tt0089175,6.0,5,24.9,7.1,55536,106.0,Fright Night,1985
3249,tt1438176,6.0,5,24.9,6.3,95988,106.0,Fright Night,2011
3250,tt0479997,40.0,8,91.6,5.4,87091,98.0,Season of the Witch,2011
3251,tt0399295,50.0,5,72.6,7.6,282152,121.0,Lord of War,2005
3252,tt0100029,6.0,5,24.3,6.2,30647,105.0,Lionheart,1990
3253,tt0875034,80.0,4,24.0,5.8,41206,118.0,Nine,2009
3254,tt0089961,50.0,5,24.0,6.2,10696,108.0,Santa Claus: The Movie,1985
3255,tt0110971,40.0,4,24.332324,6.2,15963,128.0,Renaissance Man,1994
3256,tt0457495,40.0,13,23.9,5.1,22521,93.0,Alex Rider: Operation Stormbreaker,2006
3257,tt0054279,35.0,6,23.947685,7.4,2930,100.0,School for Scoundrels,1960
3258,tt0102603,35.0,7,24.0,6.5,28170,119.0,Oscar,1991
3259,tt1655460,35.0,7,24.0,5.6,70123,98.0,Wanderlust,2012
3260,tt0271263,34.0,4,23.8,5.4,20606,76.0,Eight Crazy Nights,2002
3261,tt0108238,30.0,4,24.0,5.8,38472,101.0,Striking Distance,1993
3262,tt0114857,30.0,6,24.1,5.6,26682,106.0,Virtuosity,1995
3263,tt0221218,30.0,7,23.6,5.8,30341,103.0,The Glass House,2001
3264,tt0264796,27.0,5,23.903791,7.5,41946,124.0,Life as a House,2001
3265,tt1798603,26.0,6,24.1,5.6,20652,92.0,Bad Santa 2,2016
3266,tt4276820,25.0,7,24.1,7.2,103889,115.0,The Founder,2016
3267,tt0113010,50.0,4,11.534477,4.3,11550,91.0,Fair Game,1995
3268,tt0120586,20.0,7,23.9,8.5,975687,119.0,American History X,1998
3269,tt1228987,20.0,4,24.1,7.1,108880,116.0,Let Me In(I) ,2010
3270,tt0091278,18.0,6,24.159872,5.5,12671,117.0,Iron Eagle,1986
3271,tt0325258,17.0,3,23.8,5.5,13144,98.0,Dickie Roberts: Former Child Star,2003
3272,tt0075249,14.0,9,24.0,7.0,1303,116.0,Sparkle,1976
3273,tt0086494,14.0,6,23.646952,4.7,3671,88.0,Two of a Kind,1983
3274,tt0199626,12.0,3,23.7,5.3,20795,119.0,In the Cut,2003
3275,tt2910904,11.9,4,24.11,7.1,48563,118.0,The Dressmaker(I) ,2015
3276,tt5322012,12.0,6,23.5,5.0,16033,90.0,Wish Upon,2017
3277,tt0112819,10.0,6,24.1,6.9,18417,119.0,Dead Presidents,1995
3278,tt0082089,9.0,3,24.0,7.4,28731,113.0,Body Heat,1981
3279,tt0366551,9.0,7,24.0,7.1,174530,88.0,Harold & Kumar Go to White Castle,2004
3280,tt0119215,8.5,3,23.7,5.7,24506,95.0,Good Burger,1997
3281,tt0080472,6.5,2,24.265583,6.1,10139,116.0,Bronco Billy,1980
3282,tt0088128,6.5,4,23.7,7.1,96871,93.0,Sixteen Candles,1984
3283,tt0106223,6.5,4,24.1,6.2,7339,107.0,The Adventures of Huck Finn,1993
3284,tt0108451,6.0,3,24.0,6.8,12073,102.0,Untamed Heart,1993
3285,tt0307901,5.0,6,23.9,7.6,164260,135.0,25th Hour,2002
3286,tt0070239,3.5,4,24.5,7.4,23632,106.0,Jesus Christ Superstar,1973
3287,tt0086352,4.5,10,24.071666,4.9,2488,102.0,Spring Break,1983
3288,tt0078444,2.515,4,24.0,7.1,4220,125.0,An Unmarried Woman,1978
3289,tt0082017,3.4,1,23.7,6.7,229,128.0,Amy,1981
3290,tt0092974,3.0,1,23.5,5.5,10400,92.0,Ernest Goes to Camp,1987
3291,tt0410097,3.0,5,24.0,7.3,37219,116.0,Hustle & Flow,2005
3292,tt0061811,2.0,2,24.3,8.0,62129,109.0,In the Heat of the Night,1967
3293,tt0117666,1.0,7,24.4,8.0,83213,135.0,Sling Blade,1996
3294,tt0397065,1.0,5,23.75,5.3,110074,88.0,House of Wax,2005
3295,tt0457433,60.795,4,23.98,5.7,43082,109.0,Perfect Stranger,2007
3296,tt1179034,52.0,4,52.826594,6.5,108379,92.0,From Paris with Love,2010
3297,tt0082467,0.25,4,23.8,4.8,3087,96.0,Graduation Day,1981
3298,tt0450345,,5,0.058341,3.7,61578,87.0,The Wicker Man,2006
3299,tt0395169,17.5,4,33.9,8.1,319036,121.0,Hotel Rwanda,2004
3300,tt0080491,17.5,5,23.4,5.4,31909,156.0,Caligula,1979
3301,tt0907657,0.15,2,23.3,7.8,106405,86.0,Once(I) ,2007
3302,tt0907657,0.15,2,23.3,7.8,106060,86.0,once,2007
3303,tt0497465,15.0,7,104.5,7.1,231313,97.0,Vicky Cristina Barcelona,2008
3304,tt2361317,90.0,7,22.7,6.4,48627,129.0,Live by Night,2016
3305,tt0153225,50.0,5,23.3,6.0,265,121.0,Toys Are Not for Children,1972
3306,tt0105629,50.0,5,23.3,5.1,29512,121.0,Toys,1992
3307,tt0116731,44.0,4,22.7,5.7,16125,118.0,The Juror,1996
3308,tt0109305,35.0,6,23.0,6.2,11323,108.0,Blue Chips,1994
3309,tt0119311,30.0,8,23.0,6.3,10036,130.0,Hoodlum,1997
3310,tt0116039,4.0,5,22.5,3.6,861,92.0,Day of the Warrior,1996
3311,tt0115783,25.0,4,23.0,5.8,33579,84.0,Bulletproof,1996
3312,tt1291584,4.0,5,22.5,8.2,411758,92.0,Warrior,2011
3313,tt0103924,24.0,5,22.518097,5.8,19549,104.0,Captain Ron,1992
3314,tt0100530,21.8,6,22.998,6.1,13556,122.0,The Russia House,1990
3315,tt0081777,20.0,3,23.0,5.2,11197,96.0,Xanadu,1980
3316,tt0081398,18.0,1,23.4,8.2,297566,129.0,Raging Bull,1980
3317,tt0971209,14.0,6,22.852638,6.5,64946,97.0,A Perfect Getaway,2009
3318,tt0079758,12.0,3,23.0,5.5,3959,102.0,Prophecy,1979
3319,tt0108002,12.0,5,22.8,7.5,51850,116.0,Rudy,1993
3320,tt0114194,12.0,3,22.7,6.5,27667,102.0,The Prophecy,1995
3321,tt0168786,12.5,5,23.4,7.3,31173,120.0,Antwone Fisher,2002
3322,tt0429591,12.0,3,23.0,5.3,36204,104.0,Aquamarine,2006
3323,tt1625346,12.0,4,22.9,6.3,75758,94.0,Young Adult,2011
3324,tt0164114,8.5,3,22.6,5.8,17310,91.0,Drive Me Crazy,1999
3325,tt0059740,6.5,10,23.0,7.2,13347,122.0,The Sons of Katie Elder,1965
3326,tt0119905,5.0,16,23.3,5.8,5933,104.0,The Players Club,1998
3327,tt3553976,5.0,4,22.8,7.9,167169,118.0,Captain Fantastic,2016
3328,tt0064381,1.5,4,22.939805,6.5,1606,102.0,"Goodbye, Columbus",1969
3329,tt2125435,1.8,2,23.3,7.3,78231,93.0,Beasts of the Southern Wild,2012
3330,tt3235888,2.0,6,23.3,6.8,191039,100.0,It Follows,2014
3331,tt4698684,2.5,5,23.2,7.9,92369,101.0,Hunt for the Wilderpeople,2016
3332,tt0327679,31.0,8,27.4,6.2,58458,96.0,Ella Enchanted,2004
3333,tt0128442,12.0,4,22.91,7.3,136280,121.0,Rounders,1998
3334,tt0120603,80.0,4,22.85,6.0,6786,172.0,Beloved,1998
3335,tt0087727,1.5,5,22.812411,5.4,12947,101.0,Missing in Action,1984
3336,tt0105585,15.0,4,22.660758,6.8,13169,119.0,Thunderheart,1992
3337,tt0499556,25.0,4,22.49,6.2,82179,103.0,War,2007
3338,tt0118755,35.0,6,60.1,5.8,18992,112.0,The Borrowers,1997
3339,tt0092965,25.0,4,66.7,7.8,108095,154.0,Empire of the Sun,1987
3340,tt0116191,6.0,3,22.2,6.6,33613,120.0,Emma,1996
3341,tt0112883,25.0,6,68.0,6.7,46294,97.0,Don Juan DeMarco,1994
3342,tt0421054,50.0,7,22.0,5.9,63030,127.0,Domino,2005
3343,tt0324554,30.0,4,22.0,7.0,50934,114.0,Wicker Park,2004
3344,tt0488658,26.0,7,21.9,5.3,9853,87.0,Unaccompanied Minors,2006
3345,tt0124718,25.0,3,22.4,6.9,41897,136.0,He Got Game,1998
3346,tt0097770,24.0,6,22.0,6.4,35920,100.0,Lock Up,1989
3347,tt0158811,24.0,11,22.3,6.3,17165,87.0,Muppets from Space,1999
3348,tt0064285,20.0,4,21.9,7.5,6988,98.0,The Wild Child,1970
3349,tt0113321,20.0,9,22.1,6.6,11110,103.0,Home for the Holidays,1995
3350,tt0490204,20.0,7,22.2,7.4,90703,124.0,Reign Over Me,2007
3351,tt0455760,20.0,7,22.2,6.2,80476,89.0,Dead Silence,2007
3352,tt1024255,20.0,4,22.0,6.1,46400,98.0,Wild Child,2008
3353,tt0208874,20.0,8,22.361811,6.9,22041,126.0,the contender,2000
3354,tt0098258,16.0,3,21.5,7.3,77986,100.0,Say Anything...,1989
3355,tt0096101,15.0,5,21.6,5.7,22622,110.0,Short Circuit 2,1988
3356,tt0086859,13.0,6,21.7,5.9,9843,121.0,Against All Odds,1984
3357,tt0097116,13.0,5,22.0,6.3,4035,113.0,Cousins,1989
3358,tt0069807,0.003,2,22.0,4.5,239,105.0,Blue Summer,1973
3359,tt0084503,12.0,1,22.0,8.1,71997,95.0,Pink Floyd: The Wall,1982
3360,tt0071222,9.0,7,21.5,7.2,28910,84.0,Black Christmas,1974
3361,tt0454082,9.0,7,21.5,4.6,23419,84.0,Black Christmas,2006
3362,tt2378507,9.0,5,22.1,7.1,25607,127.0,The Glass Castle,2017
3363,tt0095519,8.0,4,22.4,6.3,17044,88.0,License to Drive,1988
3364,tt0963794,8.0,5,22.3,5.8,67038,90.0,The Ruins,2008
3365,tt0088146,6.0,2,21.821347,7.2,8239,101.0,A Soldier's Story,1984
3366,tt0097981,6.0,2,22.2,5.1,38073,90.0,A Nightmare on Elm Street 5: The Dream Child,1989
3367,tt0249462,,5,109.3,7.7,118394,110.0,Billy Elliot,2000
3368,tt0060921,3.9,7,21.693114,7.1,7348,126.0,The Russians Are Coming the Russians Are Coming,1966
3369,tt0063227,4.0,6,22.3,7.9,27463,134.0,The Lion in Winter,1968
3370,tt0079638,4.5,3,22.0,7.3,9626,110.0,Norma Rae,1979
3371,tt0077278,3.5,8,21.7,6.7,4618,89.0,Buck Rogers in the 25th Century,1979
3372,tt0080120,4.0,4,22.5,7.6,87719,92.0,The Warriors,1979
3373,tt0057546,3.0,6,22.2,7.2,82735,79.0,The Sword in the Stone,1963
3374,tt0081207,3.0,5,22.5,7.1,8121,96.0,My Bodyguard,1980
3375,tt0057518,2.0,4,22.1,6.1,2486,100.0,Son of Flubber,1963
3376,tt0076327,2.5,5,22.5,6.7,6301,136.0,Looking for Mr. Goodbar,1977
3377,tt0089173,2.0,3,22.0,4.8,30773,92.0,Friday the 13th: A New Beginning,1985
3378,tt0473308,2.0,5,22.0,7.0,42213,104.0,Waitress,2007
3379,tt0082418,1.2,3,21.7,6.1,53859,87.0,Friday the 13th: Part 2,1981
3380,tt0110877,3.0,4,21.85,7.7,31251,108.0,Il Postino,1994
3381,tt0063035,7.0,8,32.0,5.8,11495,141.0,The Green Berets,1968
3382,tt0103994,2.0,6,21.6,7.1,15988,123.0,Como agua para chocolate,1992
3383,tt0104006,18.0,6,21.5918,5.7,6413,95.0,Consenting Adults,1992
3384,tt0114681,250.0,10,21.28,6.8,41117,106.0,To Die For,1995
3385,tt0119925,80.0,6,20.8,6.1,65559,177.0,The Postman,1997
3386,tt0108255,48.0,7,21.0,4.0,46376,104.0,Super Mario Bros.,1993
3387,tt0110146,45.0,4,21.0,5.3,7116,98.0,Intersection,1994
3388,tt0117108,45.0,4,21.075014,6.1,28574,117.0,Multiplicity,1996
3389,tt0088814,44.0,14,21.3,6.4,28339,80.0,The Black Cauldron,1985
3390,tt0067741,35.0,5,21.0,6.6,15371,112.0,Shaft,1971
3391,tt0162650,35.0,5,21.0,5.9,70487,112.0,Shaft,2000
3392,tt0841046,35.0,4,20.6,6.8,63673,96.0,Walk Hard: The Dewey Cox Story,2007
3393,tt1188729,33.0,6,20.6,6.7,138613,108.0,Pandorum,2009
3394,tt0124198,30.0,7,21.0,6.4,43478,100.0,Very Bad Things,1998
3395,tt0379889,30.0,4,21.417725,7.0,33496,131.0,The Merchant of Venice,2004
3396,tt0082970,28.3,17,21.2,7.3,8184,155.0,Ragtime,1981
3397,tt0088001,28.0,4,21.0,3.8,6526,111.0,Rhinestone,1984
3398,tt0086197,27.0,12,21.1,7.8,53371,192.0,The Right Stuff,1983
3399,tt0297284,27.0,9,21.1,6.4,55811,106.0,Mindhunters,2004
3400,tt0078504,24.0,6,21.0,5.4,12956,133.0,The Wiz,1978
3401,tt0098987,20.0,7,21.4,6.5,16468,102.0,The Adventures of Ford Fairlane,1990
3402,tt0102744,18.0,3,21.413105,6.9,18306,119.0,Quigley Down Under,1990
3403,tt5461944,17.3,7,21.1,7.6,35928,125.0,Hotel Mumbai,2018
3404,tt0283139,16.0,4,21.0,7.1,28600,109.0,White Oleander,2002
3405,tt2467046,16.0,5,20.7,3.1,34682,110.0,Left Behind(I) ,2014
3406,tt0060818,15.0,5,21.0,6.4,1368,104.0,Penelope,1966
3407,tt0095927,15.0,4,21.0,5.9,7612,122.0,Punchline,1988
3408,tt0118073,15.0,3,21.4,5.7,9506,89.0,A Very Brady Sequel,1996
3409,tt0472160,15.0,5,21.0,6.7,58124,104.0,Penelope,2006
3410,tt0114608,13.0,6,21.1,6.7,19991,92.0,Tales from the Crypt: Demon Knight,1995
3411,tt1045772,13.0,5,20.7,6.6,88356,93.0,I Love You Phillip Morris,2009
3412,tt0083722,12.5,4,21.0,6.1,17983,118.0,Cat People,1982
3413,tt0099615,12.0,5,21.0,6.4,17795,102.0,The Freshman,1990
3414,tt0164181,12.0,4,21.1,7.0,70844,100.0,Stir of Echoes,1999
3415,tt7125860,12.0,11,20.6,7.2,31667,117.0,If Beale Street Could Talk,2018
3416,tt0085333,10.0,5,21.0,6.7,65887,110.0,Christine,1983
3417,tt0089118,10.0,4,20.6,6.7,16347,108.0,F/X,1986
3418,tt0092105,10.0,5,21.458229,6.2,6145,104.0,Tough Guys,1986
3419,tt0095593,10.0,5,21.4,6.1,15089,104.0,Married to the Mob,1988
3420,tt0218839,10.0,9,20.8,7.4,52022,90.0,Best in Show,2000
3421,tt0060472,9.0,4,20.8,7.2,7341,179.0,Grand Prix,1966
3422,tt0065207,7.7,3,21.0,7.7,48490,155.0,Where Eagles Dare,1968
3423,tt0083767,8.0,7,21.0,6.9,39266,120.0,Creepshow,1982
3424,tt0085382,8.0,5,21.2,6.1,36122,93.0,Cujo,1983
3425,tt0089826,7.8,8,20.518905,4.8,7277,92.0,Porky's Revenge,1985
3426,tt0803061,8.0,4,21.0,7.4,15677,92.0,Red Dog,2011
3427,tt0110186,7.0,6,20.851521,6.6,3303,120.0,Jason's Lyric,1994
3428,tt0073075,5.0,5,20.642922,6.6,5081,107.0,The Great Waldo Pepper,1975
3429,tt0076933,4.8,2,21.0,5.9,1809,89.0,The World's Greatest Lover,1977
3430,tt0085334,3.3,3,20.6,8.0,123102,93.0,A Christmas Story,1983
3431,tt0071115,1.8,5,21.0,7.3,19570,112.0,Alice Doesn't Live Here Anymore,1974
3432,tt0091867,2.3,12,21.0,7.3,36800,117.0,A Room with a View,1985
3433,tt0171804,2.0,7,20.7,7.5,88479,118.0,Boys Don't Cry,1999
3434,tt1462758,2.0,1,21.3,7.0,142191,95.0,Buried,2010
3435,tt0086264,0.8,4,20.822151,4.7,2604,80.0,Screwballs,1983
3436,tt0071807,7.0,4,97.6,6.8,88642,125.0,The Man with the Golden Gun,1974
3437,tt0082484,12.5,4,20.96,7.3,19488,100.0,Quest for Fire,1981
3438,tt0104926,40.0,3,20.883046,6.0,9531,108.0,Mr. Baseball,1992
3439,tt0298228,9.2,4,41.4,7.5,38012,101.0,Whale Rider,2002
3440,tt0118632,5.0,7,20.73,7.2,12838,129.0,The Apostle,1997
3441,tt0088286,6.0,2,20.5,7.2,55817,90.0,Top Secret!,1984
3442,tt0314786,9.0,2,38.2,5.7,15716,103.0,The In-Laws(I) ,2003
3443,tt0077288,0.0,4,20.42,7.3,9099,97.0,La Cage aux Folles,1978
3444,tt1509767,30.0,6,53.9,5.7,99525,105.0,The Three Musketeers,2011
3445,tt0068341,5.0,5,17.106087,6.5,2837,125.0,The Valachi Papers,1972
3446,tt0094612,7.0,5,20.256975,5.4,9438,96.0,Action Jackson,1988
3447,tt0079073,12.164,4,20.16,6.5,8466,109.0,Dracula,1979
3448,tt0116322,25.0,5,20.08002,5.2,9597,0.0,Flipper,1996
3449,tt0186975,35.0,2,24.4,5.0,13805,92.0,Down to You,2000
3450,tt0138304,75.0,4,19.6,5.4,51154,109.0,The Astronaut's Wife,1999
3451,tt0120696,70.0,7,19.9,5.9,30840,96.0,Hard Rain,1998
3452,tt0109456,40.0,7,19.7,5.2,21722,121.0,Color of Night,1994
3453,tt0117318,35.0,3,20.3,7.3,83908,130.0,The People vs. Larry Flynt,1996
3454,tt0234829,34.0,10,19.7,5.0,14655,108.0,Summer Catch,2001
3455,tt0264150,30.0,8,19.5,5.2,24390,87.0,View from the Top,2003
3456,tt0861689,25.0,6,19.8,6.6,66945,121.0,Blindness,2008
3457,tt0096316,24.0,6,19.7,6.9,14429,110.0,Tucker: The Man and His Dream,1988
3458,tt0102460,23.0,8,20.2,6.0,7949,104.0,Mobsters,1991
3459,tt0109484,22.0,7,20.1,6.6,11694,115.0,"Corrina, Corrina",1994
3460,tt0192071,22.0,6,19.9,5.7,17310,87.0,Get Over It,2001
3461,tt0120877,20.0,6,20.0,6.2,49954,108.0,Vampires,1998
3462,tt0356721,20.0,7,20.1,6.6,60857,106.0,I Heart Huckabees,2004
3463,tt0205461,19.0,7,19.7,4.0,3525,85.0,Thomas and the Magic Railroad,2000
3464,tt0486551,17.5,11,20.4,6.3,61825,111.0,Beerfest,2006
3465,tt1924396,18.0,4,20.4897,7.8,98884,125.0,The Best Offer,2013
3466,tt0080360,14.9,3,19.9,6.9,30092,103.0,Altered States,1980
3467,tt0084787,5.0,4,0.062703,8.1,342599,102.0,The Thing,1982
3468,tt0106912,15.0,5,19.9,6.6,19812,109.0,Fire in the Sky,1993
3469,tt0166924,15.0,6,20.0,7.9,297702,146.0,Mulholland Dr.,2001
3470,tt0905372,15.0,1,19.6,6.2,114152,109.0,The Thing(I) ,2011
3471,tt1258972,15.0,8,19.7,5.4,58880,96.0,The Man with the Iron Fists,2012
3472,tt0166924,15.0,6,20.1,7.9,297255,146.0,mulholland drive,2001
3473,tt0068828,14.0,3,19.72649,7.1,3445,144.0,Lady Sings the Blues,1972
3474,tt0084690,13.5,3,20.225989,5.9,2475,108.0,Six Pack,1982
3475,tt0103035,14.0,6,20.0,6.4,7432,108.0,Taking Care of Business,1990
3476,tt0114825,14.0,5,19.8,4.6,20388,102.0,Vampire in Brooklyn,1995
3477,tt0078239,13.0,13,20.4,4.1,5637,111.0,Sgt. Pepper's Lonely Hearts Club Band,1978
3478,tt0103956,13.0,3,20.5,5.1,33582,90.0,Child's Play 3,1991
3479,tt0250224,13.0,3,20.0,6.5,23181,99.0,Crazy/Beautiful,2001
3480,tt0072684,12.0,6,20.2,8.1,136731,187.0,Barry Lyndon,1975
3481,tt0080009,12.0,3,20.1,7.3,13914,186.0,Tess,1979
3482,tt0080569,11.0,5,19.8,6.4,17195,102.0,Cruising,1980
3483,tt0090274,10.0,4,19.87574,5.5,8036,107.0,Volunteers,1985
3484,tt0258153,10.0,6,19.6,6.1,57029,118.0,S1m0ne,2002
3485,tt0082509,9.3,15,20.1,6.7,29156,90.0,Heavy Metal,1981
3486,tt0077531,8.0,6,20.3,6.4,6693,145.0,F.I.S.T.,1978
3487,tt0098343,8.5,5,19.7,6.2,3765,97.0,Skin Deep,1989
3488,tt0111686,8.0,4,19.7,6.4,47839,112.0,Wes Craven's New Nightmare,1994
3489,tt0077530,7.0,5,20.0,6.2,8047,104.0,Eyes of Laura Mars,1978
3490,tt0088936,7.0,3,20.345561,6.1,6295,101.0,Code of Silence,1985
3491,tt0096071,7.0,4,19.6,6.5,20785,98.0,The Serpent and the Rainbow,1988
3492,tt0109021,7.0,6,19.623396,6.6,4577,105.0,8 Seconds,1994
3493,tt0063611,6.0,4,20.0,8.1,10902,101.0,Shame,1968
3494,tt1723811,6.0,4,20.0,7.2,174351,101.0,Shame,2011
3495,tt0082817,5.0,6,20.0,6.4,15830,99.0,Nighthawks,1981
3496,tt0082377,5.0,5,20.471382,5.6,17320,108.0,The Final Conflict,1981
3497,tt0104573,5.0,4,20.1,7.1,21860,95.0,Juice,1992
3498,tt4695012,5.0,5,19.7,6.2,72910,91.0,It Comes At Night,2017
3499,tt0076716,3.5,5,20.0,6.4,6346,113.0,Sinbad and the Eye of the Tiger,1977
3500,tt0079470,4.0,6,20.2,8.1,343241,93.0,Monty Python's Life of Brian,1979
3501,tt0116126,3.8,10,20.109115,6.6,45414,89.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996
3502,tt1615147,3.5,11,19.5,7.1,109346,109.0,Margin Call,2011
3503,tt0073312,3.0,1,20.123742,7.7,33588,85.0,Love and Death,1975
3504,tt0060176,53.0,8,83.3,7.6,52101,124.0,Blow-Up,1966
3505,tt0078902,2.3,4,20.0,7.7,20502,101.0,Breaking Away,1979
3506,tt0089679,1.5,3,20.4,6.0,2305,91.0,The New Kids,1985
3507,tt0111149,2.5,3,19.8,7.3,53882,92.0,Shallow Grave,1994
3508,tt0113540,1.5,3,20.4,7.1,69182,91.0,Kids,1995
3509,tt1381404,2.0,4,19.6,6.4,30191,125.0,The Company You Keep,2012
3510,tt0078333,0.6,4,20.0,3.8,732,95.0,The Stud,1978
3511,tt0085318,1.3,4,20.0,4.9,1955,95.0,Chained Heat,1983
3512,tt0097142,19.0,4,19.74,6.3,4305,81.0,Dad,1989
3513,tt0289992,38.0,3,38.955598,7.6,103486,130.0,The Life of David Gale,2003
3514,tt0104412,42.0,4,19.51,6.5,20168,119.0,Hero(I) ,1992
3515,tt0091223,33.0,7,164.7,6.2,21566,105.0,House,1985
3516,tt0395251,45.0,4,19.38,6.3,39126,134.0,The Producers,2005
3517,tt0065916,0.106,8,19.32,6.8,2585,105.0,Joe,1970
3518,tt0162677,22.0,5,19.3,6.7,34545,142.0,Summer of Sam,1999
3519,tt0095179,2.8,4,19.17,5.3,29572,88.0,Friday the 13th: The New Blood,1988
3520,tt0251114,70.0,5,33.1,6.3,49130,125.0,Hart's War,2002
3521,tt0113481,26.0,5,52.4,5.7,63567,96.0,Johnny Mnemonic,1995
3522,tt0233142,62.0,11,18.7,6.0,42308,125.0,3000 Miles to Graceland,2001
3523,tt0202470,57.0,6,19.3,6.3,39369,105.0,Rock Star,2001
3524,tt0107004,35.0,5,18.6,6.5,8252,115.0,Geronimo: An American Legend,1993
3525,tt0114214,35.0,9,18.6,6.4,80268,108.0,The Quick and the Dead,1995
3526,tt0052949,30.0,7,19.3,6.8,198,141.0,Journey to the Lost City,1960
3527,tt0350261,30.0,3,18.6,7.0,27795,108.0,An Unfinished Life,2005
3528,tt1212428,30.0,7,19.3,6.6,69752,141.0,The Lost City of Z,2016
3529,tt0455538,28.0,6,19.2,6.4,66292,111.0,How to Lose Friends & Alienate People,2008
3530,tt0273799,25.0,5,18.6,5.4,6956,86.0,Max Keeble's Big Move,2001
3531,tt0297162,25.0,7,19.2,4.6,13979,98.0,Half Past Dead,2002
3532,tt1100089,24.0,4,19.2,7.0,127968,134.0,Foxcatcher,2014
3533,tt0241025,23.0,8,19.4,6.2,19931,141.0,Vanity Fair,2004
3534,tt0097027,22.5,2,18.671317,7.1,38838,114.0,Casualties of War,1989
3535,tt0110364,20.0,2,19.3,6.4,24104,106.0,Little Giants,1994
3536,tt0116756,20.0,4,18.9,3.0,22147,94.0,Kazaam,1996
3537,tt0243133,20.0,8,18.9,7.5,98783,116.0,The Man Who Wasn't There,2001
3538,tt1135985,19.0,5,18.8,6.5,80749,109.0,Sex Drive,2008
3539,tt0083254,18.0,2,18.82649,5.4,2449,97.0,Under the Rainbow,1981
3540,tt0086955,18.0,3,19.265302,3.8,5254,94.0,Best Defense,1984
3541,tt0090357,18.0,9,19.0,6.8,17900,104.0,Young Sherlock Holmes,1985
3542,tt0119670,90.0,6,50.6,7.3,11864,114.0,The Mighty,1998
3543,tt0829459,16.0,6,18.935657,6.6,26144,108.0,A Mighty Heart,2007
3544,tt0283084,15.0,8,19.0,6.6,20267,96.0,Tuck Everlasting,2002
3545,tt0094082,14.5,5,18.7824,6.6,8650,121.0,Suspect,1987
3546,tt1600196,12.6,4,18.7,7.1,135176,106.0,The Drop,2014
3547,tt0077269,12.0,2,19.0,7.0,23988,125.0,The Boys from Brazil,1978
3548,tt0128445,10.0,5,19.0,7.7,160075,90.0,Rushmore,1998
3549,tt0091059,9.0,1,18.564613,6.9,41456,90.0,Flight of the Navigator,1986
3550,tt1878870,9.0,4,18.8,7.3,92139,104.0,The Edge of Seventeen,2016
3551,tt0057372,7.63,3,19.0,6.7,14512,107.0,The Nutty Professor,1963
3552,tt0067727,8.0,5,18.6,6.7,2608,85.0,See No Evil,1971
3553,tt0117218,7.63,3,19.0,5.6,103937,107.0,The Nutty Professor,1996
3554,tt0102469,7.0,5,18.8,5.7,7880,103.0,Mortal Thoughts,1991
3555,tt0068421,6.0,4,19.250211,7.4,12315,131.0,The Cowboys,1972
3556,tt0310281,6.0,9,18.7,7.2,24604,91.0,A Mighty Wind,2003
3557,tt0065462,4.7,5,19.0,6.1,39634,95.0,Beneath the Planet of the Apes,1970
3558,tt0184791,5.0,4,19.210835,6.1,18712,94.0,O,2001
3559,tt1691916,5.0,7,18.9,6.4,41126,99.0,Before I Fall,2017
3560,tt0072251,4.0,4,19.0,7.7,24379,104.0,The Taking of Pelham One Two Three,1974
3561,tt0081259,4.0,3,19.0,5.1,4634,103.0,The Octagon,1980
3562,tt0091080,3.0,3,19.4,6.0,34957,87.0,Jason Lives,1986
3563,tt0348333,3.0,9,18.6,6.8,85240,94.0,Waiting...(I) ,2005
3564,tt0081376,2.3,6,18.94232,6.8,2557,91.0,The Private Eyes,1980
3565,tt0060086,1.0,8,19.0,7.1,12685,113.0,Alfie,1966
3566,tt0375173,1.0,8,19.0,6.2,48897,113.0,Alfie,2004
3567,tt0120008,30.0,4,19.2,6.2,25915,87.0,The Replacement Killers,1998
3568,tt1506999,23.0,7,33.4,5.8,79664,93.0,Haywire,2011
3569,tt0094602,7.5,5,18.869631,6.0,26985,99.0,Above the Law,1988
3570,tt0059903,0.0,6,18.8,6.2,9016,108.0,what's new pussycat?,1965
3571,tt0092632,1.5,4,1.3,6.1,5739,98.0,The Believers,1987
3572,tt0090350,24.0,3,18.707466,6.9,13041,134.0,Year of the Dragon,1985
3573,tt0116277,55.0,4,18.57,5.9,44183,116.0,The Fan,1996
3574,tt5726616,3.5,6,41.9,7.9,168419,132.0,Call Me by Your Name,2017
3575,tt0454824,60.0,8,17.8,6.5,39947,138.0,Flyboys,2006
3576,tt0970411,55.0,7,17.9,6.5,60352,95.0,City of Ember,2008
3577,tt0276033,35.0,5,18.0,4.1,4710,88.0,The Country Bears,2002
3578,tt1742334,35.0,10,18.0,5.7,56537,109.0,Sabotage,2014
