,imdbID,title,year,win,nom,none
1082,tt0396752,nanny mcphee,2005,0,0,0
1083,tt0113855,mortal kombat,1995,0,0,0
1084,tt0091187,heartbreak ridge,1986,0,0,7
1085,tt2268016,magic mike xxl,2015,0,0,0
1086,tt0084516,poltergeist,1982,0,0,7
1087,tt0829482,superbad,2007,0,0,0
1088,tt0120201,starship troopers,1997,0,0,7
1089,tt7401588,instant family,2018,0,0,0
1090,tt0102492,my girl,1991,0,0,0
1091,tt0361748,inglourious basterds,2009,1,4,3
1092,tt0138524,intolerable cruelty,2003,0,0,0
1093,tt0109254,beverly hills cop iii,1994,0,0,0
1094,tt1389137,we bought a zoo,2011,0,0,0
1095,tt0100507,rocky v,1990,0,0,0
1096,tt0397313,eight below,2006,0,0,0
1097,tt0287717,spy kids 2: island of lost dreams,2002,0,0,0
1098,tt0093058,full metal jacket,1987,0,1,6
1099,tt0366627,the jacket,2005,0,0,0
1100,tt4052882,the shallows,2016,0,0,0
1101,tt0215129,road trip,2000,0,0,0
1102,tt0071230,blazing saddles,1974,0,1,6
1103,tt0110475,the mask,1994,0,0,7
1104,tt0472062,charlie wilson's war,2007,0,1,6
1105,tt0758774,body of lies,2008,0,0,0
1106,tt0250797,unfaithful,2002,0,1,6
1107,tt0082846,on golden pond,1981,3,6,1
1108,tt0101921,fried green tomatoes,1991,0,2,5
1109,tt0944835,salt,2010,0,0,7
1110,tt0074899,midway,1976,0,0,0
1111,tt0139462,message in a bottle,1999,0,0,0
1112,tt0120844,star trek: insurrection,1998,0,0,0
1113,tt0183790,a knight's tale,2001,0,0,0
1114,tt4501244,why him?,2016,0,0,0
1115,tt1156398,zombieland,2009,0,0,0
1116,tt0109446,the client,1994,0,1,6
1117,tt0356618,the forgotten,2004,0,0,0
1118,tt0181316,blue streak,1999,0,0,0
1119,tt0111280,star trek generations,1994,0,0,0
1120,tt0486822,disturbia,2007,0,0,0
1121,tt0106375,beethoven's 2nd,1993,0,0,7
1122,tt0133952,the siege,1998,0,0,0
1123,tt0121164,corpse bride,2005,0,0,0
1124,tt0106701,dennis the menace,1993,0,0,0
1125,tt0308644,finding neverland,2004,0,3,4
1126,tt1611224,abraham lincoln: vampire hunter,2012,0,0,0
1127,tt0112641,casino,1995,0,1,6
1128,tt0108162,sliver,1993,0,0,0
1129,tt0082818,nightmare,1964,0,0,0
1130,tt0332280,the notebook,2004,0,0,0
1131,tt0066995,diamonds are forever,1971,0,0,7
1132,tt0296572,the chronicles of riddick,2004,0,0,0
1133,tt0116136,dragonheart,1996,0,0,7
1134,tt0410297,the lake house,2006,0,0,0
1135,tt0281373,snow dogs,2002,0,0,0
1136,tt0080455,the blues brothers,1980,0,0,0
1137,tt0113161,get shorty,1995,0,0,0
1138,tt0329101,freddy vs. jason,2003,0,0,0
1139,tt0901476,bride wars,2009,0,0,0
1140,tt1981677,pitch perfect,2012,0,0,0
1141,tt0091326,the karate kid part ii,1986,0,0,7
1142,tt0089822,police academy 2: their first assignment,1985,0,0,0
1143,tt1007029,the iron lady,2011,1,1,6
1144,tt0166485,anna and the king,1999,0,0,7
1145,tt0113492,judge dredd,1995,0,0,0
1146,tt0102266,the last boy scout,1991,0,0,0
1147,tt0278504,insomnia,1997,0,0,0
1148,tt0200550,coyote ugly,2000,0,0,0
1149,tt1711525,office christmas party,2016,0,0,0
1150,tt0462590,step up,2006,0,0,0
1151,tt1132626,saw v,2008,0,0,0
1152,tt1648190,the dark tower,2017,0,0,0
1153,tt0824747,changeling,2008,0,1,6
1154,tt0117765,striptease,1996,0,0,0
1155,tt0462499,rambo,2008,0,0,0
1156,tt0381707,white chicks,2004,0,0,0
1157,tt0114508,species,1995,0,0,0
1158,tt3195644,insidious: chapter 3,2015,0,0,0
1159,tt2561572,get hard,2015,0,0,0
1160,tt1292566,how to be single,2016,0,0,0
1161,tt0098084,pet sematary,1989,0,0,0
1162,tt2975578,the purge: anarchy,2014,0,0,0
1163,tt0059113,doctor zhivago,1965,1,4,3
1164,tt0325710,the last samurai,2003,0,1,6
1165,tt0183523,mission to mars,2000,0,0,0
1166,tt0377818,the dukes of hazzard,2005,0,0,0
1167,tt0113957,the net,1995,0,0,0
1168,tt1190634,the boys,1962,0,0,0
1169,tt0098273,sea of love,1989,0,0,0
1170,tt0093936,the secret of my success,1987,0,0,0
1171,tt0452681,the santa clause 3: the escape clause,2006,0,0,0
1172,tt0101902,for the boys,1991,0,1,6
1173,tt3079380,spy,2015,0,0,0
1174,tt0391198,the grudge,2004,0,0,0
1175,tt0133240,treasure planet,2002,0,0,0
1176,tt2304933,the 5th wave,2016,0,0,0
1177,tt1210166,moneyball,2011,0,4,3
1178,tt0482571,the prestige,2006,0,0,7
1179,tt0096446,willow,1988,0,0,7
1180,tt0375063,sideways,2004,1,5,2
1181,tt1179933,10 cloverfield lane,2016,0,0,0
1182,tt0119174,the game,1997,0,0,0
1183,tt0274558,the hours,2002,1,6,1
1184,tt0280030,peter pan 2: return to never land,2002,0,0,0
1185,tt0352248,cinderella man,2005,0,1,6
1186,tt0112346,the american president,1995,0,0,7
1187,tt0110216,junior,1994,0,0,7
1188,tt2170439,horrible bosses 2,2014,0,0,0
1189,tt1093908,confessions of a shopaholic,2009,0,0,0
1190,tt0120188,three kings,1999,0,0,0
1191,tt4438848,neighbors 2: sorority rising,2016,0,0,0
1192,tt0091777,police academy 3: back in training,1986,0,0,0
1193,tt0086425,terms of endearment,1983,5,7,2
1194,tt1535109,captain phillips,2013,0,3,4
1195,tt1638355,the man from u.n.c.l.e.,2015,0,0,0
1196,tt0110638,nell,1994,0,1,6
1197,tt0109040,ace ventura: pet detective,1994,0,0,0
1198,tt0113189,goldeneye,1995,0,0,0
1199,tt0317740,the italian job,2003,0,0,0
1200,tt1213641,first man,2018,0,0,7
1201,tt1075417,race to witch mountain,2009,0,0,0
1202,tt0190138,the whole nine yards,2000,0,0,0
1203,tt0138946,the yards,2000,0,0,0
1204,tt0866439,made of honor,2008,0,0,0
1205,tt1055292,life as we know it,2010,0,0,0
1206,tt0257360,about schmidt,2002,0,2,5
1207,tt0094226,the untouchables,1987,1,1,6
1208,tt0096244,tequila sunrise,1988,0,0,7
1209,tt0079417,kramer vs. kramer,1979,5,7,1
1210,tt1790886,the campaign,2012,0,0,0
1211,tt1321870,gangster squad,2013,0,0,0
1212,tt0164334,along came a spider,2001,0,0,0
1213,tt0105435,sneakers,1992,0,0,0
1214,tt1524930,vacation,1983,0,0,0
1215,tt0800039,forgetting sarah marshall,2008,0,0,0
1216,tt1860213,dirty grandpa,2016,0,0,0
1217,tt0061722,the graduate,1967,1,6,1
1218,tt0299172,home on the range,2004,0,0,0
1219,tt0120832,snake eyes,1998,0,0,0
1220,tt0114781,under siege 2: dark territory,1995,0,0,0
1221,tt0371724,the hitchhiker's guide to the galaxy,2005,0,0,0
1222,tt0139654,training day,2001,1,2,5
1223,tt0077523,every which way but loose,1978,0,0,0
1224,tt0387564,saw,2004,0,0,0
1225,tt0425123,just like heaven,2005,0,0,0
1226,tt0115798,the cable guy,1996,0,0,0
1227,tt0251160,john q,2002,0,0,0
1228,tt0117381,primal fear,1996,0,1,6
1229,tt3774694,love & other drugs,2010,0,0,0
1230,tt2562232,birdman or (the unexpected virtue of ignorance),2014,3,6,1
1231,tt1636826,project x,1987,0,0,0
1232,tt0160862,she's all that,1999,0,0,0
1233,tt0080319,9 to 5,1980,0,0,7
1234,tt0058331,mary poppins,1964,1,4,3
1235,tt2334873,blue jasmine,2013,1,3,4
1236,tt0859163,the mummy: tomb of the dragon emperor,2008,0,0,0
1237,tt0349710,ladder 49,2004,0,0,0
1238,tt0120873,u.s. marshals,1998,0,0,0
1239,tt0821640,ghosts of girlfriends past,2009,0,0,0
1240,tt0096463,working girl,1988,0,4,3
1241,tt0111438,timecop,1994,0,0,0
1242,tt0910936,pineapple express,2008,0,0,0
1243,tt0305711,just married,2003,0,0,0
1244,tt0064115,butch cassidy and the sundance kid,1969,0,2,5
1245,tt2446980,joy,2015,0,1,6
1246,tt0116996,mars attacks!,1996,0,0,0
1247,tt0137523,fight club,1999,0,0,7
1248,tt0115956,courage under fire,1996,0,0,0
1249,tt0292506,the recruit,2003,0,0,0
1250,tt0452694,the time traveler's wife,2009,0,0,0
1251,tt0081562,stir crazy,1980,0,0,0
1252,tt2431286,philomena,2013,0,3,4
1253,tt0343737,the good shepherd,2006,0,0,7
1254,tt0386117,where the wild things are,2009,0,0,0
1255,tt0146838,any given sunday,1999,0,0,0
1256,tt0184894,shanghai noon,2000,0,0,0
1257,tt1355683,black mass,2015,0,0,0
1258,tt2262227,the book of life,2014,0,0,0
1259,tt0410377,nim's island,2008,0,0,0
1260,tt2406566,atomic blonde,2017,0,0,0
1261,tt0082136,the cannonball run,1981,0,0,0
1262,tt0065377,airport,1970,1,4,4
1263,tt0449059,little miss sunshine,2006,2,4,3
1264,tt0079367,the jerk,1979,0,0,0
1265,tt0079501,mad max,1979,0,0,0
1266,tt0131325,bowfinger,1999,0,0,0
1267,tt0111301,street fighter,1994,0,0,0
1268,tt0457510,nacho libre,2006,0,0,0
1269,tt1327194,the lucky one,2012,0,0,0
1270,tt0486583,fred claus,2007,0,0,0
1271,tt0384537,silent hill,2006,0,0,0
1272,tt1092026,paul,2011,0,0,0
1273,tt1979320,rush,1991,0,0,0
1274,tt1411250,riddick,2013,0,0,0
1275,tt0120631,ever after: a cinderella story,1998,0,0,0
1276,tt0277027,i am sam,2001,0,1,6
1277,tt7040874,a simple favor,2018,0,0,0
1278,tt1895587,spotlight,2015,2,5,2
1279,tt0093773,predator,1987,0,0,7
1280,tt1563738,one day,2011,0,0,0
1281,tt0183649,phone booth,2002,0,0,0
1282,tt0375679,crash,1996,0,0,0
1283,tt0418763,jarhead,2005,0,0,0
1284,tt0388419,christmas with the kranks,2004,0,0,0
1285,tt0134273,8mm,1999,0,0,0
1286,tt1262416,scream 4,2011,0,0,0
1287,tt0102975,star trek vi: the undiscovered country,1991,0,0,7
1288,tt0089370,the jewel of the nile,1985,0,0,0
1289,tt0098384,steel magnolias,1989,0,1,6
1290,tt0084726,star trek ii: the wrath of khan,1982,0,0,0
1291,tt0216216,the 6th day,2000,0,0,0
1292,tt0338337,paycheck,2003,0,0,0
1293,tt0337563,13 going on 30,2004,0,0,0
1294,tt0453556,tmnt,2007,0,0,0
1295,tt1078588,my sister's keeper,2009,0,0,0
1296,tt1250777,kick-ass,2010,0,0,0
1297,tt1524137,contraband,2012,0,0,0
1298,tt5083738,the favourite,2018,1,5,2
1299,tt0289879,the butterfly effect,2004,0,0,0
1300,tt1621045,think like a man,2012,0,0,0
1301,tt1538403,the mortal instruments: city of bones,2013,0,0,0
1302,tt0209475,the wedding planner,2001,0,0,0
1303,tt0097481,harlem nights,1989,0,0,7
1304,tt0104452,housesitter,1992,0,0,0
1305,tt0379632,hustle,1975,0,0,0
1306,tt0243736,40 days and 40 nights,2002,0,0,0
1307,tt0049388,julie & julia,2009,0,1,6
1308,tt0811080,speed racer,2008,0,0,0
1309,tt0052618,ben-hur,1959,4,5,2
1310,tt0141098,forces of nature,1999,0,0,0
1311,tt0380510,the lovely bones,2009,0,1,6
1312,tt2234155,the internship,2013,0,0,0
1313,tt1798684,southpaw,2015,0,0,0
1314,tt2531344,blockers,2018,0,0,0
1315,tt0120749,mercury rising,1998,0,0,0
1316,tt0091396,legal eagles,1986,0,0,0
1317,tt0363988,secret window,2004,0,0,0
1318,tt1415283,nanny mcphee returns,2010,0,0,0
1319,tt0481141,no reservations,2007,0,0,0
1320,tt2241351,money monster,2016,0,0,0
1321,tt0465538,michael clayton,2007,1,6,1
1322,tt0205000,deuce bigalow: male gigolo,1999,0,0,0
1323,tt0098635,when harry met sally...,1989,0,1,6
1324,tt7349662,blackkklansman,2018,1,4,3
1325,tt0069113,the poseidon adventure,1972,0,1,6
1326,tt0397101,the skeleton key,2005,0,0,0
1327,tt0117057,the mirror has two faces,1996,0,1,6
1328,tt1155056,"i love you, man",2009,0,0,0
1329,tt0430105,four brothers,2005,0,0,0
1330,tt0430922,role models,2008,0,0,0
1331,tt0356680,the family stone,2005,0,0,0
1332,tt0120783,the parent trap,1961,0,0,7
1333,tt0120910,fantasia 2000,1999,0,0,0
1334,tt0177789,galaxy quest,1999,0,0,0
1335,tt1226229,get him to the greek,2010,0,0,0
1336,tt0834001,underworld: rise of the lycans,2009,0,0,0
1337,tt0105812,white men can't jump,1992,0,0,0
1338,tt0357413,anchorman: the legend of ron burgundy,2004,0,0,0
1339,tt0090685,back to school,1986,0,0,0
1340,tt0488120,fracture,2007,0,0,0
1341,tt0087538,the karate kid,1984,0,0,0
1342,tt0117705,space jam,1996,0,0,0
1343,tt0978764,sucker punch,2011,0,0,0
1344,tt0116908,the long kiss goodnight,1996,0,0,0
1345,tt0230030,bedazzled,1967,0,0,0
1346,tt0096754,the abyss,1989,0,0,7
1347,tt0309698,identity,2003,0,0,0
1348,tt0309593,final destination 2,2003,0,0,0
1349,tt0086465,trading places,1983,0,0,7
1350,tt0204946,bring it on,2000,0,0,0
1351,tt0081283,ordinary people,1980,4,6,2
1352,tt0398375,rumor has it...,2005,0,0,0
1353,tt0257568,kangaroo jack,2003,0,0,0
1354,tt0473705,state of play,2009,0,0,0
1355,tt1486185,red riding hood,2011,0,0,0
1356,tt0052950,the journey,1959,0,0,0
1357,tt2980648,the hundred-foot journey,2014,0,0,0
1358,tt1294226,the last song,2010,0,0,0
1359,tt0248667,ali,2001,0,2,5
1360,tt0300471,shanghai knights,2003,0,0,0
1361,tt0449089,rv,2006,0,0,0
1362,tt0120177,spawn,1997,0,0,0
1363,tt4682786,collateral beauty,2016,0,0,0
1364,tt1758830,this is 40,2012,0,0,0
1365,tt0124315,the cider house rules,1999,2,4,3
1366,tt0280707,gosford park,2001,1,4,3
1367,tt0085750,jaws 3-d,1983,0,0,0
1368,tt0443543,the illusionist,2006,0,0,7
1369,tt0089755,out of africa,1985,3,5,2
1370,tt0182789,bicentennial man,1999,0,0,0
1371,tt0427152,dinner for schmucks,2010,0,0,0
1372,tt0070791,theater of blood,1973,0,0,0
1373,tt0047437,sabrina,1995,0,0,7
1374,tt0090568,8 million ways to die,1986,0,0,0
1375,tt1189340,the lincoln lawyer,2011,0,0,0
1376,tt2557490,a million ways to die in the west,2014,0,0,0
1377,tt0302886,old school,2003,0,0,0
1378,tt0102510,the naked gun 2½: the smell of fear,1991,0,0,0
1379,tt0799949,epic movie,2007,0,0,0
1380,tt0088170,star trek iii: the search for spock,1984,0,0,0
1381,tt0046183,peter pan,2003,0,0,0
1382,tt3332064,pan,2015,0,0,0
1383,tt0955308,robin hood,1973,0,0,7
1384,tt0314353,tears of the sun,2003,0,0,0
1385,tt0431197,the kingdom,2007,0,0,0
1386,tt2005151,war dogs,2016,0,0,0
1387,tt0250687,rat race,2001,0,0,0
1388,tt0467197,max payne,2008,0,0,0
1389,tt1980209,pain & gain,2013,0,0,0
1390,tt0099487,edward scissorhands,1990,0,0,0
1391,tt0405325,sky high,2005,0,0,0
1392,tt3622592,paper towns,2015,0,0,0
1393,tt0088011,romancing the stone,1984,0,0,7
1394,tt0053690,can-can,1960,0,0,7
1395,tt0384806,the amityville horror,1979,0,0,7
1396,tt0072431,young frankenstein,1974,0,1,6
1397,tt0345950,the spongebob squarepants movie,2004,0,0,0
1398,tt0173840,final fantasy: the spirits within,2001,0,0,0
1399,tt0443706,zodiac,2007,0,0,0
1400,tt0255798,the animal,2001,0,0,0
1401,tt1073498,meet the spartans,2008,0,0,0
1402,tt3397884,sicario,2015,0,0,7
1403,tt0088933,cocoon,1985,1,1,6
1404,tt0416320,match point,2005,0,1,6
1405,tt0083131,stripes,1981,0,0,0
1406,tt0388482,transporter 2,2005,0,0,0
1407,tt0112792,dangerous minds,1995,0,0,0
1408,tt1571234,mortal engines,2018,0,0,0
1409,tt1872194,the judge,2014,0,1,6
1410,tt1586265,what to expect when you're expecting,2012,0,0,0
1411,tt0151738,never been kissed,1999,0,0,0
1412,tt0102685,point break,1991,0,0,0
1413,tt0130018,i still know what you did last summer,1998,0,0,0
1414,tt0105414,single white female,1992,0,0,0
1415,tt0097351,field of dreams,1989,0,2,5
1416,tt0208092,snatch,2000,0,0,0
1417,tt0090633,an american tail,1986,0,0,7
1418,tt0985699,valkyrie,2008,0,0,0
1419,tt0095016,die hard,1988,0,0,7
1420,tt0221027,blow,2001,0,0,0
1421,tt1615065,savages,2012,0,0,0
1422,tt0480687,hall pass,2011,0,0,0
1423,tt0388125,in her shoes,2005,0,0,0
1424,tt0464154,piranha 3d,2010,0,0,0
1425,tt0158983,"south park: bigger, longer & uncut",1999,0,0,7
1426,tt0112818,dead man walking,1995,1,3,4
1427,tt0112817,dead man,1995,0,0,0
1428,tt0289043,28 days later...,2002,0,0,0
1429,tt0021814,dracula,1992,0,0,0
1430,tt0187738,blade ii,2002,0,0,0
1431,tt0383216,the pink panther,2006,0,0,0
1432,tt0327554,catwoman,2004,0,0,0
1433,tt0253556,reign of fire,2002,0,0,0
1434,tt1142977,frankenweenie,2012,0,0,0
1435,tt0095631,midnight run,1988,0,0,0
1436,tt2679042,hitman: agent 47,2015,0,0,0
1437,tt0203019,men of honor,2000,0,0,0
1438,tt0127536,elizabeth,1998,0,2,5
1439,tt0387131,the constant gardener,2005,1,2,5
1440,tt0101787,dying young,1991,0,0,0
1441,tt0114885,waiting to exhale,1995,0,0,0
1442,tt0077663,heaven can wait,1978,0,6,1
1443,tt0482606,the strangers,2008,0,0,0
1444,tt0064757,on her majesty's secret service,1969,0,0,0
1445,tt0066026,mash,1970,0,0,0
1446,tt1226273,edge of darkness,2010,0,0,0
1447,tt0165982,sinbad: legend of the seven seas,2003,0,0,0
1448,tt0467200,the other boleyn girl,2008,0,0,0
1449,tt3717252,underworld: blood wars,2016,0,0,0
1450,tt0119313,hope floats,1998,0,0,0
1451,tt0265662,the rookie,1990,0,0,0
1452,tt1340800,tinker tailor soldier spy,2011,0,2,5
1453,tt0425112,hot fuzz,2007,0,0,0
1454,tt0093565,moonstruck,1987,3,6,1
1455,tt0780504,drive,2011,0,0,7
1456,tt1591479,act of valor,2012,0,0,0
1457,tt0879870,eat pray love,2010,0,0,0
1458,tt0067093,fiddler on the roof,1971,0,4,3
1459,tt0313542,runaway jury,2003,0,0,0
1460,tt2281587,muppets most wanted,2014,0,0,0
1461,tt0181536,finding forrester,2000,0,0,0
1462,tt0242445,exit wounds,2001,0,0,0
1463,tt1259528,den of thieves,2018,0,0,0
1464,tt0091129,the golden child,1986,0,0,0
1465,tt0105698,universal soldier,1992,0,0,0
1466,tt0101764,double impact,1991,0,0,0
1467,tt0086567,wargames,1983,0,1,6
1468,tt0087277,footloose,1984,0,0,7
1469,tt0071455,earthquake,1974,0,0,7
1470,tt1567432,teen wolf,1985,0,0,0
1471,tt0119303,home alone 3,1997,0,0,0
1472,tt1148204,orphan,2009,0,0,0
1473,tt0098554,uncle buck,1989,0,0,0
1474,tt0083511,48 hrs.,1982,0,0,0
1475,tt0095705,the naked gun: from the files of police squad!,1988,0,0,0
1476,tt1355630,if i stay,2014,0,0,0
1477,tt4925292,lady bird,2017,0,5,2
1478,tt7784604,hereditary,2018,0,0,0
1479,tt3707106,by the sea,2015,0,0,0
1480,tt4034228,manchester by the sea,2016,2,6,1
1481,tt0057076,from russia with love,1963,0,0,0
1482,tt0116209,the english patient,1996,3,6,1
1483,tt0094889,cocktail,1988,0,0,0
1484,tt0277434,we were soldiers,2002,0,0,0
1485,tt0790736,r.i.p.d.,2013,0,0,0
1486,tt0245562,windtalkers,2002,0,0,0
1487,tt0284490,showtime,2002,0,0,0
1488,tt0340163,hostage,2005,0,0,0
1489,tt1034331,righteous kill,2008,0,0,0
1490,tt0822847,priest,2011,0,0,0
1491,tt4302938,kubo and the two strings,2016,0,0,7
1492,tt0120780,out of sight,1998,0,1,6
1493,tt0481369,the number 23,2007,0,0,0
1494,tt0436697,the queen,2006,1,4,3
1495,tt0077696,hooper,1978,0,0,7
1496,tt0088247,the terminator,1984,0,0,0
1497,tt0328107,man on fire,2004,0,0,0
1498,tt0141926,u-571,2000,0,0,7
1499,tt0382992,stealth,2005,0,0,0
1500,tt0113845,money train,1995,0,0,0
1501,tt0335245,the ladykillers,2004,0,0,0
1502,tt2823054,mike and dave need wedding dates,2016,0,0,0
1503,tt0113041,father of the bride part ii,1995,0,0,0
1504,tt0114496,something to talk about,1995,0,0,0
1505,tt0327137,secondhand lions,2003,0,0,0
1506,tt0393162,coach carter,2005,0,0,0
1507,tt1601913,the grey,2011,0,0,0
1508,tt0090056,spies like us,1985,0,0,0
1509,tt0091605,the name of the rose,1986,0,0,0
1510,tt0093756,police academy 4: citizens on patrol,1987,0,0,0
1511,tt0303714,barbershop,2002,0,0,0
1512,tt0063385,oliver!,1968,2,5,2
1513,tt0492044,the haunting in connecticut,2009,0,0,0
1514,tt0079588,the muppet movie,1979,0,0,7
1515,tt0286499,bend it like beckham,2002,0,0,0
1516,tt0138749,the road to el dorado,2000,0,0,0
1517,tt0435705,next,2007,0,0,0
1518,tt0285531,dreamcatcher,2003,0,0,0
1519,tt1488555,the change-up,2011,0,0,0
1520,tt0035423,kate & leopold,2001,0,0,7
1521,tt0117918,tin cup,1996,0,0,0
1522,tt0452608,death race,2008,0,0,0
1523,tt4218572,widows,2018,0,0,0
1524,tt0472399,the mechanic,1972,0,0,0
1525,tt0104437,"honey, i blew up the kid",1992,0,0,0
1526,tt0389722,30 days of night,2007,0,0,0
1527,tt0469494,there will be blood,2007,1,4,3
1528,tt0307987,bad santa,2003,0,0,0
1529,tt0107688,the nightmare before christmas,1993,0,0,7
1530,tt1139668,the unborn,2009,0,0,0
1531,tt0475276,united 93,2006,0,1,6
1532,tt1196141,diary of a wimpy kid,2010,0,0,0
1533,tt1124035,the ides of march,2011,0,1,6
1534,tt0104691,the last of the mohicans,1992,0,0,7
1535,tt0156934,random hearts,1999,0,0,0
1536,tt2554274,crimson peak,2015,0,0,0
1537,tt0116409,the ghost and the darkness,1996,0,0,7
1538,tt6663582,the spy who dumped me,2018,0,0,0
1539,tt0120681,from hell,2001,0,0,0
1540,tt0245844,the count of monte cristo,2002,0,0,0
1541,tt0959337,revolutionary road,2008,0,1,6
1542,tt0119396,jackie brown,1997,0,1,6
1543,tt0078721,10,1979,0,0,7
1544,tt1322269,august: osage county,2013,0,2,5
1545,tt0298814,the core,2003,0,0,0
1546,tt0414055,elizabeth: the golden age,2007,0,1,6
1547,tt0174856,the hurricane,1999,0,1,6
1548,tt0107076,hard target,1993,0,0,0
1549,tt0094721,beetlejuice,1988,0,0,0
1550,tt0452637,lady in the water,2006,0,0,0
1551,tt1648179,here comes the boom,2012,0,0,0
1552,tt0058385,my fair lady,1964,3,6,1
1553,tt0242423,"dude, where's my car?",2000,0,0,0
1554,tt0373926,the interpreter,2005,0,0,0
1555,tt3682448,bridge of spies,2015,1,3,4
1556,tt0443274,vantage point,2008,0,0,0
1557,tt0120889,what dreams may come,1998,0,0,7
1558,tt1201167,funny people,2009,0,0,0
1559,tt0364970,babylon a.d.,2008,0,0,0
1560,tt2199571,run all night,2015,0,0,0
1561,tt0120768,the negotiator,1998,0,0,0
1562,tt1583420,larry crowne,2011,0,0,0
1563,tt0190590,"o brother, where art thou?",2000,0,1,6
1564,tt0338013,eternal sunshine of the spotless mind,2004,1,2,5
1565,tt2126357,second act,2018,0,0,0
1566,tt0146336,urban legend,1998,0,0,0
1567,tt0100419,problem child,1990,0,0,0
1568,tt0091877,ruthless people,1986,0,0,0
1569,tt0111282,stargate,1994,0,0,0
1570,tt0241303,chocolat,2000,0,4,3
1571,tt0227445,the score,2001,0,0,0
1572,tt0329774,xxx: state of the union,2005,0,0,0
1573,tt1418377,"i, frankenstein",2014,0,0,0
1574,tt0122718,small soldiers,1998,0,0,0
1575,tt0426592,superhero movie,2008,0,0,0
1576,tt1413492,12 strong,2018,0,0,0
1577,tt0097958,national lampoon's christmas vacation,1989,0,0,0
1578,tt0366174,anacondas: the hunt for the blood orchid,2004,0,0,0
1579,tt0265666,the royal tenenbaums,2001,0,1,6
1580,tt0311289,holes,2003,0,0,0
1581,tt0080377,any which way you can,1980,0,0,0
1582,tt0107048,groundhog day,1993,0,0,0
1583,tt0074119,all the president's men,1976,2,5,2
1584,tt0266697,kill bill: vol. 1,2003,0,0,0
1585,tt0206634,children of men,2006,0,1,6
1586,tt1578275,the dilemma,2011,0,0,0
1587,tt0381849,3:10 to yuma,2007,0,0,7
1588,tt0476964,the brave one,2007,0,0,0
1589,tt0490084,because i said so,2007,0,0,0
1590,tt0107050,grumpy old men,1993,0,0,0
1591,tt0852713,the house bunny,2008,0,0,0
1592,tt0083642,the best little whorehouse in texas,1982,0,1,6
1593,tt0364751,without a paddle,2004,0,0,0
1594,tt0056172,lawrence of arabia,1962,2,5,2
1595,tt0081375,private benjamin,1980,0,3,4
1596,tt0088161,splash,1984,0,1,6
1597,tt0087957,purple rain,1984,0,0,7
1598,tt0091042,ferris bueller's day off,1986,0,0,0
1599,tt0061418,bonnie and clyde,1967,1,6,1
1600,tt0457400,land of the lost,2009,0,0,0
1601,tt0120595,babe: pig in the city,1998,0,0,7
1602,tt0424774,the adventures of sharkboy and lavagirl 3-d,2005,0,0,0
1603,tt4172430,13 hours,2016,0,0,0
1604,tt1135084,takers,2010,0,0,0
1605,tt1234548,the men who stare at goats,2009,0,0,0
1606,tt0455967,john tucker must die,2006,0,0,0
1607,tt0090329,witness,1985,1,4,3
1608,tt0318649,sahara,2005,0,0,0
1609,tt0318155,looney tunes: back in action,2003,0,0,0
1610,tt0120791,practical magic,1998,0,0,0
1611,tt0219965,bandits,2001,0,0,0
1612,tt1742044,jersey boys,2014,0,0,0
1613,tt0245674,thir13en ghosts,2001,0,0,0
1614,tt0186151,frequency,2000,0,0,0
1615,tt0443701,the x files: i want to believe,2008,0,0,0
1616,tt1038686,legion,2010,0,0,0
1617,tt0086383,sudden impact,1983,0,0,0
1618,tt0316356,open range,2003,0,0,0
1619,tt0288477,ghost ship,2002,0,0,0
1620,tt1564585,skyline,2010,0,0,0
1621,tt0118655,austin powers: international man of mystery,1997,0,0,0
1622,tt1748122,moonrise kingdom,2012,0,1,6
1623,tt1233227,saw vi,2009,0,0,0
1624,tt1185834,star wars: the clone wars,2008,0,0,0
1625,tt0114069,outbreak,1995,0,0,0
1626,tt0120787,a perfect murder,1998,0,0,0
1627,tt1606378,a good day to die hard,2013,0,0,0
1628,tt0317648,hidalgo,2004,0,0,0
1629,tt0146309,thirteen days,2000,0,0,0
1630,tt0151137,the messenger: the story of joan of arc,1999,0,0,0
1631,tt0253754,star trek: nemesis,2002,0,0,0
1632,tt0101746,the doctor,1991,0,0,0
1633,tt1458175,the next three days,2010,0,0,0
1634,tt0101912,frankie and johnny,1966,0,0,0
1635,tt0435651,the giver,2014,0,0,0
1636,tt0095655,moonwalker,1988,0,0,0
1637,tt0455857,when a stranger calls,1979,0,0,0
1638,tt0080549,coal miner's daughter,1980,1,3,4
1639,tt0092699,broadcast news,1987,0,5,2
1640,tt1020072,selma,2014,0,1,6
1641,tt1144884,the final destination,2009,0,0,0
1642,tt0418689,flags of our fathers,2006,0,0,7
1643,tt0280486,bad company,1972,0,0,0
1644,tt0325805,matchstick men,2003,0,0,0
1645,tt4560436,mile 22,2018,0,0,0
1646,tt0338466,stuck on you,2003,0,0,0
1647,tt0450232,16 blocks,2006,0,0,0
1648,tt0230838,sweet november,2001,0,0,0
1649,tt0086250,scarface,1983,0,0,0
1650,tt1259521,the cabin in the woods,2011,0,0,0
1651,tt1655441,the age of adaline,2015,0,0,0
1652,tt0102004,the hard way,1991,0,0,0
1653,tt0421073,street kings,2008,0,0,0
