,imdbID,title,year,budget_per_actor,budget_per_time,runtime_per_actor,percent_revenue,total_ratings
0,tt0097626,johnny handsome,1989,2.304147465437788,0.16801075268817203,13.714285714285714,-63.8,51.6088
1,tt0120903,x-men,2000,4.355400696864112,0.4187885285446261,10.4,295.06666666666666,4036.5816
2,tt0077975,national lampoon's animal house,1978,0.7668711656441718,0.042213091686835146,18.166666666666668,4620.0,801.1275
3,tt1649419,the impossible,2012,6.533271775394827,0.17344969315207504,37.666666666666664,340.22222222222223,1390.4124
4,tt1099212,twilight,1998,13.122017723244717,0.38912078915717446,33.72222222222222,769.0909090909091,2088.7672000000002
5,tt0077869,the lord of the rings,1978,28.732106339468302,0.772368449985707,37.2,938.7900355871886,173.8728
6,tt0120338,titanic,1997,12.46105919003115,0.6390286764118539,19.5,993.5,7672.290599999999
7,tt2488496,star wars: episode vii - the force awakens,2015,9.931127952198171,0.9563308398413053,10.384615384615385,575.8169934640523,6339.513
8,tt4154756,avengers: infinity war,2018,8.383928595756936,1.0690915659018911,7.842105263157895,412.0,6167.2685
9,tt0119654,men in black,1997,11.214953271028035,0.5721914934197977,19.6,554.8888888888889,3568.6415
10,tt0369610,jurassic world,2015,7.910824961922562,0.510375803995004,15.5,1014.6666666666666,3860.262
11,tt0848228,the avengers,1998,9.202453987730062,0.41359343765078926,22.25,-18.999999999999996,9670.608
12,tt2820852,furious 7,2015,8.01630262808153,0.5851315786920825,13.7,697.8947368421053,2465.1504
13,tt2395427,avengers: age of ultron,2015,12.290009478098987,1.4817741923949135,8.294117647058824,183.3198707592892,5028.5247
14,tt1825683,black panther,2018,7.240665605426444,0.5943829974603798,12.181818181818182,573.5,4022.9424
15,tt2527336,star wars: episode viii - the last jedi,2017,8.621627502175805,0.8508185035041912,10.133333333333333,320.50473186119876,3464.7715999999996
16,tt4881806,jurassic world: fallen kingdom,2018,10.638606535972997,0.5817987949360233,18.285714285714285,600.0,1453.5094000000001
17,tt2294629,frozen,2013,12.877913091257184,0.6312702495714306,20.4,750.6666666666666,4014.0225
18,tt0101414,beauty and the beast,1962,76.76098735701385,6.545510549822886,11.727272727272727,395.6862745098039,3186.192
19,tt3606756,incredibles 2,2018,15.929464331938178,0.6749773022007702,23.6,521.5,1699.5517
20,tt4630562,the fate of the furious,2017,9.271896510799905,0.7499328060205805,12.363636363636363,394.4,1265.4692
21,tt1300854,iron man 3,2013,9.53919488241273,0.6553645339062181,14.555555555555555,507.5,5136.2208
22,tt2293640,minions,2015,5.203564863842397,0.34309218882477344,15.166666666666666,1466.2162162162163,1277.0048000000002
23,tt3498820,captain america: civil war,2016,6.510226785052104,0.7085961126587323,9.1875,361.2,4765.1448
24,tt1477834,aquaman,2018,11.37818880852727,0.5569742773404958,20.428571428571427,474.0,2197.965
25,tt1399103,transformers: dark of the moon,2011,8.669016933479744,0.5629231774986847,15.4,476.4102564102564,2304.8376000000003
26,tt0167260,the lord of the rings: the return of the king,2003,2.688787185354691,0.2554347826086957,10.526315789473685,1091.4893617021276,13647.26
27,tt1074638,skyfall,2012,10.88878629232471,0.6091628695006831,17.875,454.5,4635.2383
28,tt2109248,transformers: age of extinction,2014,44.35320356853204,0.5376145887094792,82.5,425.7142857142857,1610.7223999999999
29,tt1345836,the dark knight rises,2012,16.333179438487065,0.791911730350888,20.625,261.3333333333333,11966.6736
30,tt0435761,toy story 3,2010,7.05535063681595,0.8904811483359937,7.923076923076923,433.5,5870.075400000001
31,tt0383574,pirates of the caribbean: dead man's chest,2006,13.950892857142858,0.739120151371807,18.875,373.77777777777777,4559.090899999999
32,tt3748528,rogue one: a star wars story,2016,13.80168078431046,0.8301762877780727,16.625,298.49056603773585,3883.737
33,tt0103639,aladdin,1992,18.633540372670808,1.0190217391304348,18.285714285714285,474.3169398907104,2715.888
34,tt1298650,pirates of the caribbean: on stranger tides,2011,36.507675414223414,1.3323969129278619,27.4,154.7491475888943,3016.464
35,tt3469046,despicable me 3,2017,4.079634464751958,0.3626341746446185,11.25,1193.75,627.7446
36,tt2277860,finding dory,2016,10.416362856083365,0.8590814726666693,12.125,414.5,1614.3147
37,tt0120915,star wars: episode i - the phantom menace,1999,7.669734560490864,0.5190045943189306,14.777777777777779,793.0434782608696,4366.037
38,tt0099012,alice,1990,1.1476664116296864,0.08661633295318388,13.25,-38.916666666666664,83.16659999999999
39,tt0335563,wonderland,2003,8.152173913043478,0.7548309178743962,10.8,583.3333333333334,135.80819999999997
40,tt1014759,alice in wonderland,2010,6.8789668708955505,0.6369413769347732,10.8,583.3333333333334,2335.3856
41,tt2948356,zootopia,2016,5.208181428041683,0.5786868253379647,9.0,582.6666666666666,3184.776
42,tt0903624,the hobbit: an unexpected journey,2012,12.472609753026488,0.8118266703153335,15.363636363636363,224.12698412698413,5691.699
43,tt0468569,the dark knight,2008,12.275059534038743,0.5652987943307316,21.714285714285715,443.2432432432432,19275.912
44,tt0252866,american pie 2,2001,1.5399620142703148,0.16939582156973462,9.090909090909092,858.6666666666667,1467.4368
45,tt0241527,harry potter and the sorcerer's stone,2001,5.881799360060229,0.4643525810573865,12.666666666666666,680.08,4460.4628
46,tt1690953,despicable me 2,2013,5.437341082975256,0.3328984336515463,16.333333333333332,1177.3684210526317,2569.8846999999996
47,tt0110357,the lion king,1994,2.1688837478311163,0.3450496871549503,6.285714285714286,2052.222222222222,7438.8515
48,tt3040964,the jungle book,1967,66.24251497005989,4.999435092079992,13.25,446.10169491525426,1824.5736000000002
49,tt0449088,pirates of the caribbean: at world's end,2007,13.156163662675963,0.8614154779133071,15.272727272727273,221.13333333333333,4017.2012999999997
50,tt2283362,jumanji: welcome to the jungle,2017,10.199086161879897,0.5142396384141125,19.833333333333332,541.4,1809.6768
51,tt0926084,harry potter and the deathly hallows  part 1,2010,6.7440851675446565,0.7852701907415011,8.588235294117647,284.16,3368.0185
52,tt1201607,harry potter and the deathly hallows: part 2,2011,6.537720160995283,0.7612413886090398,8.588235294117647,284.16,5759.577899999999
53,tt1170358,the hobbit: the desolation of smaug,2013,10.146234556748086,0.6932209945604282,14.636363636363637,268.46153846153845,4485.4212
54,tt2310332,the hobbit: the battle of the five armies,2014,9.0516741976596,0.8800238803280167,10.285714285714286,218.66666666666666,3317.2128000000002
55,tt0417741,harry potter and the half-blood prince,2009,8.963847369343856,0.7616340902056871,11.76923076923077,273.8,3286.3008
56,tt0167261,the lord of the rings: the two towers,2002,2.902847260823914,0.29190642846273995,9.944444444444445,885.1063829787234,12109.382099999999
57,tt0298148,shrek 2,2004,9.92588671254632,0.86312058369968,11.5,513.2,2825.0136
58,tt1727824,bohemian rhapsody,2018,2.4336681618238885,0.16345532430160445,14.88888888888889,1543.090909090909,3142.72
59,tt0330373,harry potter and the goblet of fire,2005,5.908070424199456,0.4892032835324391,12.076923076923077,498.06666666666666,3876.8191
60,tt0306047,scary movie 3,2003,2.0066889632107023,0.3105590062111801,6.461538461538462,359.7916666666667,720.137
61,tt2379713,spectre,2015,14.063688821195665,0.8552243202078446,16.444444444444443,193.5666666666667,2449.768
62,tt2250912,spider-man: homecoming,2017,8.924200391644908,0.5367940085199945,16.625,402.9714285714286,3421.5232
63,tt0295297,harry potter and the chamber of secrets,2002,3.970459779242436,0.3452573721080379,11.5,779.2,3756.9726
64,tt1667889,ice age: continental drift,2012,5.911055415833414,0.4701975898958397,12.571428571428571,823.3684210526316,1190.1581999999999
65,tt2975590,batman v superman: dawn of justice,2016,13.888483808111154,0.8277904256490092,16.77777777777778,191.2,3843.4435
66,tt0120737,the lord of the rings: the fellowship of the ring,2001,3.5008469791078483,0.2950151948686389,11.866666666666667,837.0967741935484,13671.5744
67,tt0266543,finding nemo,2003,12.771739130434783,0.5108695652173914,25.0,823.1914893617021,7226.4393
68,tt1951264,the hunger games: catching fire,2013,6.00969277592002,0.4116227928712342,14.6,517.8571428571429,4391.355
69,tt3896198,guardians of the galaxy vol. 2,2017,6.276360715003013,0.5955670751462713,10.538461538461538,331.9,3900.89
70,tt2096673,inside out,2015,8.203818479030806,0.7854719820348643,10.444444444444445,390.0571428571429,4581.102199999999
71,tt1270797,venom,1981,25.522552255225516,1.139399654251139,22.4,638.0172413793103,2105.2941
72,tt3501632,thor: ragnarok,2017,8.159268929503918,0.5648724643502713,14.444444444444445,374.44444444444446,4119.2496
73,tt0121766,star wars: episode iii - revenge of the sith,2005,5.785970302099335,0.4132835930070954,14.0,651.1504424778761,4932.1125
74,tt1055369,transformers: revenge of the fallen,2009,18.644802528235218,0.6214934176078406,30.0,318.15,2223.846
75,tt1324999,the twilight saga: breaking dawn - part 1,2011,5.0458124202561585,0.5265195568962948,9.583333333333334,509.17767988252575,1037.6142
76,tt0234215,the matrix reloaded,2003,11.503623188405797,0.5001575299306869,23.0,482.20472440944883,3522.2832000000003
77,tt1375666,inception,2010,8.152849624765098,0.49578139610058025,16.444444444444443,417.6875,16662.0432
78,tt0451279,wonder woman,2017,8.742073853039912,0.43400366646297434,20.142857142857142,447.8666666666667,3752.2958000000003
79,tt0116629,independence day,1983,7.530120481927712,0.519318653926049,14.5,989.8666666666667,3530.366
