,title,year,imdbID,book,sup,hor,com,spy,his,war,psy,rom,mon,fan,mus,pol,bio,sci,act,dra,dis,adv,mys,thr,dys,cri,epi,oth,ani,based_on_book,other
174,the report,2019.0,tt8236336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,0,0.0,0
175,waves,2019.0,tt8652728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
176,a beautiful day in the neighborhood,2019.0,tt3224458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
177,21 bridges,2019.0,tt8688634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,1,0,1,0,0,0,0.0,0
178,dark waters,2019.0,tt0109550,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0
179,knives out,2019.0,tt8946378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,1,0,0,0,0.0,0
180,queen & slim,2019.0,tt3322420,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
181,the two popes,2019.0,tt8404614,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
182,playmobil: the movie,2019.0,tt4199898,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,1.0,0
183,the aeronauts,2019.0,tt6141246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0.0,0
184,daniel isn't real,2019.0,tt8745960,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
185,jumanji: the next level,2019.0,tt7975244,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,1.0,0
186,richard jewell,2019.0,tt3513548,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
187,black christmas,2019.0,tt0071222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1.0
188,6 underground,2019.0,tt8106534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,1,0,0,0,0,0,0.0,0
189,bombshell,2019.0,tt0023825,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
190,uncut gems,2019.0,tt5727208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,1,0,0,0,0.0,0
191,seberg,2019.0,tt1780967,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,0,0,1,0,0,0,0,0,0.0,0
192,a hidden life,2019.0,tt5827916,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
193,cats,2019.0,tt0173714,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
194,spies in disguise,2019.0,tt5814534,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,1,1.0,0
195,little women,2019.0,tt0110367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
196,1917,2019.0,tt8579674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0.0,0
197,just mercy,2019.0,tt4916630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
198,clemency,2019.0,tt5577494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
199,dirty god,2019.0,tt7334342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
200,beats,2019.0,tt8530978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
201,the last tree,2019.0,tt7802246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
202,the boy who harnessed the wind,2019.0,tt7533152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
203,the hole in the ground,2019.0,tt6198946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0
204,the lodge,2019.0,tt0475323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
205,the wolf hour,2019.0,tt5342950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,1,0,0,0,0,0,0.0,0
206,animals,2019.0,tt3297554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
207,the kindness of strangers,2019.0,tt6515910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
208,bait,2019.0,tt1438173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,0
209,lancaster skies,2019.0,tt3486080,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
211,pink wall,2019.0,tt7759300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
212,the warrior queen of jhansi,2019.0,tt6916348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
213,the day shall come,2019.0,tt7078658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0
214,fisherman's friends,2019.0,tt1648186,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
216,roads,2019.0,tt7303530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0.0,0
219,sorry we missed you,2019.0,tt8359816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
220,little joe,2019.0,tt9204204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
221,diego maradona,2019.0,tt5433114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
222,avengement,2019.0,tt8836988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,0.0,0
224,bittersweet symphony,2019.0,tt7561364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
225,monsoon,2019.0,tt0180846,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
226,mrs lowry & son,2019.0,tt7590074,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
228,horrible histories: the movie – rotten romans,2019.0,tt7715070,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
229,the informer,2019.0,tt0026529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,1,0,0,0,1.0,0
230,three seconds,2019.0,tt5987402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,1,0,0,0,1.0,0
232,tell me who i am,2019.0,tt10915286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0.0,1.0
235,moffie,2019.0,tt10699362,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
236,the personal history of david copperfield,2019.0,tt6439020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
237,david copperfield,2019.0,tt0167872,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
239,hope gap,2019.0,tt7587876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
240,military wives,2019.0,tt8951692,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0
241,roger waters: us + them,2019.0,tt10121372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0
242,greed,2019.0,tt0015881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0.0,1.0
243,how to build a girl,2019.0,tt4193072,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
245,saint maud,2019.0,tt7557108,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0.0,0
247,ordinary love,2019.0,tt0269267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,1.0
248,radioactive,2019.0,tt6017756,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,0,1.0,0
249,a shaun the sheep movie: farmageddon,2019.0,tt6193408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,1.0,0
250,shaun the sheep,2019.0,tt0983983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0
251,shaun the sheep movie,2019.0,tt2872750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,1.0,0
252,the queen's corgi,2019.0,tt6563576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0
253,robert the bruce,2019.0,tt8000908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0,1.0
