,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,running_time
4850,tt2172584,maps to the stars,2014,35595,6.2,13.0,4.0,7,112
4852,tt0093560,the monster squad,1987,25318,7.1,12.0,3.8,6,82
4853,tt1496422,the paperboy,2012,34331,5.8,12.5,3.78,7,107
4855,tt0077235,big wednesday,1978,5636,7.2,11.0,4.5,5,120
4856,tt0085384,curse of the pink panther,1983,5152,4.3,11.0,4.49,8,109
4857,tt0366905,pippi longstocking,1969,3791,7.0,10.0,3.6,7,101
4858,tt0064639,marooned,1969,4359,5.9,10.0,4.1,5,134
4860,tt0097257,earth girls are easy,1988,18964,5.3,10.0,3.9,5,100
4862,tt0105665,twin peaks: fire walk with me,1992,79120,7.3,10.0,4.2,7,134
4863,tt0309912,nicholas nickleby,2002,11010,7.1,10.0,3.7,8,132
4864,tt1491044,the iceman,2012,66871,6.8,10.0,4.4,5,105
4865,tt3920820,brian banks,2018,1147,6.8,10.0,4.4,4,99
4866,tt0097243,a dry white season,1989,4627,7.0,9.0,3.77,6,107
4867,tt0057263,love with the proper stranger,1963,3733,7.4,8.5,3.6,6,102
4868,tt0075909,damnation alley,1977,4578,5.3,8.0,4.0,5,91
4869,tt0097790,loverboy,1989,6773,6.0,8.5,3.96,6,98
4870,tt0110759,pcu,1994,11577,6.6,8.0,4.33,6,79
4871,tt0117965,the trigger effect,1996,5752,5.7,8.0,3.6,3,94
4872,tt0115751,breaking the waves,1996,58696,7.9,7.5,4.0,5,158
4873,tt0118892,dangerous beauty,1998,15200,7.2,8.0,4.0,6,112
4875,tt0053182,porgy and bess,1959,1393,7.2,7.0,3.5,3,138
4876,tt0059250,the hallelujah trail,1965,3106,6.7,7.0,4.0,4,165
4878,tt0092079,that's life!,1986,1044,6.1,7.0,4.0,12,102
4880,tt4158096,free fire,2016,37114,6.4,7.0,3.8,10,90
4881,tt0055257,one-eyed jacks,1961,8832,7.1,6.0,4.3,5,141
4882,tt0058947,battle of the bulge,1965,13693,6.8,6.5,4.5,3,167
4883,tt0060522,how to steal a million,1966,22790,7.6,6.48,4.4,5,123
4885,tt0066301,rio lobo,1970,9655,6.8,6.0,4.25,6,114
4886,tt0071273,can i keep it up for a week?,1974,245,4.4,6.0,3.66,6,210
4887,tt0076845,twilight's last gleaming,1977,2606,6.8,6.2,4.5,5,146
4888,tt0080157,yanks,1979,2876,6.4,6.0,3.93,8,141
4889,tt0085780,the keep,1983,10064,5.7,6.0,3.66,6,210
4890,tt0145893,simply irresistible,1999,12760,5.3,6.0,4.39,7,98
4891,tt0412253,veronica mars,2014,64888,8.3,6.0,3.5,9,107
4892,tt0462335,high-rise,2015,34587,5.6,6.1,4.1,5,119
4894,tt0066115,myra breckinridge,1970,2683,4.4,5.38,4.0,5,94
4895,tt0068718,the hot rock,1972,4628,6.8,4.89,3.5,6,105
4896,tt0074441,the duchess and the dirtwater fox,1976,1534,5.7,4.59,4.12,2,103
4897,tt0078480,watership down,1978,31584,7.6,4.8,3.7,6,91
4898,tt0094138,three o'clock high,1987,10084,7.2,5.0,3.6,6,101
4899,tt0105130,peter's friends,1992,9839,7.0,5.0,4.06,10,101
4900,tt4062536,green room,2015,95765,7.0,5.0,3.8,6,95
4901,tt0056875,blood feast,1963,5457,5.1,0.02,4.0,5,67
4904,tt0055184,the misfits,1961,16092,7.3,4.0,4.1,5,125
4905,tt0038116,state fair,1962,3358,7.0,4.5,3.5,6,118
4906,tt0057393,pt 109,1963,2096,6.5,4.0,3.5,1,140
4907,tt0058154,goodbye charlie,1964,1385,6.3,3.5,3.7,2,116
4908,tt0061796,hurry sundown,1967,881,5.7,3.79,4.05,20,146
4909,tt0094919,critters 2,1988,13025,5.5,4.0,3.8,5,85
4910,tt0095925,pumpkinhead,1988,18459,6.2,3.5,4.4,3,86
4911,tt0105616,tom and jerry: the movie,1992,8734,5.3,3.5,3.6,11,84
4912,tt0113101,four rooms,1995,92819,6.8,4.0,4.26,12,98
4913,tt4853102,batman: the killing joke,2016,45001,6.4,3.5,4.4,4,77
4914,tt6053438,first reformed,2017,37999,7.1,3.5,3.8,3,113
4917,tt0053645,bells are ringing,1960,2618,7.0,3.2,3.6,2,126
4918,tt0055905,diamond head,1962,594,6.1,3.0,4.5,5,107
4919,tt0057840,the americanization of emily,1964,4410,7.4,2.7,4.0,7,115
4920,tt0062380,tony rome,1967,2022,6.6,3.48,4.0,4,110
4921,tt0067992,willy wonka & the chocolate factory,1971,165964,7.8,3.0,4.5,9,100
4922,tt0070363,the man who loved cat dancing,1973,1183,6.2,3.0,3.6,3,114
4923,tt0092240,the wraith,1986,13456,6.0,2.7,3.5,4,93
4925,tt0054469,where the boys are,1960,2194,6.7,2.0,3.5,7,99
4926,tt0054195,pollyanna,1960,8228,7.4,2.5,3.75,6,134
4928,tt0055279,parrish,1961,866,6.6,1.5,4.2,7,138
4929,tt0054652,bachelor in paradise,1961,1234,6.3,1.99,3.5,4,109
4930,tt0056341,period of adjustment,1962,977,6.4,1.9,4.0,5,112
4932,tt0058576,seven days in may,1964,11762,7.9,2.2,3.65,4,118
4933,tt0058213,"hush...hush, sweet charlotte",1964,11657,7.6,2.23,4.0,6,133
4934,tt0057999,dear heart,1964,1051,7.2,1.5,3.7,4,82
4935,tt0059274,the hill,1965,11241,7.9,2.5,4.3,9,123
4936,tt0060182,born free,1966,5554,7.2,2.0,3.6,2,95
4937,tt0061122,the trouble with angels,1966,3948,7.4,2.0,4.1,3,112
4938,tt0066579,women in love,1969,6466,7.3,1.6,4.5,5,131
4941,tt0069050,the other,1972,5163,7.0,2.25,3.5,2,100
4942,tt0070672,the seven-ups,1973,4377,6.8,2.42,4.1,5,103
4943,tt0071360,the conversation,1974,89591,7.8,1.6,4.4,5,113
4944,tt0074559,futureworld,1976,9014,5.8,2.5,4.2,6,107
4945,tt0082431,galaxy of terror,1981,5879,5.1,1.8,4.0,5,81
4946,tt0084088,honkytonk man,1982,7379,6.6,2.0,4.48,2,122
4947,tt0086979,blood simple,1984,81469,7.6,1.5,3.8,5,96
4949,tt0840361,the town,2010,329848,7.5,37.0,154.0,9,124
4950,tt0063808,wild in the streets,1968,1745,6.0,0.7,4.0,5,97
4951,tt0074991,obsession,1976,8084,6.7,1.4,4.47,4,98
4952,tt2222848,puberty blues,1981,1523,8.2,0.8,3.92,8,87
4953,tt0083959,forbidden world,1982,3598,5.2,1.0,4.0,7,77
4954,tt0323120,loving annabelle,2006,11283,6.3,0.9,4.2,2,76
4955,tt1862079,safety not guaranteed,2012,113249,7.0,0.75,4.4,8,86
4957,tt0071216,big bad mama,1974,2033,5.8,0.4,4.0,3,83
4958,tt0087004,the brother from another planet,1984,5235,6.7,0.35,4.0,4,104
4959,tt0094761,the blob,1988,28834,6.5,19.0,8.2,6,95
4960,tt0085764,joysticks,1983,1614,4.4,0.3,3.95,4,88
4961,tt0053245,say one for me,1959,187,5.6,1.99,3.9,3,120
4962,tt0393109,brick,2005,96254,7.3,0.45,3.9,9,110
4964,tt0081747,when time ran out,1980,2323,4.5,20.0,3.8,5,121
4967,tt0069883,cinderella liberty,1973,1758,6.8,2.46,3.7,4,117
4968,tt1758692,like crazy,2011,56675,6.7,0.25,3.7,3,90
4972,tt0084695,the slumber party massacre,1982,9327,5.7,0.22,3.6,3,76
4975,tt0087995,repo man,1984,31237,6.9,1.5,3.7,2,92
4976,tt0118541,8 heads in a duffel bag,1997,9190,5.4,3.0,3.6,7,95
4978,tt0095250,the big blue,1988,45614,7.6,0.0,3.6,7,168
4982,tt0052837,the gazebo,1959,1490,6.9,1.22,3.31,4,100
4984,tt0311648,pieces of april,2003,19444,7.0,0.3,3.3,6,81
4985,tt0109445,clerks,1994,204221,7.7,0.03,3.2,5,92
4990,tt0248845,hedwig and the angry inch,2001,30286,7.7,6.0,3.6,4,92
4992,tt0120907,existenz,1999,89030,6.8,31.0,2.9,9,97
4993,tt0403016,supercross,2005,4258,4.3,30.0,3.34,5,80
4994,tt0065611,darling lili,1970,1826,6.1,25.0,3.25,3,136
4995,tt0110074,the hudsucker proxy,1994,73774,7.2,25.0,2.8,3,111
4996,tt0120866,titus,1999,19088,7.1,25.0,2.92,10,162
4997,tt0099409,desperate hours,1990,6496,5.4,18.0,2.7,5,106
4998,tt0102511,naked lunch,1991,43952,7.1,18.0,2.6,5,115
4999,tt0105159,the power of one,1992,8678,7.2,18.0,2.8,4,127
5000,tt0104990,newsies,1992,17680,7.0,15.0,2.8,4,121
5001,tt0107889,the program,1993,8606,6.5,20.0,23.0,5,112
5002,tt0105378,shadows and fog,1991,15311,6.7,14.0,2.74,13,85
5003,tt0109579,death and the maiden,1994,20621,7.3,12.0,3.1,3,103
5004,tt2345737,the rover,2014,41835,6.4,12.0,3.2,7,102
5005,tt0102782,return to the blue lagoon,1991,17091,5.2,11.0,2.81,2,102
5006,tt0097438,gleaming the cube,1989,6629,6.3,10.0,2.78,2,100
5008,tt0107983,romeo is bleeding,1993,12380,6.6,10.0,3.3,5,109
5009,tt0165854,the limey,1999,28107,7.0,10.0,3.2,5,89
5011,tt0079268,hanover street,1979,4301,6.0,8.0,3.0,3,109
5012,tt0105226,red rock west,1993,18874,7.0,8.0,2.5,5,98
5013,tt0120728,the last days of disco,1998,11567,6.7,8.0,3.0,13,113
5017,tt0096018,running on empty,1988,12965,7.7,7.0,2.8,5,116
5018,tt1974419,the neon demon,2016,76080,6.2,7.0,3.4,8,117
5019,tt0056556,taras bulba,1962,3269,6.4,6.0,3.4,2,122
5020,tt0059470,morituri,1965,3057,7.0,6.29,3.0,5,123
5021,tt0060588,khartoum,1966,6169,6.8,6.0,3.0,4,134
5022,tt0064952,the secret of santa vittoria,1969,2874,7.4,6.3,2.7,5,139
5023,tt0068156,1776,1972,7277,7.6,6.0,2.8,5,141
5024,tt0489664,shattered,1991,29269,6.7,22.0,11.51,5,98
5025,tt0107750,only the strong,1993,5308,6.6,6.0,3.27,5,99
5026,tt0323944,shattered glass,2003,31852,7.1,6.0,2.9,7,94
5027,tt0059183,the flight of the phoenix,1965,17657,7.6,5.36,3.0,6,142
5028,tt0061089,this property is condemned,1966,4413,7.1,4.62,2.6,5,110
5029,tt0093605,near dark,1987,30572,7.0,5.0,3.4,6,95
5030,tt0120255,the sweet hereafter,1997,30448,7.5,5.0,3.3,13,112
5031,tt5649108,thoroughbreds,2017,28007,6.7,5.0,3.0,5,92
5032,tt0054743,the children's hour,1961,13254,7.8,3.6,3.0,3,107
5033,tt0057879,behold a pale horse,1964,1648,6.8,3.9,3.0,3,118
5034,tt0059336,"john goldfarb, please come home!",1965,592,5.2,3.71,3.0,3,96
5035,tt0061791,how to succeed in business without really trying,1967,4002,7.2,3.5,2.9,4,121
5036,tt0091954,sid and nancy,1986,27913,7.0,4.0,2.8,2,114
5037,tt0092112,trick or treat,1986,5368,5.8,3.5,3.04,4,98
5038,tt0096219,talk radio,1988,11857,7.3,4.0,3.47,7,110
5039,tt0118111,waiting for guffman,1996,25250,7.5,4.0,2.9,8,84
5040,tt0155776,jawbreaker,1999,22800,5.6,3.5,3.1,8,87
5041,tt0289635,young adam,2003,12858,6.4,4.0,2.56,4,98
5042,tt0052627,the big fisherman,1959,306,5.7,4.0,3.0,5,180
5043,tt0053455,the wreck of the mary deare,1959,2121,6.8,2.6,2.81,2,104
5044,tt0054343,the story of ruth,1960,865,6.8,2.93,3.0,6,132
5046,tt0064840,the prime of miss jean brodie,1969,7951,7.6,2.76,3.0,3,116
5047,tt0068786,junior bonner,1972,4638,6.7,3.2,2.8,6,100
5048,tt0076172,i never promised you a rose garden,1977,904,6.6,3.0,3.2,2,96
5049,tt0077405,days of heaven,1978,47098,7.9,3.0,3.4,4,94
5050,tt0087100,crimes of passion,1984,5892,6.4,3.0,2.9,3,107
5051,tt0092618,barfly,1987,17537,7.3,3.0,3.22,5,97
5052,tt0106233,airborne,1993,5972,6.3,2.6,2.9,3,91
5053,tt0880569,mama(i) ,2013,283,4.6,3.07,2.9,5,134
5054,tt0057556,"take her, she's mine",1963,1027,6.4,2.44,3.4,2,98
5055,tt0058238,invitation to a gunfighter,1964,1576,6.3,1.8,3.1,3,92
5056,tt0056585,tickle me,1965,1294,6.0,1.5,3.4,3,91
5057,tt0060438,a funny thing happened on the way to the forum,1966,7897,6.9,2.0,3.4,3,99
5058,tt0062138,point blank,1967,17158,7.4,2.5,3.0,1,92
5059,tt0063571,secret ceremony,1968,1721,6.4,2.45,3.0,3,109
5060,tt0062824,coogan's bluff,1968,14539,6.5,1.5,3.11,4,94
5061,tt0065063,take the money and run,1969,26508,7.3,1.53,3.04,3,85
5062,tt0066858,the boy friend,1971,2441,7.8,2.3,3.0,7,137
5063,tt0105275,romper stomper,1992,35963,6.8,1.6,3.3,4,94
5064,tt0105236,reservoir dogs,1992,856282,8.3,1.5,2.8,6,99
5068,tt0054310,sink the bismarck !,1960,6466,7.1,1.33,3.0,3,97
5069,tt0053901,hell to eternity,1960,945,7.0,0.8,2.8,3,131
5071,tt0070640,save the tiger,1973,4155,6.9,1.0,3.0,3,100
5072,tt0075913,day of the animals,1977,2003,5.4,1.2,2.8,3,97
5073,tt0079596,my brilliant career,1979,3323,7.1,0.89,3.05,3,100
5074,tt0023551,tarzan the ape man,1981,6579,7.0,0.65,2.8,4,99
5075,tt0092537,the allnighter,1987,914,4.0,1.0,2.7,6,108
5077,tt0179116,but i'm a cheerleader,1999,23801,6.6,1.0,2.6,10,85
5078,tt0418773,junebug,2005,21460,6.9,1.0,3.4,6,106
5079,tt2273641,christmas miracle,2012,445,5.3,0.63,2.7,9,96
5080,tt4003440,the house that jack built,2018,44731,6.8,0.7,2.6,7,155
5082,tt0070379,mean streets,1973,89994,7.3,0.5,3.0,6,112
5083,tt0077745,invasion of the body snatchers,1978,48138,7.4,3.5,24.9,5,115
5085,tt0070157,the harrad experiment,1973,619,4.6,0.4,3.0,5,97
5086,tt0057251,lilies of the field,1963,8230,7.6,0.24,3.0,2,94
5089,tt0115632,basquiat,1996,18404,6.9,3.3,3.0,7,106
5091,tt0100142,metropolitan,1990,8662,7.4,0.23,2.9,10,98
5092,tt0088379,the warrior and the sorceress,1984,1278,4.3,0.6,2.89,5,81
5095,tt0147612,happiness,1998,63350,7.7,2.2,5.7,12,139
5102,tt0374563,captivity,2007,22077,4.7,17.0,10.9,2,85
5104,tt0119832,one night stand,1997,6253,5.8,23.0,2.6,5,102
5106,tt0055018,the innocents,1961,24219,7.8,0.56,1.2,6,99
5107,tt0018037,the jazz singer,1980,8398,6.5,14.0,27.12,6,115
5108,tt0114279,richard iii,1995,13051,7.4,7.8,2.68,8,104
5109,tt0309987,the dreamers,2003,103471,7.2,15.0,15.12,3,115
5111,tt0075137,revenge of the cheerleaders,1976,690,4.6,0.15,2.5,1,76
5112,tt0056241,the miracle worker,1962,14658,8.1,0.5,2.5,2,106
5113,tt0059362,the knack... and how to get it,1965,2689,6.6,0.36,2.5,4,85
5115,tt0071517,foxy brown,1974,8204,6.5,0.5,2.46,5,94
5117,tt0091578,my beautiful laundrette,1985,13253,6.8,0.85,2.45,5,97
5118,tt0088184,stranger than paradise,1984,31932,7.5,0.1,2.44,3,89
5120,tt6820256,arctic,2018,31694,6.8,2.0,4.1,1,97
5121,tt2763304,t2 trainspotting,2017,101546,7.2,23.4,54.73,4,117
5122,tt0083907,the evil dead,1981,174066,7.5,0.35,2.7,3,85
5125,tt0074706,jackson county jail,1976,853,6.2,0.5,2.3,3,84
5126,tt1172570,bronson,2008,112778,7.1,0.23,2.3,1,92
5127,tt0055892,david and lisa,1962,2328,7.3,0.18,2.3,3,93
5129,tt0102915,showdown in little tokyo,1991,15409,6.1,8.0,2.3,2,79
5130,tt0059219,genghis khan,1965,1870,5.9,4.5,2.25,6,120
5131,tt0120152,smilla's sense of snow,1997,13025,6.4,35.0,2.4,5,121
5135,tt1517260,the host,2006,107076,5.9,1800.0,89.4,5,119
5139,tt0120514,wilde,1997,13906,6.9,7.28,2.16,9,118
5140,tt0107875,the princess and the goblin,1991,2167,6.9,10.0,2.11,14,82
5144,tt0114057,othello,1995,8665,6.9,11.0,2.84,3,123
5151,tt0089885,re-animator,1985,51486,7.2,0.9,2.0,5,86
5155,tt1103153,killers,2010,83685,5.4,75.0,98.0,2,100
5156,tt2032572,uss indianapolis: men of courage,2016,9948,5.2,40.0,1.6,7,130
5157,tt1795702,wild bill,1995,11470,7.2,30.0,2.19,10,98
5158,tt0092042,tai-pan,1986,1473,5.6,25.0,2.0,3,127
5159,tt0091981,solarbabies,1986,3801,4.8,25.0,1.6,5,94
5160,tt0100594,the sheltering sky,1990,10605,6.8,25.0,2.0,6,138
5161,tt0100928,white hunter black heart,1990,10392,6.6,24.0,2.0,5,110
5162,tt0082894,pennies from heaven,1981,4873,6.5,22.0,2.4,5,108
5163,tt0080492,can't stop the music,1980,3379,4.5,20.0,2.0,11,124
5164,tt0119219,goodbye lover,1998,3422,5.6,20.0,1.9,5,102
5166,tt0814335,the stepfather,2009,28620,5.6,20.0,31.1,5,101
5167,tt0085794,the king of comedy,1982,72741,7.8,19.0,2.5,5,109
5168,tt0090848,the clan of the cave bear,1986,5810,5.4,18.0,2.0,5,98
5170,tt0103069,texasville,1990,2302,6.0,18.0,2.3,8,126
5171,tt0083001,roar,1981,2554,6.2,17.0,2.0,6,102
5172,tt0057259,the long ships,1964,2234,6.1,16.0,0.84,3,126
5175,tt0109403,chasers,1994,5338,5.1,15.0,1.6,4,102
5176,tt0142201,crazy in alabama,1999,6420,6.3,15.0,2.0,9,111
5177,tt0252299,buffalo soldiers,2001,22663,6.8,15.0,2.3,5,98
5178,tt0365125,a dirty shame,2004,11802,5.1,15.0,1.9,6,89
5179,tt0083717,cannery row,1982,3109,6.6,11.5,1.8,3,120
5180,tt0105017,noises off...,1992,9655,7.6,12.0,2.0,9,103
5181,tt0129332,ravenous,1999,34762,7.0,12.0,2.06,7,100
5182,tt1187064,triangle,2009,93285,6.9,12.0,1.6,6,99
5183,tt1426329,lovelace,2013,36774,6.2,12.0,1.6,11,93
5184,tt0066090,the molly maguires,1970,3056,6.9,11.0,2.2,4,124
5186,tt0091817,rad,1986,4589,7.1,11.0,2.0,4,91
5188,tt0870984,antichrist,2009,109503,6.6,11.0,2.5,2,108
5189,tt0078856,beyond the poseidon adventure,1979,4417,4.6,10.0,2.1,9,114
5190,tt0086216,rumble fish,1983,29732,7.2,10.0,2.49,7,94
5192,tt0057952,circus world,1964,2160,6.2,9.0,1.55,6,135
5195,tt0064137,castle keep,1969,2450,6.2,8.0,1.8,5,107
5198,tt0106834,even cowgirls get the blues,1993,6695,4.3,8.0,1.7,7,96
5199,tt0107302,kalifornia,1993,48398,6.7,8.5,2.4,4,117
5200,tt0106761,double dragon,1994,10649,3.7,7.8,2.3,5,95
5202,tt0384533,she hate me,2004,6992,5.3,8.0,1.52,12,138
5203,tt0012349,the kid,2000,102162,8.3,65.0,110.3,5,104
5204,tt0062377,tobruk,1967,2559,6.4,6.0,2.0,4,109
5205,tt0066471,too late the hero,1970,3078,6.7,6.25,1.59,8,144
5207,tt0072735,breakheart pass,1975,6099,6.7,6.0,2.13,7,95
5208,tt0074777,the last tycoon,1976,7403,6.3,5.5,1.8,9,123
5209,tt0080500,carny,1980,1744,6.4,6.0,1.82,3,107
5210,tt0086541,videodrome,1983,76197,7.3,5.9,2.1,7,89
5211,tt5711280,electric dreams,1984,10868,7.3,5.5,2.5,4,112
5212,tt0090670,at close range,1986,13132,7.0,6.5,2.3,6,111
5213,tt0097607,jacknife,1989,5230,6.3,6.0,2.05,3,102
5214,tt0102340,love crimes,1992,821,4.2,6.0,2.29,4,84
5215,tt0113749,mallrats,1995,111085,7.1,6.1,2.1,6,94
5216,tt0126604,pecker,1998,12809,6.3,6.0,2.3,9,86
5217,tt2980592,the guest,1963,84020,6.7,5.0,2.4,6,100
5218,tt0072665,at long last love,1975,995,5.0,5.14,2.5,7,123
5220,tt0096913,best of the best,1989,11330,6.4,5.0,1.7,11,97
5221,tt0099939,king of new york,1990,28539,7.0,5.0,2.5,9,103
5222,tt0099277,class of 1999,1990,6153,5.9,5.2,2.4,7,99
5223,tt0109578,death wish v: the face of death,1994,6478,4.9,5.0,1.7,5,95
5224,tt0120241,suicide kings,1997,24673,7.0,5.0,1.7,9,106
5225,tt1216491,kill the messenger,2014,42248,6.9,5.0,2.5,10,112
5227,tt0855895,private property,1960,1603,6.9,0.06,2.0,2,79
5230,tt0056504,sodom and gomorrah,1962,1364,5.7,4.5,2.5,5,154
5231,tt0056625,two weeks in another town,1962,1794,6.5,3.96,2.5,7,107
5232,tt0057225,kings of the sun,1963,1535,6.2,4.0,1.6,2,108
5233,tt0059418,major dundee,1965,6570,6.7,3.8,2.5,8,123
5235,tt0061345,all the sins of sodom,1968,197,6.1,4.5,2.5,5,154
5237,tt0070030,emperor of the north,1973,5333,7.3,3.71,2.0,9,118
5238,tt0091886,salvador,1986,17995,7.4,4.5,1.5,6,123
5239,tt0093509,matewan,1987,6576,7.9,4.0,2.0,6,132
5241,tt0322589,honey,2003,41572,5.3,3.5,1.8,3,163
5242,tt1095496,boy(i) ,2010,114,8.1,3.5,2.7,4,93
5243,tt0873886,red state,2011,60058,6.2,4.0,1.8,9,88
5244,tt2910814,the signal,2014,59196,6.1,4.0,2.42,6,97
5245,tt3721936,american honey,2016,33441,7.0,3.5,1.8,3,163
5246,tt3882082,the boy,2016,71576,6.0,10.0,74.1,2,97
5247,tt0054324,song without end,1960,537,6.0,3.5,1.5,3,141
5249,tt0052864,green mansions,1959,1720,5.6,3.29,2.39,8,104
5250,tt0053912,high time,1960,530,6.2,2.81,2.5,4,103
5251,tt0055312,pocketful of miracles,1961,5513,7.2,2.9,2.5,4,136
5253,tt0057197,jason and the argonauts,1963,21826,7.3,3.0,2.1,4,104
5255,tt0057090,a gathering of eagles,1963,742,6.2,3.35,2.5,4,116
5257,tt0063634,speedway,1968,1816,5.7,3.0,2.0,3,94
5258,tt0065610,darker than amber,1970,336,6.4,2.61,1.62,1,96
5259,tt0068240,avanti!,1972,8582,7.2,2.75,1.5,2,140
5260,tt0077714,i wanna hold your hand,1978,4008,6.8,2.8,1.9,5,98
5261,tt0082220,cutter's way,1981,4472,6.9,3.0,1.73,4,105
5262,tt0085208,baby it's you,1983,1612,6.3,3.0,1.87,2,105
5263,tt0093512,maurice,1987,14616,7.7,2.6,2.44,10,140
5264,tt0105156,poison ivy,1992,16271,5.4,3.0,1.8,4,88
5265,tt3099498,tusk,2014,42379,5.3,3.0,1.9,4,101
5267,tt0052735,the devil's disciple,1959,1938,7.2,1.5,1.8,4,83
5268,tt0053352,third man on the mountain,1959,741,7.2,2.0,1.7,2,105
5269,tt0053825,flaming star,1960,2745,6.5,1.7,2.0,3,92
5270,tt2404435,the magnificent seven,1960,173387,6.9,2.0,2.25,6,128
5271,tt0053946,inherit the wind,1960,25298,8.1,2.0,2.0,6,128
5272,tt0054476,wild river,1960,4355,7.6,1.59,1.5,3,110
5273,tt0054892,francis of assisi,1961,623,6.5,2.02,1.8,3,105
5274,tt0057537,the stripper,1963,284,7.0,2.17,1.5,4,95
5275,tt0059124,dr. goldfoot and the bikini machine,1965,1876,5.1,1.5,1.9,5,88
5276,tt0059094,dear brigitte,1965,1215,6.3,2.47,2.2,7,100
5277,tt0059563,"paradise, hawaiian style",1966,1688,5.5,2.0,2.5,3,91
5278,tt0062153,the president's analyst,1967,2813,7.0,2.0,2.45,4,103
5279,tt0062301,the st. valentine's day massacre,1967,3287,6.7,2.17,1.7,5,100
5280,tt0061787,hour of the gun,1967,3162,6.7,1.8,2.0,3,100
5281,tt0063662,the sweet ride,1968,201,5.6,1.94,1.5,10,110
5282,tt0064253,downhill racer,1969,3647,6.5,1.8,1.93,3,101
5283,tt0070292,the laughing policeman,1973,2197,6.4,2.28,1.75,5,112
5284,tt0070948,zardoz,1974,18025,5.9,1.57,1.8,4,105
5285,tt0071358,conrack,1974,1648,7.3,2.37,2.0,5,106
5286,tt0072973,"farewell, my lovely",1975,5791,7.1,2.5,2.0,5,95
5287,tt0072829,crazy mama,1975,498,5.6,2.3,2.3,1,83
5288,tt0087884,"paris, texas",1984,77942,8.1,1.8,2.2,5,147
5289,tt0089015,desert hearts,1985,4356,7.0,1.5,2.5,6,96
5290,tt0092695,the brave little toaster,1987,22569,7.3,2.3,2.3,7,90
5293,tt0113552,kiss of death,1995,16160,5.9,1.52,1.65,4,99
5294,tt0118789,buffalo '66,1998,43762,7.5,1.5,2.4,7,110
5295,tt1731697,the lords of salem,2012,26214,5.1,1.5,1.5,10,101
5296,tt3172532,the diary of a teenage girl,2015,27720,6.9,2.0,2.3,4,102
5297,tt2404435,the magnificent seven,2016,173387,6.9,107.0,162.4,9,133
5302,tt0052700,compulsion,1959,5366,7.4,1.34,1.8,4,103
5303,tt0054016,the last voyage,1960,1724,6.6,1.37,2.06,4,91
5304,tt0054326,sons and lovers,1960,1191,7.1,0.81,1.5,4,103
5305,tt0056183,light in the piazza,1962,1346,6.9,1.26,2.2,5,102
5306,tt0056412,ride the high country,1962,11258,7.5,0.81,2.0,3,94
5307,tt0059575,the pawnbroker,1964,7266,7.8,0.93,2.5,5,116
5308,tt0057811,633 squadron,1964,3230,6.4,1.3,1.7,2,102
5309,tt0106080,the nanny,1965,34584,6.9,1.3,2.0,3,91
5310,tt0060457,the ghost in the invisible bikini,1966,861,4.5,0.6,1.5,9,82
5312,tt0066434,thx 1138,1971,45360,6.7,0.78,2.4,5,86
5314,tt0072761,capone,1975,2456,5.7,0.97,2.0,6,101
5315,tt0074279,cannonball!,1976,3994,5.5,18.0,100.0,12,95
5316,tt0076776,stunts,1977,315,5.4,0.6,2.0,1,89
5317,tt0082511,hell night,1981,5529,5.8,1.4,2.3,3,101
5318,tt0093072,the garbage pail kids movie,1987,7120,2.6,1.0,1.6,3,97
5319,tt0103759,bad lieutenant,1992,35610,7.1,1.0,2.0,8,96
5320,tt0110391,love affair,1994,4196,6.0,0.86,1.8,3,87
5321,tt0490076,all the boys love mandy lane,2006,30115,5.5,0.75,1.89,12,90
5322,tt0970416,the day the earth stood still,2008,157974,5.5,80.0,233.1,7,103
5323,tt2370248,short term 12,2013,75587,8.0,1.0,2.3,8,96
5326,tt0069897,coffy,1973,8852,6.8,0.5,2.0,6,91
5327,tt0053084,the mouse that roared,1959,7533,7.0,0.45,2.0,3,83
5328,tt0056579,the three stooges meet hercules,1962,875,6.4,0.42,2.0,11,89
5329,tt0055304,pit and the pendulum,1961,11619,7.1,0.3,2.0,4,85
5330,tt0259497,pendulum,1969,337,4.5,0.3,2.0,4,85
5331,tt0100369,the pit and the pendulum,1991,3651,6.2,2.0,0.0,9,97
5333,tt0078437,jungle holocaust,1977,2843,6.1,0.1,2.0,5,96
5334,tt0078935,cannibal holocaust,1980,47186,5.9,0.1,2.0,5,96
5335,tt0012190,the four horsemen of the apocalypse,1962,2935,7.2,0.8,9.2,5,134
5336,tt0082449,ghost story,1981,6996,6.3,13.5,23.4,7,110
5340,tt0104779,bitter moon,1992,32600,7.2,5.0,1.9,5,139
5341,tt1549572,another earth,2011,86690,7.0,0.1,1.8,2,92
5345,tt0102722,prospero's books,1991,5650,6.9,1.95,1.75,9,129
5347,tt0095484,lady in white,1988,5867,6.6,5.0,1.7,4,112
5348,tt0071155,the apprenticeship of duddy kravitz,1974,1681,6.9,0.91,1.7,4,120
5349,tt0085852,liquid sky,1982,5027,6.1,0.5,1.7,2,112
5355,tt1613750,kon-tiki,2012,42848,7.2,3.0,22.8,7,119
5357,tt0790712,the messenger,2009,32867,7.1,6.5,1.5,4,113
5360,tt0053925,house of usher,1960,10646,7.0,0.3,1.45,3,79
5362,tt0090967,down by law,1986,44649,7.8,0.45,1.44,4,107
