,imdbID,title,year,n_votes,imdb_rating,budget,box_office,cast,running_time
0,tt0097626,johnny handsome,1989,8324,6.2,20.0,7.24,7,96
1,tt0092997,extreme prejudice,1987,5649,6.7,22.0,1130784.49,3,104
3,tt0120903,x-men,2000,545484,7.4,75.0,296.3,10,104
5,tt0077975,national lampoon's animal house,1978,106817,7.5,3.0,141.6,6,109
6,tt0091757,pirates,1986,7361,6.1,1274.0,4560.0,6,726
7,tt1229238,mission: impossible,1996,435418,7.4,828.0,3570.0,1,769
8,tt1649419,the impossible,2012,182949,7.6,45.0,198.1,3,113
10,tt1099212,twilight,1998,401686,5.2,385.0,3346.0,18,607
11,tt0077869,the lord of the rings,1978,28044,6.2,281.0,2919.0,15,558
12,tt0120338,titanic,1997,983627,7.8,200.0,2187.0,10,195
13,tt2488496,star wars: episode vii - the force awakens,2015,802470,7.9,306.0,2068.0,13,135
14,tt7768640,star wars: the force awakens,2015,8,6.0,306.0,2068.0,13,135
15,tt4154756,avengers: infinity war,2018,725561,8.5,400.0,2048.0,19,149
16,tt0119654,men in black,1997,488855,7.3,90.0,589.4,5,98
17,tt0369610,jurassic world,2015,551466,7.0,150.0,1672.0,8,124
18,tt0848228,the avengers,1998,1208826,8.0,60.0,48.6,4,89
19,tt0848228,the avengers,2012,1208826,8.0,220.0,1519.0,11,143
20,tt2820852,furious 7,2015,342382,7.2,190.0,1516.0,10,137
21,tt2395427,avengers: age of ultron,2015,688839,7.3,495.2,1403.0,17,141
22,tt1825683,black panther,2018,551088,7.3,200.0,1347.0,11,134
23,tt2527336,star wars: episode viii - the last jedi,2017,487996,7.1,317.0,1333.0,15,152
24,tt3486354,star wars: the last jedi,2008,87,8.3,317.0,1333.0,14,152
25,tt4881806,jurassic world: fallen kingdom,2018,234437,6.2,187.0,1309.0,7,128
28,tt2294629,frozen,2013,535203,7.5,150.0,1276.0,5,102
29,tt0101414,beauty and the beast,1962,398274,8.0,255.0,1264.0,11,129
30,tt0101414,beauty and the beast,1991,398274,8.0,255.0,1264.0,11,129
31,tt0101414,beauty and the beast,2017,398274,8.0,255.0,1264.0,11,129
32,tt3606756,incredibles 2,2018,220721,7.7,200.0,1243.0,5,118
33,tt4630562,the fate of the furious,2017,188876,6.7,250.0,1236.0,11,136
38,tt1300854,iron man 3,2013,713364,7.2,200.0,1215.0,9,131
39,tt2293640,minions,2015,199532,6.4,74.0,1159.0,6,91
40,tt3498820,captain america: civil war,2016,610916,7.8,250.0,1153.0,16,147
41,tt1477834,aquaman,2018,313995,7.0,200.0,1148.0,7,143
43,tt1399103,transformers: dark of the moon,2011,371748,6.2,195.0,1124.0,10,154
44,tt0167260,the lord of the rings: the return of the king,2003,1533400,8.9,94.0,1120.0,19,200
45,tt1074638,skyfall,2012,601979,7.7,200.0,1109.0,8,143
46,tt2109248,transformers: age of extinction,2014,287629,5.6,210.0,1104.0,2,165
47,tt1345836,the dark knight rises,2012,1424604,8.4,300.0,1084.0,8,165
48,tt0435761,toy story 3,2010,707238,8.3,200.0,1067.0,13,103
49,tt0383574,pirates of the caribbean: dead man's chest,2006,624533,7.3,225.0,1066.0,8,151
50,tt3748528,rogue one: a star wars story,2016,497915,7.8,265.0,1056.0,8,133
51,tt0103639,aladdin,1992,339486,8.0,183.0,1051.0,7,128
52,tt1298650,pirates of the caribbean: on stranger tides,2011,457040,6.6,410.6,1046.0,5,137
53,tt3469046,despicable me 3,2017,99642,6.3,80.0,1035.0,8,90
54,tt2277860,finding dory,2016,221139,7.3,200.0,1029.0,8,97
56,tt0120915,star wars: episode i - the phantom menace,1999,671698,6.5,115.0,1027.0,9,133
57,tt0120915,star wars: episode i  the phantom menace,1999,671698,6.5,115.0,1027.0,9,133
58,tt0099012,alice,1990,12601,6.6,12.0,7.33,8,106
59,tt0335563,wonderland,2003,20577,6.6,150.0,1025.0,10,108
61,tt1014759,alice in wonderland,2010,364904,6.4,150.0,1025.0,10,108
62,tt2948356,zootopia,2016,398097,8.0,150.0,1024.0,12,108
63,tt0903624,the hobbit: an unexpected journey,2012,729705,7.8,315.0,1021.0,11,169
64,tt0468569,the dark knight,2008,2141768,9.0,185.0,1005.0,7,152
65,tt0252866,american pie 2,2001,229287,6.4,30.0,287.6,11,100
66,tt0241527,harry potter and the sorcerer's stone,2001,586903,7.6,125.0,975.1,12,152
67,tt1690953,despicable me 2,2013,352039,7.3,76.0,970.8,6,98
69,tt0110357,the lion king,1994,875159,8.5,45.0,968.5,14,88
70,tt3040964,the jungle book,1967,246564,7.4,177.0,966.6,8,106
71,tt3040964,the jungle book,1994,246564,7.4,177.0,966.6,8,106
72,tt3040964,the jungle book,2016,246564,7.4,177.0,966.6,8,106
73,tt0449088,pirates of the caribbean: at world's end,2007,565803,7.1,300.0,963.4,11,168
74,tt2283362,jumanji: welcome to the jungle,2017,262272,6.9,150.0,962.1,6,119
75,tt0926084,harry potter and the deathly hallows  part 1,2010,437405,7.7,250.0,960.4,17,146
76,tt0926084,harry potter and the deathly hallows: part 1,2010,437405,7.7,250.0,960.4,17,146
77,tt1201607,harry potter and the deathly hallows: part 2,2011,711059,8.1,250.0,960.4,17,146
78,tt1201607,harry potter and the deathly hallows  part 2,2011,711059,8.1,250.0,960.4,17,146
79,tt1170358,the hobbit: the desolation of smaug,2013,575054,7.8,260.0,958.0,11,161
80,tt2310332,the hobbit: the battle of the five armies,2014,448272,7.4,300.0,956.0,14,144
82,tt0417741,harry potter and the half-blood prince,2009,432408,7.6,250.0,934.5,13,153
83,tt0167261,the lord of the rings: the two towers,2002,1391883,8.7,94.0,926.0,18,179
84,tt0298148,shrek 2,2004,392363,7.2,150.0,919.8,8,92
85,tt1727824,bohemian rhapsody,2018,392840,8.0,55.0,903.7,9,134
86,tt0330373,harry potter and the goblet of fire,2005,503483,7.7,150.0,897.1,13,157
87,tt0306047,scary movie 3,2003,130934,5.5,48.0,220.7,13,84
89,tt2379713,spectre,2015,360260,6.8,300.0,880.7,9,148
90,tt2250912,spider-man: homecoming,2017,462368,7.4,175.0,880.2,8,133
91,tt0295297,harry potter and the chamber of secrets,2002,507699,7.4,100.0,879.2,14,161
92,tt1667889,ice age: continental drift,2012,180327,6.6,95.0,877.2,7,88
93,tt2975590,batman v superman: dawn of justice,2016,591299,6.5,300.0,873.6,9,151
94,tt0120737,the lord of the rings: the fellowship of the ring,2001,1553588,8.8,93.0,871.5,15,178
95,tt0266543,finding nemo,2003,892153,8.1,94.0,867.8,4,100
96,tt1951264,the hunger games: catching fire,2013,585514,7.5,140.0,865.0,10,146
97,tt3896198,guardians of the galaxy vol. 2,2017,513275,7.6,200.0,863.8,13,137
99,tt2096673,inside out,2015,558671,8.2,175.0,857.6,9,94
100,tt1270797,venom,1981,314223,6.7,116.0,856.1,5,112
101,tt1270797,venom,2018,314223,6.7,116.0,856.1,5,112
102,tt3501632,thor: ragnarok,2017,521424,7.9,180.0,854.0,9,130
103,tt0121766,star wars: episode iii - revenge of the sith,2005,657615,7.5,113.0,848.8,10,140
104,tt1055369,transformers: revenge of the fallen,2009,370641,6.0,200.0,836.3,5,150
105,tt1324999,the twilight saga: breaking dawn - part 1,2011,211758,4.9,136.2,829.7,12,115
106,tt0234215,the matrix reloaded,2003,489206,7.2,127.0,739.4,6,138
107,tt1375666,inception,2010,1893414,8.8,160.0,828.3,9,148
109,tt0451279,wonder woman,2017,507067,7.4,150.0,821.8,7,141
110,tt6079330,wonder(i) ,2017,39,7.5,150.0,821.8,7,141
111,tt0116629,independence day,1983,504338,7.0,75.0,817.4,10,145
112,tt0116629,independence day,1996,504338,7.0,75.0,817.4,10,145
113,tt3183660,fantastic beasts and where to find them,2016,379200,7.3,200.0,814.0,9,133
114,tt0413267,shrek the third,2007,262534,6.0,160.0,799.0,9,92
115,tt0304141,harry potter and the prisoner of azkaban,2004,502907,7.9,130.0,796.9,14,142
116,tt1790809,pirates of the caribbean: dead men tell no tales,2017,238628,6.6,320.0,794.9,6,129
117,tt0083866,e.t. the extra-terrestrial,1982,346741,7.8,10.5,792.9,3,114
118,tt4912910,mission: impossible - fallout,2018,253475,7.8,178.0,791.1,9,147
119,tt1905041,furious 6,2013,352626,7.1,260.0,788.7,11,130
120,tt0367882,indiana jones and the kingdom of the crystal skull,2008,402081,6.1,185.0,786.6,7,122
121,tt5463162,deadpool 2,2018,427381,7.7,110.0,785.0,8,119
122,tt1431045,deadpool,2016,848182,8.0,58.0,782.6,6,108
123,tt0076759,star wars,1977,1150440,8.6,11.0,775.4,5,121
125,tt2015381,guardians of the galaxy,2014,980628,8.0,232.3,772.8,12,122
126,tt0499549,avatar,2009,1069221,7.8,237.0,2790.0,5,161
127,tt1587310,maleficent,2014,320870,7.0,263.0,758.5,7,97
128,tt0948470,the amazing spider-man,2012,536036,6.9,230.0,757.9,6,136
129,tt0382625,the da vinci code,2006,380150,6.6,125.0,758.2,7,149
130,tt1951265,the hunger games: mockingjay - part 1,2014,388371,6.6,140.0,755.4,10,123
131,tt0892791,shrek forever after,2010,171986,6.3,165.0,752.6,7,93
134,tt1877832,x-men: days of future past,2014,633544,8.0,220.0,747.9,10,131
136,tt1277953,madagascar 3: europe's most wanted,2012,151078,6.8,145.0,746.9,12,93
137,tt0363771,"the chronicles of narnia: the lion, the witch and the wardrobe",2005,347113,6.9,180.0,745.0,8,145
138,tt1453405,monsters university,2013,300847,7.3,200.0,744.2,10,104
139,tt0086960,beverly hills cop,1984,152422,7.3,13.0,316.4,1,105
140,tt1454468,gravity,2013,725574,7.7,130.0,723.2,2,91
142,tt1843866,captain america: the winter soldier,2014,689420,7.7,177.0,714.4,10,136
143,tt2103281,dawn of the planet of the apes,2014,396646,7.6,235.0,710.6,6,130
144,tt0418279,transformers,2007,576191,7.0,150.0,709.7,8,143
145,tt1259571,the twilight saga: new moon,2009,253223,4.7,50.0,709.7,14,130
146,tt0316654,spider-man 2,2004,513834,7.3,200.0,783.8,6,127
147,tt1872181,the amazing spider-man 2,2014,397570,6.6,293.0,709.0,9,142
149,tt1325004,the twilight saga: eclipse,2010,216100,5.0,68.0,698.49,6,123
150,tt0087951,protocol,1984,4273,5.5,12.0,26.19,3,96
151,tt1229238,mission: impossible - ghost protocol,2011,435418,7.4,145.0,694.7,4,133
152,tt0986233,hunger,1966,62427,7.6,78.0,694.4,8,142
153,tt0085701,the hunger,1983,21463,6.7,78.0,694.4,8,142
154,tt0986233,hunger,2008,62427,7.6,78.0,694.4,8,142
155,tt1392170,the hunger games,2012,807384,7.2,78.0,694.4,8,142
157,tt3521164,moana,2016,236081,7.6,175.0,690.8,7,103
158,tt2381249,mission: impossible - rogue nation,2015,321014,7.4,150.0,682.7,7,131
159,tt0816692,interstellar,2014,1353310,8.6,165.0,677.5,6,169
160,tt1211837,doctor strange,2016,543758,7.5,165.0,677.7,9,115
161,tt0109830,forrest gump,1994,1663061,8.8,55.0,678.2,5,142
162,tt0167404,the sixth sense,1999,863216,8.1,40.0,672.8,4,107
163,tt0120207,steel,1997,10362,2.8,258.0,668.0,10,143
164,tt0770828,man of steel,2013,659903,7.1,258.0,668.0,10,143
165,tt1302011,kung fu panda 2,2011,235895,7.2,150.0,665.7,14,91
166,tt0438097,ice age: the meltdown,2006,241427,6.8,80.0,660.9,5,91
167,tt0974015,justice league,2017,345942,6.4,300.0,657.9,11,120
168,tt2245084,big hero 6,2014,383260,7.8,165.0,657.8,10,102
169,tt4123430,fantastic beasts: the crimes of grindelwald,2018,187555,6.6,200.0,653.8,12,134
170,tt1951266,the hunger games: mockingjay - part 2,2015,260168,6.5,160.0,653.4,10,137
171,tt0121765,star wars: episode ii - attack of the clones,2002,592407,6.6,115.0,649.4,10,142
173,tt0121765,star wars: episode ii  attack of the clones,2002,592407,6.6,115.0,649.4,10,142
174,tt1981115,thor: the dark world,2013,558809,6.9,272.0,644.8,14,112
175,tt3470600,sing,2016,121062,7.1,75.0,634.2,7,110
176,tt0317705,the incredibles,2004,619981,8.0,92.0,633.0,7,115
178,tt0441773,kung fu panda,2008,391529,7.5,130.0,631.7,12,92
179,tt3659388,the martian,2015,704047,8.0,108.0,630.2,12,141
180,tt1596343,fast five,2011,336044,7.3,125.0,626.1,8,130
182,tt1228705,iron man 2,2010,679191,7.0,200.0,623.9,7,125
183,tt0448157,hancock,2008,422125,6.4,150.0,624.4,4,92
184,tt5095030,ant-man and the wasp,2018,268549,7.1,195.0,622.7,14,118
186,tt0382932,ratatouille,2007,597356,8.0,150.0,620.7,9,111
187,tt3315342,logan,2017,587211,8.1,127.0,619.0,6,137
188,tt0119567,the lost world: jurassic park,1997,354620,6.6,73.0,618.6,4,129
189,tt0795421,mamma mia!,2008,199261,6.4,52.0,615.7,8,108
190,tt3371366,transformers: the last knight,2017,124623,5.2,260.0,605.4,4,149
191,tt0479952,madagascar: escape 2 africa,2008,190368,6.6,150.0,603.9,11,89
192,tt0069957,deep throat part ii,1974,421,4.2,0.05,600.0,3,61
193,tt0381061,casino royale,1967,547881,8.0,150.0,599.0,6,144
194,tt0381061,casino royale,2006,547881,8.0,150.0,599.0,6,144
195,tt0398286,tangled,2010,377306,7.7,260.0,591.8,3,100
196,tt0407304,war of the worlds,2005,395897,6.5,132.0,591.7,5,116
197,tt0481499,the croods,2013,180673,7.2,175.0,587.2,7,98
198,tt1411697,the hangover part ii,2011,441803,6.4,80.0,586.8,7,101
199,tt0830515,quantum of solace,2008,383808,6.6,200.0,586.1,7,106
200,tt3569230,legend,1985,144265,6.9,150.0,585.3,3,101
201,tt0480249,i am legend,2007,646457,7.2,150.0,585.3,3,101
203,tt0371746,iron man,2008,889014,7.9,140.0,585.2,5,126
204,tt0267804,the one,2001,86122,5.9,49.0,72.7,4,87
205,tt1677720,ready player one,2018,321505,7.5,175.0,582.9,6,140
206,tt0198781,"monsters, inc.",2001,762673,8.0,115.0,577.4,5,92
208,tt0086190,star wars: episode vi - return of the jedi,1983,886165,8.3,42.7,572.7,9,132
209,tt0086190,return of the jedi,1983,886165,8.3,42.7,572.7,9,132
210,tt2322441,fifty shades of grey,2015,284689,4.1,40.0,569.7,4,128
211,tt3731562,kong: skull island,2017,249333,6.6,185.0,566.7,13,118
213,tt1216475,cars 2,2011,145531,6.1,200.0,562.1,6,106
214,tt0120591,armageddon,1998,378263,6.7,140.0,553.7,9,151
215,tt1637725,ted,2012,547501,6.9,50.0,549.4,5,106
216,tt0108171,sniper,1993,21730,6.1,59.0,547.4,2,132
217,tt2179136,american sniper,2014,411770,7.3,59.0,547.4,2,132
218,tt0120755,mission: impossible ii,2000,297137,6.1,125.0,546.4,8,123
219,tt1515091,sherlock holmes: a game of shadows,2011,400657,7.5,125.0,545.4,6,129
220,tt3385516,x-men: apocalypse,2016,369767,6.9,178.0,543.9,10,144
221,tt0319262,the day after tomorrow,2004,394948,6.4,125.0,544.3,5,123
222,tt1323594,despicable me,2010,474013,7.6,69.0,543.1,7,95
223,tt0065234,z,1969,21721,8.3,269.0,540.0,3,116
224,tt0816711,world war z,2013,566127,7.0,269.0,540.0,3,116
226,tt0080684,star wars: episode v - the empire strikes back,1980,1082223,8.7,23.0,538.4,9,124
227,tt0080684,the empire strikes back,1980,1082223,8.7,23.0,538.4,9,124
228,tt0910970,wall-e,2008,934009,8.4,180.0,533.3,7,97
229,tt0910970,wall·e,2008,934009,8.4,180.0,533.3,7,97
230,tt1663202,the revenant,2015,646164,8.0,135.0,533.0,4,156
231,tt5848272,ralph breaks the internet,2018,105464,7.1,175.0,529.3,9,112
232,tt3874544,the boss baby,2017,98433,6.3,125.0,528.0,5,97
233,tt5013056,dunkirk,2017,489845,7.9,150.0,526.9,11,106
234,tt0462538,the simpsons movie,2007,296841,7.3,75.0,527.1,9,87
236,tt0988045,sherlock holmes,2009,557029,7.6,90.0,524.0,5,129
237,tt2267968,kung fu panda 3,2016,121631,7.1,145.0,521.2,12,95
238,tt0478970,ant-man,2015,525798,7.3,169.3,519.3,11,117
239,tt0103064,terminator 2: judgment day,1991,934590,8.5,102.0,517.0,3,137
240,tt0290002,meet the fockers,2004,241950,6.3,80.0,516.6,8,115
241,tt2709692,dr. seuss' the grinch,2018,36198,6.3,75.0,511.6,5,86
242,tt0119099,fallen,1998,69804,7.0,46.0,25.2,6,124
243,tt0099653,ghost,1990,183226,7.0,22.0,505.7,4,128
244,tt0067541,wake in fright,1971,8926,7.7,0.8,0.05,4,109
245,tt0332452,troy,2004,461570,7.2,185.0,497.4,8,163
246,tt0120363,toy story 2,1999,490654,7.9,90.0,497.4,2,92
247,tt0073343,the dragon flies,1975,968,6.6,0.55,1.1,10,111
248,tt0892769,how to train your dragon,2010,627384,8.1,165.0,494.9,8,98
250,tt0117998,twister,1996,165392,6.4,92.0,494.5,4,113
251,tt1623205,oz the great and powerful,2013,194119,6.3,215.0,493.3,8,130
252,tt1291150,teenage mutant ninja turtles,1990,194261,5.8,13.5,202.0,2,93
253,tt1291150,teenage mutant ninja turtles,2014,194261,5.8,13.5,202.0,2,93
254,tt3450958,war for the planet of the apes,2017,210356,7.4,150.0,490.7,3,140
255,tt0089013,demons,1985,18416,6.7,150.0,485.9,7,138
256,tt0808151,angels & demons,2009,258034,6.7,150.0,485.9,7,138
257,tt0315327,bruce almighty,2003,352448,6.7,81.0,484.6,10,101
258,tt0126029,shrek,2001,578020,7.8,60.0,484.4,4,90
259,tt1318514,rise of the planet of the apes,2011,479871,7.6,93.0,481.8,7,105
260,tt0274166,johnny english,2003,140194,6.2,40.0,160.5,4,88
261,tt0356910,mr. & mrs. smith,2005,426842,6.5,110.0,478.2,5,120
262,tt0099785,home alone,1990,419591,7.6,18.0,476.7,5,103
263,tt0367594,charlie and the chocolate factory,2005,399486,6.6,150.0,475.0,9,115
264,tt2510894,hotel transylvania 2,2015,96500,6.7,80.0,474.8,11,89
265,tt2126355,san andreas,2015,198477,6.0,110.0,474.0,6,114
266,tt0097576,indiana jones and the last crusade,1989,650678,8.2,48.0,474.2,6,128
267,tt1772341,wreck-it ralph,2012,356225,7.7,165.0,471.2,4,101
268,tt0073195,jaws,1975,520248,8.0,9.0,470.7,5,124
270,tt0111070,the santa clause,1994,88114,6.4,22.0,189.8,5,97
271,tt4701182,bumblebee,2018,111895,6.8,135.0,468.0,6,114
272,tt1490017,the lego movie,2014,310633,7.8,65.0,468.1,9,100
273,tt1119646,the hangover,2009,682263,7.7,35.0,467.5,6,100
274,tt1408101,star trek into darkness,2013,450495,7.7,190.0,467.4,11,133
275,tt0133093,the matrix,1999,1559873,8.7,63.0,465.3,5,136
276,tt0100405,pretty woman,1990,267128,7.0,14.0,463.4,2,119
278,tt0317219,cars,2006,340661,7.1,120.0,462.0,4,116
279,tt0172495,gladiator,1992,1250163,8.5,103.0,460.5,7,155
280,tt0172495,gladiator,2000,1250163,8.5,103.0,460.5,7,155
281,tt0376994,x-men: the last stand,2006,462918,6.7,210.0,459.4,12,104
282,tt0465234,national treasure: book of secrets,2007,208583,6.5,130.0,457.4,8,124
283,tt0416449,300,2006,704212,7.7,65.0,456.1,4,116
285,tt0240772,ocean's eleven,2001,484404,7.8,85.0,450.7,5,117
286,tt0800369,thor,2011,704506,7.0,150.0,449.3,10,114
287,tt0120855,tarzan,1999,188924,7.3,130.0,448.2,10,88
288,tt3783958,la la land,2016,455754,8.0,30.0,446.1,4,128
290,tt0440963,the bourne ultimatum,2007,585958,8.0,110.0,442.8,8,115
291,tt0120912,men in black ii,2002,323983,6.2,140.0,441.8,7,88
293,tt1707386,les misérables,2012,291332,7.6,61.0,441.8,7,158
294,tt1340138,terminator genisys,2015,244484,6.4,158.0,440.6,9,126
296,tt0070047,the exorcist,1973,343201,8.0,12.0,441.3,7,121
297,tt0803096,warcraft,2016,230248,6.8,160.0,439.0,9,123
298,tt0349903,ocean's twelve,2004,338673,6.5,110.0,435.0,14,125
299,tt1485796,the greatest showman,2017,209429,7.6,84.0,435.0,5,105
300,tt1517451,a star is born,1976,286900,7.7,6.0,80.0,2,142
301,tt1517451,a star is born,2018,286900,7.7,36.0,435.0,5,135
302,tt2709768,the secret life of pets,2016,170815,6.5,80.0,433.0,13,86
303,tt0062883,the detective,1968,2601,6.5,150.0,431.7,8,104
304,tt0246460,die another day,2002,194726,6.1,142.0,432.0,7,133
305,tt0162222,cast away,2000,485020,7.8,90.0,429.6,3,143
307,tt2231461,rampage,1963,124258,6.1,140.0,428.0,7,107
308,tt2231461,rampage,2018,124258,6.1,140.0,428.0,7,107
309,tt0242653,the matrix revolutions,2003,424693,6.7,150.0,427.3,5,129
310,tt0060315,django,1966,22653,7.3,100.0,425.4,10,165
311,tt1853728,django unchained,2012,1253112,8.4,100.0,425.4,10,165
314,tt0499448,the chronicles of narnia: prince caspian,2008,183066,6.5,225.0,419.7,10,150
316,tt0980970,the chronicles of narnia: the voyage of the dawn treader,2010,132657,6.3,140.0,415.0,7,115
317,tt1000774,sex and the city,2008,111832,5.6,65.0,415.2,7,145
318,tt2802144,kingsman: the secret service,2014,558345,7.7,94.0,414.4,5,129
319,tt1504320,the king's speech,2010,605898,8.0,15.0,414.2,8,119
320,tt1663662,pacific rim,2013,450314,6.9,200.0,411.0,8,132
323,tt4649466,kingsman: the golden circle,2017,242680,6.8,104.0,410.9,9,141
324,tt0103855,the bodyguard,1992,111049,6.3,25.0,411.0,5,129
325,tt0120616,the mummy,1959,373317,7.0,195.0,410.0,6,110
326,tt0120616,the mummy,1999,373317,7.0,195.0,410.0,6,110
327,tt0120616,the mummy,2017,373317,7.0,195.0,410.0,6,110
328,tt0290334,x2: x-men united,2003,490966,7.4,125.0,407.7,11,133
329,tt0286106,signs,2002,322562,6.7,72.0,408.2,4,106
330,tt0162065,angel,1984,60984,7.9,170.0,404.9,7,122
332,tt1446714,prometheus,2012,546304,7.0,130.0,403.4,6,124
334,tt1104001,tron: legacy,2010,301242,6.8,170.0,400.0,7,125
335,tt0317919,mission: impossible iii,2006,313219,6.9,150.0,397.9,9,126
336,tt1735898,snow white and the huntsman,2012,262798,6.1,170.0,396.6,9,127
337,tt0077631,grease,1978,218294,7.2,6.0,396.0,12,110
338,tt6911608,mamma mia! here we go again,2018,66581,6.7,75.0,395.0,11,113
340,tt3778644,solo: a star wars story,2018,244965,6.9,300.0,393.2,8,135
341,tt0993846,the wolf of wall street,2013,1069666,8.2,100.0,392.0,9,180
342,tt0348150,superman returns,2006,263529,6.0,223.0,391.1,9,154
343,tt1628841,independence day: resurgence,2016,158599,5.2,165.0,389.7,11,120
344,tt0102798,robin hood: prince of thieves,1991,169610,6.9,48.0,390.5,5,143
345,tt0082971,raiders of the lost ark,1981,832295,8.4,18.0,389.9,6,115
346,tt0088763,back to the future,1985,968454,8.5,19.0,389.1,4,116
347,tt0796366,star trek,2009,562142,7.9,150.0,385.7,12,127
348,tt3606752,cars 3,2017,64233,6.7,175.0,383.9,9,102
349,tt0337978,live free or die hard,2007,376150,7.1,110.0,383.5,5,129
350,tt0366548,happy feet,2006,161161,6.4,100.0,384.3,9,108
351,tt0892782,monsters vs. aliens,2009,139209,6.4,175.0,381.5,8,94
352,tt4465564,fifty shades darker,2017,84674,4.6,55.0,381.0,7,131
353,tt1392190,mad max: fury road,2015,805282,8.1,185.1,378.9,9,120
354,tt0111503,true lies,1994,224778,7.2,100.0,378.9,6,141
355,tt1010048,slumdog millionaire,2008,761376,8.0,15.0,377.89,5,120
356,tt1583421,g.i. joe: retaliation,2013,167499,5.8,155.0,375.7,9,110
357,tt1397280,taken 2,2012,277802,6.2,45.0,376.1,4,91
358,tt0372784,batman begins,2005,1228699,8.2,150.0,375.2,10,140
359,tt0983193,the adventures of tintin,2011,205547,7.3,135.0,374.0,9,107
360,tt0207201,what women want,2000,183529,6.4,70.0,374.1,6,127
361,tt0458525,x-men origins: wolverine,2009,445234,6.6,150.0,373.1,5,107
362,tt0385752,the golden compass,2007,171858,6.1,180.0,372.2,8,113
363,tt4477536,fifty shades freed,2018,47205,4.5,55.0,372.0,8,110
364,tt0103923,captain america,1990,10564,3.2,216.7,370.6,9,124
365,tt0458339,captain america: the first avenger,2011,691012,6.9,216.7,370.6,9,124
366,tt0438488,terminator salvation,2009,328445,6.5,200.0,371.4,8,115
368,tt1631867,edge of tomorrow,2014,561092,7.9,178.0,370.5,4,113
369,tt0129387,there's something about mary,1998,279022,7.1,23.0,370.0,5,119
370,tt0163025,jurassic park iii,2001,280350,5.9,93.0,368.8,6,92
373,tt2267998,gone girl,2014,787385,8.1,61.0,369.3,4,149
374,tt0106977,the fugitive,1993,250920,7.8,44.0,368.9,6,130
375,tt0307453,shark tale,2004,157930,6.0,75.0,367.3,6,90
376,tt0112864,die hard with a vengeance,1995,347118,7.6,90.0,366.1,7,128
378,tt5814060,the nun,2018,102151,5.3,22.0,365.6,3,96
379,tt0125439,notting hill,1999,252282,7.1,42.0,364.0,8,124
380,tt2692250,night at the museum: secret of the tomb,2014,96842,6.2,127.0,363.2,5,97
381,tt1959490,noah,2014,233120,5.8,125.0,362.6,7,138
382,tt0120623,a bug's life,1998,251630,7.2,120.0,363.3,3,95
383,tt0143145,the world is not enough,1999,178741,6.4,125.0,362.0,6,125
384,tt0133152,planet of the apes,1968,203365,5.7,5.8,33.4,7,112
385,tt0133152,planet of the apes,2001,203365,5.7,100.0,362.2,7,120
386,tt0952640,alvin and the chipmunks,2007,71462,5.2,60.0,361.3,7,92
387,tt0104431,home alone 2: lost in new york,1992,271294,6.7,28.0,359.0,7,120
389,tt0181689,minority report,2002,478664,7.6,102.0,358.4,4,145
390,tt0837562,hotel transylvania,2012,209947,7.1,85.0,358.4,9,91
391,tt0918940,the legend of tarzan,2016,154377,6.2,180.0,356.7,6,110
393,tt0169547,american beauty,1999,1011959,8.3,15.0,356.3,8,122
394,tt0112384,apollo 13,1995,251415,7.6,52.0,355.2,6,140
396,tt0095953,rain man,1988,449962,8.0,25.0,354.8,3,133
398,tt1343092,the great gatsby,1974,444521,7.3,7.0,26.5,5,146
399,tt1343092,the great gatsby,2013,444521,7.3,105.0,353.6,8,142
400,tt3402236,murder on the orient express,1974,187436,6.5,55.0,352.8,10,114
401,tt3402236,murder on the orient express,2017,187436,6.5,55.0,352.8,10,114
402,tt0103772,basic instinct,1992,160566,7.0,49.0,352.9,4,128
403,tt0128278,instinct,1999,30478,6.6,49.0,352.9,4,128
404,tt0212985,hannibal,2001,241396,6.8,87.0,351.6,6,132
406,tt3110958,now you see me 2,2016,224808,6.5,90.0,334.9,10,129
407,tt1985949,angry birds,2016,73814,6.3,73.0,352.3,10,97
408,tt0264464,catch me if you can,2002,745174,8.1,52.0,352.1,5,141
409,tt5117670,peter rabbit,2018,29736,6.5,50.0,351.3,7,95
410,tt5028340,mary poppins returns,2018,64106,6.8,130.0,349.5,9,131
411,tt0130623,dinosaur,2000,48972,6.5,127.5,349.8,10,82
412,tt0120647,deep impact,1998,154106,6.2,80.0,349.5,6,121
413,tt1482459,the lorax,2012,91979,6.4,70.0,348.8,7,86
414,tt0368891,national treasure,2004,289591,6.8,100.0,347.5,7,131
415,tt1790864,the maze runner,2014,395234,6.8,34.0,348.3,5,113
416,tt0092115,troll,1986,8726,4.5,125.0,346.9,6,93
417,tt1679335,trolls,2016,64932,6.5,125.0,346.9,6,93
418,tt0343818,"i, robot",2004,474889,7.1,120.0,347.2,6,115
419,tt0266915,rush hour 2,2001,189494,6.6,90.0,347.3,7,90
420,tt0114148,pocahontas,1995,157650,6.7,55.0,346.1,10,81
421,tt1293847,xxx: return of xander cage,2017,80309,5.2,85.0,346.1,9,107
423,tt0170016,how the grinch stole christmas,2000,187892,6.1,123.0,345.1,5,105
424,tt2660888,star trek beyond,2016,215007,7.1,185.0,343.5,8,122
425,tt0109813,the flintstones,1994,71213,4.9,46.0,341.6,7,91
427,tt0414951,the quiet,2005,14876,6.3,0.9,0.38,5,91
